set,scheme,model,Brier,ECE,actionable_frac,actionable_acc
y_clinvar/BRCA1_excluded,vigintile,single:phastcons,0.07838350615984309,0.037346501395958756,0.7814222860437352,0.9488333440383494
y_clinvar/BRCA1_excluded,decile_truncated,fusion_M1,0.009295306472608162,0.010298113638097656,0.9869913621844782,0.9919279333422482
y_clinvar/BRCA1_excluded,decile_truncated,mean_M0b,0.014182657294876427,0.014283248186481464,0.9566587520208091,0.9898722185355449
y_clinvar/BRCA1_excluded,decile_truncated,single:spliceai,0.04750421092606929,0.05746543360874161,0.862217935261799,0.9693843006252588
y_clinvar/BRCA1_excluded,decile_truncated,single:pangolin,0.02902672925718692,0.02469917349148342,0.9318714851118718,0.9891430266459511
y_clinvar/BRCA1_excluded,decile_truncated,single:alphagenome,0.04272427735681209,0.043367316242356964,0.891841126248446,0.9790914515428795
y_clinvar/BRCA1_excluded,decile_truncated,single:gpn_msa,0.06698050485424148,0.03874235229664206,0.7540069759726369,0.972667391196165
y_clinvar/BRCA1_excluded,decile_truncated,single:nt,0.15119184611557837,0.07500209430738933,0.4094335018525213,0.9028766946660637
y_clinvar/BRCA1_excluded,decile_truncated,single:cadd,0.02965748762159226,0.029320795194775616,0.914105254725719,0.990524784548553
y_clinvar/BRCA1_excluded,decile_truncated,single:alphamissense,,,,
y_clinvar/BRCA1_excluded,decile_truncated,single:gnomad_af,0.24348268263998807,0.17861441135082137,0.022461748433656347,0.39417770210279135
y_clinvar/BRCA1_excluded,decile_truncated,single:phylop,0.05049999128931135,0.04231734916516862,0.7969428161321868,0.9825737048835621
y_clinvar/BRCA1_excluded,decile_truncated,single:phastcons,0.0782721513185087,0.036774492354380114,0.7825723748711485,0.9490469854001268
