tool,stratum,score,eps,local_lr,lr_lo_gene_boot,lr_hi_gene_boot,lr_lo_variant_boot,lr_hi_variant_boot
cadd,all_1_50,0.001,0.106,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.002,0.105,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.003,0.104,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.004,0.103,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.005,0.102,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.006,0.10099999999999999,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.007,0.09999999999999999,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.011,0.096,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.015,0.092,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.016,0.091,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.018,0.089,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.019,0.088,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.021,0.086,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.022,0.08499999999999999,0.04327020202020202,0.031150412727265913,0.077706427969125,0.036921834762333246,0.051681929458699795
cadd,all_1_50,0.023,0.08399999999999999,0.04327020202020202,0.031150412727265913,0.077706427969125,0.036921834762333246,0.051681929458699795
cadd,all_1_50,0.024,0.08299999999999999,0.04327020202020202,0.031150412727265913,0.077706427969125,0.036921834762333246,0.051681929458699795
cadd,all_1_50,0.025,0.08199999999999999,0.04327020202020202,0.031150412727265913,0.077706427969125,0.036921834762333246,0.051681929458699795
cadd,all_1_50,0.026,0.081,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.027,0.08,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.029,0.078,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.03,0.077,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.031,0.076,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.032,0.075,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.034,0.073,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.035,0.072,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.036,0.07100000000000001,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.037,0.07,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
cadd,all_1_50,0.038,0.069,0.041997549019607845,0.030593660032975985,0.07361661597074999,0.03595531022627374,0.04998650531922898
