tool,stratum,threshold_basis,threshold,gene_set,clinvar_arm,n_genes,n_pos,n_neg,n_in_band,status,sens,spec,band_lr
spliceai_walker,s3_10,fitted moderate,0.5386447906494141,no_BRCA1,unrecorded,6,274,1331,183,ok,0.4854014598540146,0.9624342599549212,12.92138686131387
spliceai_walker,s3_10,published cut point,0.2,all_genes,all,7,570,2505,840,ok,0.7947368421052632,0.8455089820359282,5.144226846185231
spliceai_walker,s3_10,published cut point,0.2,all_genes,classified,7,95,578,102,ok,0.7578947368421053,0.9480968858131488,14.602105263157895
spliceai_walker,s3_10,published cut point,0.2,all_genes,recorded_unclassified,7,201,596,301,ok,0.8706467661691543,0.7885906040268457,4.118297401879492
spliceai_walker,s3_10,published cut point,0.2,all_genes,unrecorded,6,274,1331,437,ok,0.7518248175182481,0.8264462809917356,4.331942996176573
spliceai_walker,s3_10,published cut point,0.2,no_BRCA1,all,6,466,2119,694,ok,0.7639484978540773,0.8404907975460123,4.789369428854408
spliceai_walker,s3_10,published cut point,0.2,no_BRCA1,classified,6,54,476,55,ok,0.5925925925925926,0.9516806722689075,12.264090177133655
spliceai_walker,s3_10,published cut point,0.2,no_BRCA1,recorded_unclassified,6,138,312,202,ok,0.855072463768116,0.7307692307692307,3.175983436853002
spliceai_walker,s3_10,published cut point,0.2,no_BRCA1,unrecorded,6,274,1331,437,ok,0.7518248175182481,0.8264462809917356,4.331942996176573
spliceai_walker,s11_50,fitted moderate,0.2920072078704834,all_genes,all,6,225,4312,190,ok,0.37333333333333335,0.975417439703154,15.186918238993712
spliceai_walker,s11_50,fitted moderate,0.2920072078704834,all_genes,classified,6,32,704,14,ok,0.15625,0.9872159090909091,12.222222222222221
spliceai_walker,s11_50,fitted moderate,0.2920072078704834,all_genes,recorded_unclassified,5,19,292,30,ok,0.7368421052631579,0.9452054794520548,13.447368421052632
spliceai_walker,s11_50,fitted moderate,0.2920072078704834,all_genes,unrecorded,5,174,3316,146,ok,0.3735632183908046,0.9755729794933655,15.29303249609763
spliceai_walker,s11_50,fitted moderate,0.2920072078704834,no_BRCA1,all,5,222,3970,184,ok,0.36936936936936937,0.9743073047858942,14.3764352587882
spliceai_walker,s11_50,fitted moderate,0.2920072078704834,no_BRCA1,classified,5,32,608,13,ok,0.15625,0.9868421052631579,11.875
spliceai_walker,s11_50,fitted moderate,0.2920072078704834,no_BRCA1,recorded_unclassified,4,16,46,25,ok,0.75,0.717391304347826,2.653846153846154
spliceai_walker,s11_50,fitted moderate,0.2920072078704834,no_BRCA1,unrecorded,5,174,3316,146,ok,0.3735632183908046,0.9755729794933655,15.29303249609763
spliceai_walker,s11_50,published cut point,0.2,all_genes,all,6,225,4312,286,ok,0.4444444444444444,0.9568645640074211,10.303464755077657
spliceai_walker,s11_50,published cut point,0.2,all_genes,classified,6,32,704,24,ok,0.1875,0.9744318181818182,7.333333333333333
spliceai_walker,s11_50,published cut point,0.2,all_genes,recorded_unclassified,5,19,292,42,ok,0.7894736842105263,0.9075342465753424,8.538011695906434
spliceai_walker,s11_50,published cut point,0.2,all_genes,unrecorded,5,174,3316,220,ok,0.4540229885057471,0.9574788902291917,10.677590282872748
spliceai_walker,s11_50,published cut point,0.2,no_BRCA1,all,5,222,3970,272,ok,0.44144144144144143,0.9561712846347608,10.071968520244383
spliceai_walker,s11_50,published cut point,0.2,no_BRCA1,classified,5,32,608,23,ok,0.1875,0.9720394736842105,6.705882352941177
spliceai_walker,s11_50,published cut point,0.2,no_BRCA1,recorded_unclassified,4,16,46,29,ok,0.8125,0.6521739130434783,2.3359375
spliceai_walker,s11_50,published cut point,0.2,no_BRCA1,unrecorded,5,174,3316,220,ok,0.4540229885057471,0.9574788902291917,10.677590282872748
spliceai_walker,s3_50,fitted moderate,0.4263108074665069,all_genes,all,7,795,6817,615,ok,0.549685534591195,0.9738888073932815,21.051720726450426
spliceai_walker,s3_50,fitted moderate,0.4263108074665069,all_genes,classified,7,127,1282,82,ok,0.5669291338582677,0.9921996879875195,72.68031496062991
spliceai_walker,s3_50,fitted moderate,0.4263108074665069,all_genes,recorded_unclassified,7,220,888,204,ok,0.7090909090909091,0.9459459459459459,13.118181818181817
spliceai_walker,s3_50,fitted moderate,0.4263108074665069,all_genes,unrecorded,6,448,4647,329,ok,0.46651785714285715,0.974176888315042,18.065904017857143
spliceai_walker,s3_50,fitted moderate,0.4263108074665069,no_BRCA1,all,6,688,6089,510,ok,0.501453488372093,0.9729019543438988,18.505153276955603
spliceai_walker,s3_50,fitted moderate,0.4263108074665069,no_BRCA1,classified,6,86,1084,42,ok,0.3953488372093023,0.992619926199262,53.56976744186046
spliceai_walker,s3_50,fitted moderate,0.4263108074665069,no_BRCA1,recorded_unclassified,6,154,358,139,ok,0.6623376623376623,0.8966480446927374,6.408564408564408
spliceai_walker,s3_50,fitted moderate,0.4263108074665069,no_BRCA1,unrecorded,6,448,4647,329,ok,0.46651785714285715,0.974176888315042,18.065904017857143
spliceai_walker,s3_50,published cut point,0.2,all_genes,all,7,795,6817,1126,ok,0.6955974842767295,0.9159454305412938,8.275546335627338
spliceai_walker,s3_50,published cut point,0.2,all_genes,classified,7,127,1282,126,ok,0.6141732283464567,0.9625585023400937,16.403543307086615
spliceai_walker,s3_50,published cut point,0.2,all_genes,recorded_unclassified,7,220,888,343,ok,0.8636363636363636,0.8277027027027027,5.0124777183600715
spliceai_walker,s3_50,published cut point,0.2,all_genes,unrecorded,6,448,4647,657,ok,0.6361607142857143,0.9199483537766301,7.9468786002304155
spliceai_walker,s3_50,published cut point,0.2,no_BRCA1,all,6,688,6089,966,ok,0.6598837209302325,0.9159139431762194,7.8477187045784875
spliceai_walker,s3_50,published cut point,0.2,no_BRCA1,classified,6,86,1084,78,ok,0.4418604651162791,0.9630996309963099,11.974418604651163
spliceai_walker,s3_50,published cut point,0.2,no_BRCA1,recorded_unclassified,6,154,358,231,ok,0.8506493506493507,0.7206703910614525,3.0453246753246757
spliceai_walker,s3_50,published cut point,0.2,no_BRCA1,unrecorded,6,448,4647,657,ok,0.6361607142857143,0.9199483537766301,7.9468786002304155
avi,s3_10,fitted moderate,1.071033596992493,all_genes,all,7,570,2505,340,ok,0.5157894736842106,0.9816367265469061,28.08810068649886
avi,s3_10,fitted moderate,1.071033596992493,all_genes,classified,7,95,578,62,ok,0.6421052631578947,0.9982698961937716,371.13684210526316
avi,s3_10,fitted moderate,1.071033596992493,all_genes,recorded_unclassified,7,201,596,119,ok,0.527363184079602,0.9781879194630873,24.177573670110984
avi,s3_10,fitted moderate,1.071033596992493,all_genes,unrecorded,6,274,1331,159,ok,0.4635036496350365,0.9759579263711495,19.2788549270073
avi,s3_10,fitted moderate,1.071033596992493,no_BRCA1,all,6,466,2119,262,ok,0.47639484978540775,0.9811231713072204,25.237017167381975
avi,s3_10,fitted moderate,1.071033596992493,no_BRCA1,classified,6,54,476,28,ok,0.5185185185185185,1.0,247.33333333333331
avi,s3_10,fitted moderate,1.071033596992493,no_BRCA1,recorded_unclassified,6,138,312,75,ok,0.4855072463768116,0.9743589743589743,18.934782608695652
avi,s3_10,fitted moderate,1.071033596992493,no_BRCA1,unrecorded,6,274,1331,159,ok,0.4635036496350365,0.9759579263711495,19.2788549270073
avi,s11_50,fitted moderate,0.6985705494880676,all_genes,all,6,225,4312,121,ok,0.28444444444444444,0.9867810760667903,21.517972709551657
avi,s11_50,fitted moderate,0.6985705494880676,all_genes,classified,6,32,704,10,ok,0.125,0.9914772727272727,14.666666666666668
avi,s11_50,fitted moderate,0.6985705494880676,all_genes,recorded_unclassified,5,19,292,22,ok,0.5263157894736842,0.958904109589041,12.807017543859649
avi,s11_50,fitted moderate,0.6985705494880676,all_genes,unrecorded,5,174,3316,89,ok,0.28735632183908044,0.988238841978287,24.432655467138225
avi,s11_50,fitted moderate,0.6985705494880676,no_BRCA1,all,5,222,3970,115,ok,0.28378378378378377,0.9869017632241813,21.665800415800415
avi,s11_50,fitted moderate,0.6985705494880676,no_BRCA1,classified,5,32,608,10,ok,0.125,0.9901315789473685,12.666666666666668
avi,s11_50,fitted moderate,0.6985705494880676,no_BRCA1,recorded_unclassified,4,16,46,16,ok,0.5625,0.8478260869565217,3.696428571428571
avi,s11_50,fitted moderate,0.6985705494880676,no_BRCA1,unrecorded,5,174,3316,89,ok,0.28735632183908044,0.988238841978287,24.432655467138225
avi,s3_50,fitted moderate,0.8246464729309082,all_genes,all,7,795,6817,591,ok,0.5534591194968553,0.9778494939122782,24.986296805364656
avi,s3_50,fitted moderate,0.8246464729309082,all_genes,classified,7,127,1282,76,ok,0.5748031496062992,0.9976599063962559,245.6325459317585
avi,s3_50,fitted moderate,0.8246464729309082,all_genes,recorded_unclassified,7,220,888,206,ok,0.7090909090909091,0.9436936936936937,12.593454545454545
avi,s3_50,fitted moderate,0.8246464729309082,all_genes,unrecorded,6,448,4647,309,ok,0.47098214285714285,0.9789111254572843,22.333204263848398
avi,s3_50,fitted moderate,0.8246464729309082,no_BRCA1,all,6,688,6089,491,ok,0.5174418604651163,0.9778288717359173,23.338544358311804
avi,s3_50,fitted moderate,0.8246464729309082,no_BRCA1,classified,6,86,1084,38,ok,0.4186046511627907,0.9981549815498155,226.88372093023258
avi,s3_50,fitted moderate,0.8246464729309082,no_BRCA1,recorded_unclassified,6,154,358,144,ok,0.7077922077922078,0.9022346368715084,7.239703153988868
avi,s3_50,fitted moderate,0.8246464729309082,no_BRCA1,unrecorded,6,448,4647,309,ok,0.47098214285714285,0.9789111254572843,22.333204263848398
avi_splice_sites,s3_10,fitted moderate,0.46484375,all_genes,all,7,570,2505,386,ok,0.5666666666666667,0.9748502994011976,22.53174603174603
avi_splice_sites,s3_10,fitted moderate,0.46484375,all_genes,classified,7,95,578,72,ok,0.6947368421052632,0.9896193771626297,66.92631578947369
avi_splice_sites,s3_10,fitted moderate,0.46484375,all_genes,recorded_unclassified,7,201,596,145,ok,0.6318407960199005,0.9697986577181208,20.920950801547814
avi_splice_sites,s3_10,fitted moderate,0.46484375,all_genes,unrecorded,6,274,1331,169,ok,0.4744525547445255,0.9706987227648385,16.19221411192214
avi_splice_sites,s3_10,fitted moderate,0.46484375,no_BRCA1,all,6,466,2119,301,ok,0.5236051502145923,0.973100519112789,19.46525111060914
avi_splice_sites,s3_10,fitted moderate,0.46484375,no_BRCA1,classified,6,54,476,36,ok,0.5740740740740741,0.9894957983193278,54.651851851851845
avi_splice_sites,s3_10,fitted moderate,0.46484375,no_BRCA1,recorded_unclassified,6,138,312,96,ok,0.6014492753623188,0.9583333333333334,14.434782608695652
avi_splice_sites,s3_10,fitted moderate,0.46484375,no_BRCA1,unrecorded,6,274,1331,169,ok,0.4744525547445255,0.9706987227648385,16.19221411192214
avi_splice_sites,s11_50,fitted moderate,0.4608755111694336,all_genes,all,6,225,4312,96,ok,0.22666666666666666,0.9895640074211502,21.719703703703704
avi_splice_sites,s11_50,fitted moderate,0.4608755111694336,all_genes,classified,6,32,704,5,ok,0.09375,0.9971590909090909,
avi_splice_sites,s11_50,fitted moderate,0.4608755111694336,all_genes,recorded_unclassified,5,19,292,17,ok,0.47368421052631576,0.9726027397260274,17.289473684210527
avi_splice_sites,s11_50,fitted moderate,0.4608755111694336,all_genes,unrecorded,5,174,3316,74,ok,0.22413793103448276,0.9894451145958987,21.235467980295567
avi_splice_sites,s11_50,fitted moderate,0.4608755111694336,no_BRCA1,all,5,222,3970,94,ok,0.22522522522522523,0.9889168765743073,20.321457821457823
avi_splice_sites,s11_50,fitted moderate,0.4608755111694336,no_BRCA1,classified,5,32,608,5,ok,0.09375,0.9967105263157895,
avi_splice_sites,s11_50,fitted moderate,0.4608755111694336,no_BRCA1,recorded_unclassified,4,16,46,15,ok,0.5,0.8478260869565217,3.2857142857142856
avi_splice_sites,s11_50,fitted moderate,0.4608755111694336,no_BRCA1,unrecorded,5,174,3316,74,ok,0.22413793103448276,0.9894451145958987,21.235467980295567
avi_splice_sites,s3_50,fitted moderate,0.429513931274414,all_genes,all,7,795,6817,501,ok,0.4817610062893082,0.9826903329910518,27.831904914188254
avi_splice_sites,s3_50,fitted moderate,0.429513931274414,all_genes,classified,7,127,1282,77,ok,0.5433070866141733,0.9937597503900156,87.06496062992126
avi_splice_sites,s3_50,fitted moderate,0.429513931274414,all_genes,recorded_unclassified,7,220,888,167,ok,0.6318181818181818,0.9684684684684685,20.03766233766234
avi_splice_sites,s3_50,fitted moderate,0.429513931274414,all_genes,unrecorded,6,448,4647,257,ok,0.390625,0.9823542070152786,22.13700457317073
avi_splice_sites,s3_50,fitted moderate,0.429513931274414,no_BRCA1,all,6,688,6089,414,ok,0.44040697674418605,0.981770405649532,24.158901634192333
avi_splice_sites,s3_50,fitted moderate,0.429513931274414,no_BRCA1,classified,6,86,1084,41,ok,0.3953488372093023,0.9935424354243543,61.222591362126245
avi_splice_sites,s3_50,fitted moderate,0.429513931274414,no_BRCA1,recorded_unclassified,6,154,358,116,ok,0.6103896103896104,0.9385474860335196,9.932703659976386
avi_splice_sites,s3_50,fitted moderate,0.429513931274414,no_BRCA1,unrecorded,6,448,4647,257,ok,0.390625,0.9823542070152786,22.13700457317073
avi_splice_site_usage,s3_10,fitted moderate,0.6787109375,all_genes,all,7,570,2505,396,ok,0.5929824561403508,0.9768463073852296,25.61070780399274
avi_splice_site_usage,s3_10,fitted moderate,0.6787109375,all_genes,classified,7,95,578,67,ok,0.6947368421052632,0.9982698961937716,401.5578947368421
avi_splice_site_usage,s3_10,fitted moderate,0.6787109375,all_genes,recorded_unclassified,7,201,596,153,ok,0.6666666666666666,0.9681208053691275,20.912280701754383
avi_splice_site_usage,s3_10,fitted moderate,0.6787109375,all_genes,unrecorded,6,274,1331,176,ok,0.5036496350364964,0.97145003756574,17.64099116404149
avi_splice_site_usage,s3_10,fitted moderate,0.6787109375,no_BRCA1,all,6,466,2119,305,ok,0.5472103004291845,0.9764039641340255,23.19077253218884
avi_splice_site_usage,s3_10,fitted moderate,0.6787109375,no_BRCA1,classified,6,54,476,29,ok,0.5370370370370371,1.0,256.1666666666667
avi_splice_site_usage,s3_10,fitted moderate,0.6787109375,no_BRCA1,recorded_unclassified,6,138,312,100,ok,0.6376811594202898,0.9615384615384616,16.579710144927535
avi_splice_site_usage,s3_10,fitted moderate,0.6787109375,no_BRCA1,unrecorded,6,274,1331,176,ok,0.5036496350364964,0.97145003756574,17.64099116404149
avi_splice_site_usage,s11_50,fitted moderate,0.25390625,all_genes,all,6,225,4312,134,ok,0.3288888888888889,0.9860853432282004,23.63614814814815
avi_splice_site_usage,s11_50,fitted moderate,0.25390625,all_genes,classified,6,32,704,11,ok,0.15625,0.9914772727272727,18.333333333333336
avi_splice_site_usage,s11_50,fitted moderate,0.25390625,all_genes,recorded_unclassified,5,19,292,22,ok,0.631578947368421,0.9657534246575342,18.442105263157895
avi_splice_site_usage,s11_50,fitted moderate,0.25390625,all_genes,unrecorded,5,174,3316,101,ok,0.3275862068965517,0.9867310012062727,24.68808777429467
avi_splice_site_usage,s11_50,fitted moderate,0.25390625,no_BRCA1,all,5,222,3970,127,ok,0.32432432432432434,0.9861460957178841,23.41031941031941
avi_splice_site_usage,s11_50,fitted moderate,0.25390625,no_BRCA1,classified,5,32,608,11,ok,0.15625,0.9901315789473685,15.833333333333334
avi_splice_site_usage,s11_50,fitted moderate,0.25390625,no_BRCA1,recorded_unclassified,4,16,46,15,ok,0.625,0.8913043478260869,5.75
avi_splice_site_usage,s11_50,fitted moderate,0.25390625,no_BRCA1,unrecorded,5,174,3316,101,ok,0.3275862068965517,0.9867310012062727,24.68808777429467
avi_splice_site_usage,s3_50,fitted moderate,0.484375,all_genes,all,7,795,6817,547,ok,0.5408805031446541,0.982837025084348,31.514379401171855
avi_splice_site_usage,s3_50,fitted moderate,0.484375,all_genes,classified,7,127,1282,77,ok,0.5826771653543307,0.9976599063962559,248.99737532808396
avi_splice_site_usage,s3_50,fitted moderate,0.484375,all_genes,recorded_unclassified,7,220,888,188,ok,0.7045454545454546,0.9628378378378378,18.958677685950413
avi_splice_site_usage,s3_50,fitted moderate,0.484375,all_genes,unrecorded,6,448,4647,282,ok,0.4486607142857143,0.9825693996126533,25.739831349206348
avi_splice_site_usage,s3_50,fitted moderate,0.484375,no_BRCA1,all,6,688,6089,446,ok,0.49273255813953487,0.9824273279684678,28.039706042164745
avi_splice_site_usage,s3_50,fitted moderate,0.484375,no_BRCA1,classified,6,86,1084,38,ok,0.4186046511627907,0.9981549815498155,226.88372093023258
avi_splice_site_usage,s3_50,fitted moderate,0.484375,no_BRCA1,recorded_unclassified,6,154,358,126,ok,0.6623376623376623,0.9329608938547486,9.87987012987013
avi_splice_site_usage,s3_50,fitted moderate,0.484375,no_BRCA1,unrecorded,6,448,4647,282,ok,0.4486607142857143,0.9825693996126533,25.739831349206348
avi_splice_junctions,s3_10,fitted moderate,5.41796875,all_genes,all,7,570,2505,272,ok,0.4070175438596491,0.9840319361277445,25.489473684210527
avi_splice_junctions,s3_10,fitted moderate,5.41796875,all_genes,classified,7,95,578,48,ok,0.49473684210526314,0.9982698961937716,285.9578947368421
avi_splice_junctions,s3_10,fitted moderate,5.41796875,all_genes,recorded_unclassified,7,201,596,103,ok,0.4577114427860697,0.9815436241610739,24.7996381727725
avi_splice_junctions,s3_10,fitted moderate,5.41796875,all_genes,unrecorded,6,274,1331,121,ok,0.33941605839416056,0.9789631855747558,16.134384775808133
avi_splice_junctions,s3_10,fitted moderate,5.41796875,no_BRCA1,all,6,466,2119,218,ok,0.3905579399141631,0.9830108541764984,22.98867429661421
avi_splice_junctions,s3_10,fitted moderate,5.41796875,no_BRCA1,classified,6,54,476,23,ok,0.42592592592592593,1.0,203.16666666666666
avi_splice_junctions,s3_10,fitted moderate,5.41796875,no_BRCA1,recorded_unclassified,6,138,312,74,ok,0.4782608695652174,0.9743589743589743,18.65217391304348
avi_splice_junctions,s3_10,fitted moderate,5.41796875,no_BRCA1,unrecorded,6,274,1331,121,ok,0.33941605839416056,0.9789631855747558,16.134384775808133
avi_splice_junctions,s11_50,fitted moderate,4.44140625,all_genes,all,6,225,4312,57,ok,0.1688888888888889,0.9955936920222634,38.32888888888889
avi_splice_junctions,s11_50,fitted moderate,4.44140625,all_genes,classified,6,32,704,5,ok,0.125,0.9985795454545454,
avi_splice_junctions,s11_50,fitted moderate,4.44140625,all_genes,recorded_unclassified,5,19,292,14,ok,0.3157894736842105,0.9726027397260274,11.526315789473685
avi_splice_junctions,s11_50,fitted moderate,4.44140625,all_genes,unrecorded,5,174,3316,38,ok,0.16091954022988506,0.996984318455971,53.36091954022989
avi_splice_junctions,s11_50,fitted moderate,4.44140625,no_BRCA1,all,5,222,3970,51,ok,0.16666666666666666,0.9964735516372796,47.26190476190476
avi_splice_junctions,s11_50,fitted moderate,4.44140625,no_BRCA1,classified,5,32,608,5,ok,0.125,0.9983552631578947,
avi_splice_junctions,s11_50,fitted moderate,4.44140625,no_BRCA1,recorded_unclassified,4,16,46,8,ok,0.3125,0.9347826086956522,
avi_splice_junctions,s11_50,fitted moderate,4.44140625,no_BRCA1,unrecorded,5,174,3316,38,ok,0.16091954022988506,0.996984318455971,53.36091954022989
avi_splice_junctions,s3_50,fitted moderate,3.857421875,all_genes,all,7,795,6817,528,ok,0.4930817610062893,0.9800498753117207,24.715723270440254
avi_splice_junctions,s3_50,fitted moderate,3.857421875,all_genes,classified,7,127,1282,78,ok,0.5511811023622047,0.9937597503900156,88.3267716535433
avi_splice_junctions,s3_50,fitted moderate,3.857421875,all_genes,recorded_unclassified,7,220,888,188,ok,0.6454545454545455,0.9481981981981982,12.460079051383401
avi_splice_junctions,s3_50,fitted moderate,3.857421875,all_genes,unrecorded,6,448,4647,262,ok,0.4017857142857143,0.9823542070152786,22.76949041811847
avi_splice_junctions,s3_50,fitted moderate,3.857421875,no_BRCA1,all,6,688,6089,429,ok,0.45348837209302323,0.9807850221711283,23.600775193798448
avi_splice_junctions,s3_50,fitted moderate,3.857421875,no_BRCA1,classified,6,86,1084,41,ok,0.4069767441860465,0.9944649446494465,73.52713178294574
avi_splice_junctions,s3_50,fitted moderate,3.857421875,no_BRCA1,recorded_unclassified,6,154,358,126,ok,0.6298701298701299,0.9189944134078212,7.7756381549485
avi_splice_junctions,s3_50,fitted moderate,3.857421875,no_BRCA1,unrecorded,6,448,4647,262,ok,0.4017857142857143,0.9823542070152786,22.76949041811847
