tool,stratum,tier,path_cut_lr,n_genes,k,training_genes,training_n_damaging,training_n_normal,seed_key,fit_status,threshold,tier_reached,heldout_gene,heldout_n_damaging,heldout_n_normal,heldout_n_in_band,heldout_n_damaging_in_band,heldout_n_normal_in_band,heldout_lr,evaluable,cleared_cut,not_evaluable_reason
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;PALB2,257,1103,subset,fitted,0.46880778670310974,True,BAP1,146,591,77,55,22,10.11986301369863,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;PALB2,257,1103,subset,fitted,0.46880778670310974,True,BRCA2,69,460,61,46,15,20.444444444444443,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;PALB2,257,1103,subset,fitted,0.46880778670310974,True,RAD51C,88,291,80,62,18,11.390151515151516,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;PALB2,257,1103,subset,fitted,0.46880778670310974,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;PALB2,257,1103,subset,fitted,0.7339980602264404,True,BAP1,146,591,23,20,3,26.986301369863014,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;PALB2,257,1103,subset,fitted,0.7339980602264404,True,BRCA2,69,460,33,29,4,48.33333333333333,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;PALB2,257,1103,subset,fitted,0.7339980602264404,True,RAD51C,88,291,42,37,5,24.470454545454544,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;PALB2,257,1103,subset,fitted,0.7339980602264404,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;RAD51C,258,1070,subset,fitted,0.5479442477226257,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;RAD51C,258,1070,subset,fitted,0.5479442477226257,True,BRCA2,69,460,54,42,12,23.333333333333336,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;RAD51C,258,1070,subset,fitted,0.5479442477226257,True,PALB2,87,324,49,38,11,12.865203761755486,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;RAD51C,258,1070,subset,fitted,0.5479442477226257,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;RAD51C,258,1070,subset,fitted,0.7238243222236633,True,BAP1,146,591,25,22,3,29.684931506849317,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;RAD51C,258,1070,subset,fitted,0.7238243222236633,True,BRCA2,69,460,35,31,4,51.666666666666664,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;RAD51C,258,1070,subset,fitted,0.7238243222236633,True,PALB2,87,324,19,18,1,67.0344827586207,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;RAD51C,258,1070,subset,fitted,0.7238243222236633,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;VHL,180,839,subset,fitted,0.5611234307289124,True,BAP1,146,591,64,49,15,13.223287671232876,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;VHL,180,839,subset,fitted,0.5611234307289124,True,BRCA2,69,460,53,41,12,22.77777777777778,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;VHL,180,839,subset,fitted,0.5611234307289124,True,PALB2,87,324,49,38,11,12.865203761755486,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA1;VHL,180,839,subset,fitted,0.5611234307289124,True,RAD51C,88,291,69,56,13,14.244755244755245,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;VHL,180,839,subset,fitted,0.7064163088798523,True,BAP1,146,591,27,24,3,32.38356164383562,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;VHL,180,839,subset,fitted,0.7064163088798523,True,BRCA2,69,460,37,33,4,55.0,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;VHL,180,839,subset,fitted,0.7064163088798523,True,PALB2,87,324,20,19,1,70.75862068965517,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA1;VHL,180,839,subset,fitted,0.7064163088798523,True,RAD51C,88,291,46,41,5,27.11590909090909,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;PALB2,222,1177,subset,fitted,0.5559492111206055,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;PALB2,222,1177,subset,fitted,0.5559492111206055,True,BRCA1,104,386,72,66,6,40.82692307692307,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;PALB2,222,1177,subset,fitted,0.5559492111206055,True,RAD51C,88,291,69,56,13,14.244755244755245,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;PALB2,222,1177,subset,fitted,0.5559492111206055,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;PALB2,222,1177,subset,fitted,0.7343586087226868,True,BAP1,146,591,23,20,3,26.986301369863014,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;PALB2,222,1177,subset,fitted,0.7343586087226868,True,BRCA1,104,386,47,46,1,170.73076923076923,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;PALB2,222,1177,subset,fitted,0.7343586087226868,True,RAD51C,88,291,42,37,5,24.470454545454544,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;PALB2,222,1177,subset,fitted,0.7343586087226868,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;RAD51C,223,1144,subset,fitted,0.541867733001709,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;RAD51C,223,1144,subset,fitted,0.541867733001709,True,BRCA1,104,386,73,67,6,41.445512820512825,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;RAD51C,223,1144,subset,fitted,0.541867733001709,True,PALB2,87,324,49,38,11,12.865203761755486,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;RAD51C,223,1144,subset,fitted,0.541867733001709,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;RAD51C,223,1144,subset,fitted,0.7297706007957458,True,BAP1,146,591,24,21,3,28.335616438356166,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;RAD51C,223,1144,subset,fitted,0.7297706007957458,True,BRCA1,104,386,48,47,1,174.44230769230768,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;RAD51C,223,1144,subset,fitted,0.7297706007957458,True,PALB2,87,324,19,18,1,67.0344827586207,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;RAD51C,223,1144,subset,fitted,0.7297706007957458,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;VHL,145,913,subset,fitted,0.5411291122436523,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;VHL,145,913,subset,fitted,0.5411291122436523,True,BRCA1,104,386,73,67,6,41.445512820512825,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;VHL,145,913,subset,fitted,0.5411291122436523,True,PALB2,87,324,49,38,11,12.865203761755486,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;BRCA2;VHL,145,913,subset,fitted,0.5411291122436523,True,RAD51C,88,291,73,57,16,11.780539772727273,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;VHL,145,913,subset,fitted,0.6768243908882141,True,BAP1,146,591,35,31,4,31.371575342465754,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;VHL,145,913,subset,fitted,0.6768243908882141,True,BRCA1,104,386,53,52,1,193.0,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;VHL,145,913,subset,fitted,0.6768243908882141,True,PALB2,87,324,26,25,1,93.10344827586206,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;BRCA2;VHL,145,913,subset,fitted,0.6768243908882141,True,RAD51C,88,291,47,42,5,27.777272727272727,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;PALB2;RAD51C,241,1008,subset,fitted,0.55118328332901,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;PALB2;RAD51C,241,1008,subset,fitted,0.55118328332901,True,BRCA1,104,386,72,66,6,40.82692307692307,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;PALB2;RAD51C,241,1008,subset,fitted,0.55118328332901,True,BRCA2,69,460,54,42,12,23.333333333333336,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;PALB2;RAD51C,241,1008,subset,fitted,0.55118328332901,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BARD1;PALB2;RAD51C,241,1008,subset,fitted,0.7367663979530334,True,BAP1,146,591,23,20,3,26.986301369863014,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;PALB2;RAD51C,241,1008,subset,fitted,0.7367663979530334,True,BRCA1,104,386,46,45,1,167.01923076923077,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;PALB2;RAD51C,241,1008,subset,fitted,0.7367663979530334,True,BRCA2,69,460,33,29,4,48.33333333333333,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;PALB2;RAD51C,241,1008,subset,fitted,0.7367663979530334,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BARD1;PALB2;VHL,163,777,subset,fitted,0.5611234307289124,True,BAP1,146,591,64,49,15,13.223287671232876,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;PALB2;VHL,163,777,subset,fitted,0.5611234307289124,True,BRCA1,104,386,72,66,6,40.82692307692307,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;PALB2;VHL,163,777,subset,fitted,0.5611234307289124,True,BRCA2,69,460,53,41,12,22.77777777777778,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;PALB2;VHL,163,777,subset,fitted,0.5611234307289124,True,RAD51C,88,291,69,56,13,14.244755244755245,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;PALB2;VHL,163,777,subset,fitted,0.7547727227210999,True,BAP1,146,591,21,18,3,24.28767123287671,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;PALB2;VHL,163,777,subset,fitted,0.7547727227210999,True,BRCA1,104,386,41,40,1,148.46153846153845,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;PALB2;VHL,163,777,subset,fitted,0.7547727227210999,True,BRCA2,69,460,27,23,4,38.33333333333333,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;PALB2;VHL,163,777,subset,fitted,0.7547727227210999,True,RAD51C,88,291,34,30,4,24.801136363636363,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;RAD51C;VHL,164,744,subset,fitted,0.55118328332901,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;RAD51C;VHL,164,744,subset,fitted,0.55118328332901,True,BRCA1,104,386,72,66,6,40.82692307692307,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;RAD51C;VHL,164,744,subset,fitted,0.55118328332901,True,BRCA2,69,460,54,42,12,23.333333333333336,True,True,
pangolin,s3_10,moderate,4.33,7,3,BARD1;RAD51C;VHL,164,744,subset,fitted,0.55118328332901,True,PALB2,87,324,49,38,11,12.865203761755486,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;RAD51C;VHL,164,744,subset,fitted,0.7448997497558594,True,BAP1,146,591,22,19,3,25.636986301369863,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;RAD51C;VHL,164,744,subset,fitted,0.7448997497558594,True,BRCA1,104,386,43,42,1,155.8846153846154,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;RAD51C;VHL,164,744,subset,fitted,0.7448997497558594,True,BRCA2,69,460,30,26,4,43.333333333333336,True,True,
pangolin,s3_10,strong,18.7,7,3,BARD1;RAD51C;VHL,164,744,subset,fitted,0.7448997497558594,True,PALB2,87,324,16,16,0,59.770114942528735,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;PALB2,260,1170,subset,fitted,0.4380401074886322,True,BAP1,146,591,82,57,25,9.22931506849315,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;PALB2,260,1170,subset,fitted,0.4380401074886322,True,BARD1,66,393,75,56,19,17.550239234449762,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;PALB2,260,1170,subset,fitted,0.4380401074886322,True,RAD51C,88,291,84,63,21,9.920454545454547,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;PALB2,260,1170,subset,fitted,0.4380401074886322,True,VHL,10,60,9,7,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;PALB2,260,1170,subset,fitted,0.7190394401550293,True,BAP1,146,591,25,22,3,29.684931506849317,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;PALB2,260,1170,subset,fitted,0.7190394401550293,True,BARD1,66,393,45,41,4,61.03409090909091,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;PALB2,260,1170,subset,fitted,0.7190394401550293,True,RAD51C,88,291,45,40,5,26.454545454545453,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;PALB2,260,1170,subset,fitted,0.7190394401550293,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;RAD51C,261,1137,subset,fitted,0.47696587443351746,True,BAP1,146,591,75,55,20,11.131849315068493,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;RAD51C,261,1137,subset,fitted,0.47696587443351746,True,BARD1,66,393,72,56,16,20.84090909090909,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;RAD51C,261,1137,subset,fitted,0.47696587443351746,True,PALB2,87,324,68,52,16,12.103448275862071,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;RAD51C,261,1137,subset,fitted,0.47696587443351746,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;RAD51C,261,1137,subset,fitted,0.7210018038749695,True,BAP1,146,591,25,22,3,29.684931506849317,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;RAD51C,261,1137,subset,fitted,0.7210018038749695,True,BARD1,66,393,45,41,4,61.03409090909091,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;RAD51C,261,1137,subset,fitted,0.7210018038749695,True,PALB2,87,324,19,18,1,67.0344827586207,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;RAD51C,261,1137,subset,fitted,0.7210018038749695,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;VHL,183,906,subset,fitted,0.4692307412624359,True,BAP1,146,591,77,55,22,10.11986301369863,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;VHL,183,906,subset,fitted,0.4692307412624359,True,BARD1,66,393,73,56,17,19.614973262032088,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;VHL,183,906,subset,fitted,0.4692307412624359,True,PALB2,87,324,68,52,16,12.103448275862071,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;BRCA2;VHL,183,906,subset,fitted,0.4692307412624359,True,RAD51C,88,291,80,62,18,11.390151515151516,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;VHL,183,906,subset,fitted,0.6475542187690735,True,BAP1,146,591,41,34,7,19.661448140900195,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;VHL,183,906,subset,fitted,0.6475542187690735,True,BARD1,66,393,52,46,6,45.651515151515156,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;VHL,183,906,subset,fitted,0.6475542187690735,True,PALB2,87,324,30,28,2,52.13793103448276,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;BRCA2;VHL,183,906,subset,fitted,0.6475542187690735,True,RAD51C,88,291,49,44,5,29.099999999999998,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;PALB2;RAD51C,279,1001,subset,fitted,0.4513181746006012,True,BAP1,146,591,82,57,25,9.22931506849315,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;PALB2;RAD51C,279,1001,subset,fitted,0.4513181746006012,True,BARD1,66,393,74,56,18,18.525252525252526,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;PALB2;RAD51C,279,1001,subset,fitted,0.4513181746006012,True,BRCA2,69,460,63,46,17,18.03921568627451,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;PALB2;RAD51C,279,1001,subset,fitted,0.4513181746006012,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BRCA1;PALB2;RAD51C,279,1001,subset,fitted,0.7307485938072205,True,BAP1,146,591,24,21,3,28.335616438356166,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;PALB2;RAD51C,279,1001,subset,fitted,0.7307485938072205,True,BARD1,66,393,44,40,4,59.54545454545454,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;PALB2;RAD51C,279,1001,subset,fitted,0.7307485938072205,True,BRCA2,69,460,33,29,4,48.33333333333333,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;PALB2;RAD51C,279,1001,subset,fitted,0.7307485938072205,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BRCA1;PALB2;VHL,201,770,subset,fitted,0.45449748635292053,True,BAP1,146,591,82,57,25,9.22931506849315,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;PALB2;VHL,201,770,subset,fitted,0.45449748635292053,True,BARD1,66,393,74,56,18,18.525252525252526,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;PALB2;VHL,201,770,subset,fitted,0.45449748635292053,True,BRCA2,69,460,63,46,17,18.03921568627451,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;PALB2;VHL,201,770,subset,fitted,0.45449748635292053,True,RAD51C,88,291,81,62,19,10.79066985645933,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;PALB2;VHL,201,770,subset,fitted,0.7594401240348816,True,BAP1,146,591,21,18,3,24.28767123287671,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;PALB2;VHL,201,770,subset,fitted,0.7594401240348816,True,BARD1,66,393,42,38,4,56.56818181818182,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;PALB2;VHL,201,770,subset,fitted,0.7594401240348816,True,BRCA2,69,460,24,20,4,33.333333333333336,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;PALB2;VHL,201,770,subset,fitted,0.7594401240348816,True,RAD51C,88,291,34,30,4,24.801136363636363,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;RAD51C;VHL,202,737,subset,fitted,0.547325074672699,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;RAD51C;VHL,202,737,subset,fitted,0.547325074672699,True,BARD1,66,393,64,54,10,32.154545454545456,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;RAD51C;VHL,202,737,subset,fitted,0.547325074672699,True,BRCA2,69,460,54,42,12,23.333333333333336,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA1;RAD51C;VHL,202,737,subset,fitted,0.547325074672699,True,PALB2,87,324,49,38,11,12.865203761755486,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;RAD51C;VHL,202,737,subset,fitted,0.7332198023796082,True,BAP1,146,591,24,21,3,28.335616438356166,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;RAD51C;VHL,202,737,subset,fitted,0.7332198023796082,True,BARD1,66,393,44,40,4,59.54545454545454,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;RAD51C;VHL,202,737,subset,fitted,0.7332198023796082,True,BRCA2,69,460,33,29,4,48.33333333333333,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA1;RAD51C;VHL,202,737,subset,fitted,0.7332198023796082,True,PALB2,87,324,19,18,1,67.0344827586207,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;PALB2;RAD51C,244,1075,subset,fitted,0.47696587443351746,True,BAP1,146,591,75,55,20,11.131849315068493,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;PALB2;RAD51C,244,1075,subset,fitted,0.47696587443351746,True,BARD1,66,393,72,56,16,20.84090909090909,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;PALB2;RAD51C,244,1075,subset,fitted,0.47696587443351746,True,BRCA1,104,386,95,83,12,25.67147435897436,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;PALB2;RAD51C,244,1075,subset,fitted,0.47696587443351746,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,3,BRCA2;PALB2;RAD51C,244,1075,subset,fitted,0.734858512878418,True,BAP1,146,591,23,20,3,26.986301369863014,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA2;PALB2;RAD51C,244,1075,subset,fitted,0.734858512878418,True,BARD1,66,393,44,40,4,59.54545454545454,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA2;PALB2;RAD51C,244,1075,subset,fitted,0.734858512878418,True,BRCA1,104,386,47,46,1,170.73076923076923,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA2;PALB2;RAD51C,244,1075,subset,fitted,0.734858512878418,True,VHL,10,60,3,3,0,,False,,fewer than 10 variants in the band
pangolin,s3_10,moderate,4.33,7,3,BRCA2;PALB2;VHL,166,844,subset,fitted,0.4890173375606537,True,BAP1,146,591,73,55,18,12.368721461187214,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;PALB2;VHL,166,844,subset,fitted,0.4890173375606537,True,BARD1,66,393,72,56,16,20.84090909090909,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;PALB2;VHL,166,844,subset,fitted,0.4890173375606537,True,BRCA1,104,386,90,80,10,29.692307692307697,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;PALB2;VHL,166,844,subset,fitted,0.4890173375606537,True,RAD51C,88,291,78,61,17,11.865641711229948,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA2;PALB2;VHL,166,844,subset,fitted,,False,BAP1,146,591,,,,,False,,tier not reached on the training genes
pangolin,s3_10,strong,18.7,7,3,BRCA2;PALB2;VHL,166,844,subset,fitted,,False,BARD1,66,393,,,,,False,,tier not reached on the training genes
pangolin,s3_10,strong,18.7,7,3,BRCA2;PALB2;VHL,166,844,subset,fitted,,False,BRCA1,104,386,,,,,False,,tier not reached on the training genes
pangolin,s3_10,strong,18.7,7,3,BRCA2;PALB2;VHL,166,844,subset,fitted,,False,RAD51C,88,291,,,,,False,,tier not reached on the training genes
pangolin,s3_10,moderate,4.33,7,3,BRCA2;RAD51C;VHL,167,811,subset,fitted,0.55118328332901,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;RAD51C;VHL,167,811,subset,fitted,0.55118328332901,True,BARD1,66,393,64,54,10,32.154545454545456,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;RAD51C;VHL,167,811,subset,fitted,0.55118328332901,True,BRCA1,104,386,72,66,6,40.82692307692307,True,True,
pangolin,s3_10,moderate,4.33,7,3,BRCA2;RAD51C;VHL,167,811,subset,fitted,0.55118328332901,True,PALB2,87,324,49,38,11,12.865203761755486,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA2;RAD51C;VHL,167,811,subset,fitted,0.7497567534446716,True,BAP1,146,591,21,18,3,24.28767123287671,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA2;RAD51C;VHL,167,811,subset,fitted,0.7497567534446716,True,BARD1,66,393,43,39,4,58.05681818181818,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA2;RAD51C;VHL,167,811,subset,fitted,0.7497567534446716,True,BRCA1,104,386,41,40,1,148.46153846153845,True,True,
pangolin,s3_10,strong,18.7,7,3,BRCA2;RAD51C;VHL,167,811,subset,fitted,0.7497567534446716,True,PALB2,87,324,14,14,0,52.298850574712645,True,True,
pangolin,s3_10,moderate,4.33,7,3,PALB2;RAD51C;VHL,185,675,subset,fitted,0.5479442477226257,True,BAP1,146,591,65,50,15,13.493150684931507,True,True,
pangolin,s3_10,moderate,4.33,7,3,PALB2;RAD51C;VHL,185,675,subset,fitted,0.5479442477226257,True,BARD1,66,393,64,54,10,32.154545454545456,True,True,
pangolin,s3_10,moderate,4.33,7,3,PALB2;RAD51C;VHL,185,675,subset,fitted,0.5479442477226257,True,BRCA1,104,386,72,66,6,40.82692307692307,True,True,
pangolin,s3_10,moderate,4.33,7,3,PALB2;RAD51C;VHL,185,675,subset,fitted,0.5479442477226257,True,BRCA2,69,460,54,42,12,23.333333333333336,True,True,
pangolin,s3_10,strong,18.7,7,3,PALB2;RAD51C;VHL,185,675,subset,fitted,,False,BAP1,146,591,,,,,False,,tier not reached on the training genes
pangolin,s3_10,strong,18.7,7,3,PALB2;RAD51C;VHL,185,675,subset,fitted,,False,BARD1,66,393,,,,,False,,tier not reached on the training genes
pangolin,s3_10,strong,18.7,7,3,PALB2;RAD51C;VHL,185,675,subset,fitted,,False,BRCA1,104,386,,,,,False,,tier not reached on the training genes
pangolin,s3_10,strong,18.7,7,3,PALB2;RAD51C;VHL,185,675,subset,fitted,,False,BRCA2,69,460,,,,,False,,tier not reached on the training genes
pangolin,s3_10,moderate,4.33,7,4,BAP1;BARD1;BRCA1;BRCA2,385,1830,subset,fitted,0.5559492111206055,True,PALB2,87,324,49,38,11,12.865203761755486,True,True,
pangolin,s3_10,moderate,4.33,7,4,BAP1;BARD1;BRCA1;BRCA2,385,1830,subset,fitted,0.5559492111206055,True,RAD51C,88,291,69,56,13,14.244755244755245,True,True,
pangolin,s3_10,moderate,4.33,7,4,BAP1;BARD1;BRCA1;BRCA2,385,1830,subset,fitted,0.5559492111206055,True,VHL,10,60,8,6,2,,False,,fewer than 10 variants in the band
pangolin,s3_10,strong,18.7,7,4,BAP1;BARD1;BRCA1;BRCA2,385,1830,subset,fitted,0.7118325233459473,True,PALB2,87,324,20,19,1,70.75862068965517,True,True,
