tool,stratum,tier,path_cut_lr,n_genes,k,training_genes,training_n_damaging,training_n_normal,seed_key,fit_status,threshold,tier_reached,heldout_gene,heldout_n_damaging,heldout_n_normal,heldout_n_in_band,heldout_n_damaging_in_band,heldout_n_normal_in_band,heldout_lr,evaluable,cleared_cut,not_evaluable_reason
pangolin,s3_50,strong,18.7,7,5,BAP1;BRCA1;PALB2;RAD51C;VHL,639,4550,subset,fitted,0.6762946248054504,True,BRCA2,69,460,43,37,6,41.111111111111114,True,True,
pangolin,s3_50,moderate,4.33,7,5,BAP1;BRCA2;PALB2;RAD51C;VHL,601,4282,subset,fitted,0.4359506666660309,True,BARD1,87,1807,93,70,23,63.213393303348326,True,True,
pangolin,s3_50,moderate,4.33,7,5,BAP1;BRCA2;PALB2;RAD51C;VHL,601,4282,subset,fitted,0.4359506666660309,True,BRCA1,107,728,108,93,15,42.183177570093456,True,True,
pangolin,s3_50,strong,18.7,7,5,BAP1;BRCA2;PALB2;RAD51C;VHL,601,4282,subset,fitted,0.6784744262695312,True,BARD1,87,1807,63,57,6,197.31609195402297,True,True,
pangolin,s3_50,strong,18.7,7,5,BAP1;BRCA2;PALB2;RAD51C;VHL,601,4282,subset,fitted,0.6784744262695312,True,BRCA1,107,728,55,53,2,180.29906542056074,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA1;BRCA2;PALB2;RAD51C,489,4788,subset,fitted,0.4359506666660309,True,BAP1,283,1907,117,82,35,15.787380111055022,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA1;BRCA2;PALB2;RAD51C,489,4788,subset,fitted,0.4359506666660309,True,VHL,23,122,13,11,2,29.17391304347826,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA1;BRCA2;PALB2;RAD51C,489,4788,subset,fitted,0.6784744262695312,True,BAP1,283,1907,44,39,5,52.56042402826856,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA1;BRCA2;PALB2;RAD51C,489,4788,subset,fitted,0.6784744262695312,True,VHL,23,122,7,7,0,,False,,fewer than 10 variants in the band
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA1;BRCA2;PALB2;VHL,388,3890,subset,fitted,0.46691465377807617,True,BAP1,283,1907,110,78,32,16.425132508833922,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA1;BRCA2;PALB2;VHL,388,3890,subset,fitted,0.46691465377807617,True,RAD51C,124,1020,94,71,23,25.39270687237027,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA1;BRCA2;PALB2;VHL,388,3890,subset,fitted,0.6757750511169434,True,BAP1,283,1907,46,40,6,44.92343934040047,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA1;BRCA2;PALB2;VHL,388,3890,subset,fitted,0.6757750511169434,True,RAD51C,124,1020,53,47,6,64.43548387096774,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA1;BRCA2;RAD51C;VHL,410,4137,subset,fitted,0.46562209725379944,True,BAP1,283,1907,110,78,32,16.425132508833922,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA1;BRCA2;RAD51C;VHL,410,4137,subset,fitted,0.46562209725379944,True,PALB2,102,773,74,56,18,23.577342047930284,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA1;BRCA2;RAD51C;VHL,410,4137,subset,fitted,0.6720781326293945,True,BAP1,283,1907,46,40,6,44.92343934040047,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA1;BRCA2;RAD51C;VHL,410,4137,subset,fitted,0.6720781326293945,True,PALB2,102,773,31,30,1,227.35294117647058,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA1;PALB2;RAD51C;VHL,443,4450,subset,fitted,0.4096791446208954,True,BAP1,283,1907,125,88,37,16.026740521440168,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA1;PALB2;RAD51C;VHL,443,4450,subset,fitted,0.4096791446208954,True,BRCA2,69,460,65,47,18,17.40740740740741,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA1;PALB2;RAD51C;VHL,443,4450,subset,fitted,0.6740013957023621,True,BAP1,283,1907,46,40,6,44.92343934040047,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA1;PALB2;RAD51C;VHL,443,4450,subset,fitted,0.6740013957023621,True,BRCA2,69,460,43,37,6,41.111111111111114,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA2;PALB2;RAD51C;VHL,405,4182,subset,fitted,0.46810483932495117,True,BAP1,283,1907,110,78,32,16.425132508833922,True,True,
pangolin,s3_50,moderate,4.33,7,5,BARD1;BRCA2;PALB2;RAD51C;VHL,405,4182,subset,fitted,0.46810483932495117,True,BRCA1,107,728,100,87,13,45.532710280373834,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA2;PALB2;RAD51C;VHL,405,4182,subset,fitted,0.6768243908882141,True,BAP1,283,1907,45,40,5,53.908127208480565,True,True,
pangolin,s3_50,strong,18.7,7,5,BARD1;BRCA2;PALB2;RAD51C;VHL,405,4182,subset,fitted,0.6768243908882141,True,BRCA1,107,728,55,53,2,180.29906542056074,True,True,
pangolin,s3_50,moderate,4.33,7,5,BRCA1;BRCA2;PALB2;RAD51C;VHL,425,3103,subset,fitted,0.4196021258831024,True,BAP1,283,1907,123,87,36,16.28474676089517,True,True,
pangolin,s3_50,moderate,4.33,7,5,BRCA1;BRCA2;PALB2;RAD51C;VHL,425,3103,subset,fitted,0.4196021258831024,True,BARD1,87,1807,98,70,28,51.92528735632184,True,True,
pangolin,s3_50,strong,18.7,7,5,BRCA1;BRCA2;PALB2;RAD51C;VHL,425,3103,subset,fitted,0.6745104789733887,True,BAP1,283,1907,46,40,6,44.92343934040047,True,True,
pangolin,s3_50,strong,18.7,7,5,BRCA1;BRCA2;PALB2;RAD51C;VHL,425,3103,subset,fitted,0.6745104789733887,True,BARD1,87,1807,63,57,6,197.31609195402297,True,True,
pangolin,s3_50,moderate,4.33,7,6,BAP1;BARD1;BRCA1;BRCA2;PALB2;RAD51C,772,6695,logo,fitted,0.42059406638145447,True,VHL,23,122,13,11,2,29.17391304347826,True,True,
pangolin,s3_50,strong,18.7,7,6,BAP1;BARD1;BRCA1;BRCA2;PALB2;RAD51C,772,6695,logo,fitted,0.6828820109367371,True,VHL,23,122,7,7,0,,False,,fewer than 10 variants in the band
pangolin,s3_50,moderate,4.33,7,6,BAP1;BARD1;BRCA1;BRCA2;PALB2;VHL,671,5797,logo,fitted,0.4304703176021576,True,RAD51C,124,1020,102,75,27,22.8494623655914,True,True,
pangolin,s3_50,strong,18.7,7,6,BAP1;BARD1;BRCA1;BRCA2;PALB2;VHL,671,5797,logo,fitted,0.6670093536376953,True,RAD51C,124,1020,54,48,6,65.80645161290323,True,True,
pangolin,s3_50,moderate,4.33,7,6,BAP1;BARD1;BRCA1;BRCA2;RAD51C;VHL,693,6044,logo,fitted,0.4304703176021576,True,PALB2,102,773,78,58,20,21.977450980392156,True,True,
pangolin,s3_50,strong,18.7,7,6,BAP1;BARD1;BRCA1;BRCA2;RAD51C;VHL,693,6044,logo,fitted,0.6740013957023621,True,PALB2,102,773,31,30,1,227.35294117647058,True,True,
pangolin,s3_50,moderate,4.33,7,6,BAP1;BARD1;BRCA1;PALB2;RAD51C;VHL,726,6357,logo,fitted,0.4071638584136963,True,BRCA2,69,460,65,47,18,17.40740740740741,True,True,
pangolin,s3_50,strong,18.7,7,6,BAP1;BARD1;BRCA1;PALB2;RAD51C;VHL,726,6357,logo,fitted,0.6691827774047852,True,BRCA2,69,460,43,37,6,41.111111111111114,True,True,
pangolin,s3_50,moderate,4.33,7,6,BAP1;BARD1;BRCA2;PALB2;RAD51C;VHL,688,6089,logo,fitted,0.4359506666660309,True,BRCA1,107,728,108,93,15,42.183177570093456,True,True,
pangolin,s3_50,strong,18.7,7,6,BAP1;BARD1;BRCA2;PALB2;RAD51C;VHL,688,6089,logo,fitted,0.6837670207023621,True,BRCA1,107,728,55,53,2,180.29906542056074,True,True,
pangolin,s3_50,moderate,4.33,7,6,BAP1;BRCA1;BRCA2;PALB2;RAD51C;VHL,708,5010,logo,fitted,0.41063788533210754,True,BARD1,87,1807,98,70,28,51.92528735632184,True,True,
pangolin,s3_50,strong,18.7,7,6,BAP1;BRCA1;BRCA2;PALB2;RAD51C;VHL,708,5010,logo,fitted,0.6848793029785156,True,BARD1,87,1807,61,55,6,190.3927203065134,True,True,
pangolin,s3_50,moderate,4.33,7,6,BARD1;BRCA1;BRCA2;PALB2;RAD51C;VHL,512,4910,logo,fitted,0.4281759262084961,True,BAP1,283,1907,121,86,35,16.557496214033314,True,True,
pangolin,s3_50,strong,18.7,7,6,BARD1;BRCA1;BRCA2;PALB2;RAD51C;VHL,512,4910,logo,fitted,0.6720130443572998,True,BAP1,283,1907,46,40,6,44.92343934040047,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BARD1,212,984,subset,fitted,2.199432396888733,True,BRCA1,104,386,96,86,10,31.91923076923077,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BARD1,212,984,subset,fitted,2.199432396888733,True,BRCA2,69,460,56,44,12,24.444444444444443,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BARD1,212,984,subset,fitted,2.199432396888733,True,PALB2,87,324,60,50,10,18.620689655172413,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BARD1,212,984,subset,fitted,2.199432396888733,True,RAD51C,88,291,71,58,13,14.753496503496503,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BARD1,212,984,subset,fitted,2.199432396888733,True,VHL,10,60,9,8,1,,False,,fewer than 10 variants in the band
alphagenome,s3_10,strong,18.7,7,2,BAP1;BARD1,212,984,subset,fitted,,False,BRCA1,104,386,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BARD1,212,984,subset,fitted,,False,BRCA2,69,460,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BARD1,212,984,subset,fitted,,False,PALB2,87,324,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BARD1,212,984,subset,fitted,,False,RAD51C,88,291,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BARD1,212,984,subset,fitted,,False,VHL,10,60,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA1,250,977,subset,fitted,2.199097716808319,True,BARD1,66,393,85,59,26,13.512237762237763,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA1,250,977,subset,fitted,2.199097716808319,True,BRCA2,69,460,60,46,14,21.9047619047619,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA1,250,977,subset,fitted,2.199097716808319,True,PALB2,87,324,67,53,14,14.098522167487687,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA1,250,977,subset,fitted,2.199097716808319,True,RAD51C,88,291,85,65,20,10.74715909090909,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA1,250,977,subset,fitted,2.199097716808319,True,VHL,10,60,11,9,2,27.0,True,True,
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA1,250,977,subset,fitted,,False,BARD1,66,393,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA1,250,977,subset,fitted,,False,BRCA2,69,460,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA1,250,977,subset,fitted,,False,PALB2,87,324,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA1,250,977,subset,fitted,,False,RAD51C,88,291,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA1,250,977,subset,fitted,,False,VHL,10,60,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA2,215,1051,subset,fitted,2.199097716808319,True,BARD1,66,393,85,59,26,13.512237762237763,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA2,215,1051,subset,fitted,2.199097716808319,True,BRCA1,104,386,103,88,15,21.774358974358975,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA2,215,1051,subset,fitted,2.199097716808319,True,PALB2,87,324,67,53,14,14.098522167487687,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA2,215,1051,subset,fitted,2.199097716808319,True,RAD51C,88,291,85,65,20,10.74715909090909,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;BRCA2,215,1051,subset,fitted,2.199097716808319,True,VHL,10,60,11,9,2,27.0,True,True,
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA2,215,1051,subset,fitted,,False,BARD1,66,393,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA2,215,1051,subset,fitted,,False,BRCA1,104,386,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA2,215,1051,subset,fitted,,False,PALB2,87,324,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA2,215,1051,subset,fitted,,False,RAD51C,88,291,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;BRCA2,215,1051,subset,fitted,,False,VHL,10,60,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,moderate,4.33,7,2,BAP1;PALB2,233,915,subset,fitted,2.1990930080413817,True,BARD1,66,393,85,59,26,13.512237762237763,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;PALB2,233,915,subset,fitted,2.1990930080413817,True,BRCA1,104,386,103,88,15,21.774358974358975,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;PALB2,233,915,subset,fitted,2.1990930080413817,True,BRCA2,69,460,60,46,14,21.9047619047619,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;PALB2,233,915,subset,fitted,2.1990930080413817,True,RAD51C,88,291,85,65,20,10.74715909090909,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;PALB2,233,915,subset,fitted,2.1990930080413817,True,VHL,10,60,11,9,2,27.0,True,True,
alphagenome,s3_10,strong,18.7,7,2,BAP1;PALB2,233,915,subset,fitted,,False,BARD1,66,393,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;PALB2,233,915,subset,fitted,,False,BRCA1,104,386,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;PALB2,233,915,subset,fitted,,False,BRCA2,69,460,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;PALB2,233,915,subset,fitted,,False,RAD51C,88,291,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;PALB2,233,915,subset,fitted,,False,VHL,10,60,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,moderate,4.33,7,2,BAP1;RAD51C,234,882,subset,fitted,2.19940721988678,True,BARD1,66,393,77,58,19,18.177033492822964,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;RAD51C,234,882,subset,fitted,2.19940721988678,True,BRCA1,104,386,97,87,10,32.29038461538462,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;RAD51C,234,882,subset,fitted,2.19940721988678,True,BRCA2,69,460,56,44,12,24.444444444444443,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;RAD51C,234,882,subset,fitted,2.19940721988678,True,PALB2,87,324,61,51,10,18.99310344827586,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;RAD51C,234,882,subset,fitted,2.19940721988678,True,VHL,10,60,9,8,1,,False,,fewer than 10 variants in the band
alphagenome,s3_10,strong,18.7,7,2,BAP1;RAD51C,234,882,subset,fitted,,False,BARD1,66,393,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;RAD51C,234,882,subset,fitted,,False,BRCA1,104,386,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;RAD51C,234,882,subset,fitted,,False,BRCA2,69,460,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;RAD51C,234,882,subset,fitted,,False,PALB2,87,324,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;RAD51C,234,882,subset,fitted,,False,VHL,10,60,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,moderate,4.33,7,2,BAP1;VHL,156,651,subset,fitted,2.1990426182746887,True,BARD1,66,393,85,59,26,13.512237762237763,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;VHL,156,651,subset,fitted,2.1990426182746887,True,BRCA1,104,386,103,88,15,21.774358974358975,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;VHL,156,651,subset,fitted,2.1990426182746887,True,BRCA2,69,460,60,46,14,21.9047619047619,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;VHL,156,651,subset,fitted,2.1990426182746887,True,PALB2,87,324,68,54,14,14.364532019704434,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BAP1;VHL,156,651,subset,fitted,2.1990426182746887,True,RAD51C,88,291,86,66,20,10.9125,True,True,
alphagenome,s3_10,strong,18.7,7,2,BAP1;VHL,156,651,subset,fitted,,False,BARD1,66,393,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;VHL,156,651,subset,fitted,,False,BRCA1,104,386,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;VHL,156,651,subset,fitted,,False,BRCA2,69,460,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;VHL,156,651,subset,fitted,,False,PALB2,87,324,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BAP1;VHL,156,651,subset,fitted,,False,RAD51C,88,291,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1993170380592346,True,BAP1,146,591,70,53,17,12.620064464141823,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1993170380592346,True,BRCA2,69,460,58,45,13,23.076923076923077,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1993170380592346,True,PALB2,87,324,64,52,12,16.13793103448276,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1993170380592346,True,RAD51C,88,291,77,62,15,13.66818181818182,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1993170380592346,True,VHL,10,60,9,8,1,,False,,fewer than 10 variants in the band
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1997950792312624,True,BAP1,146,591,37,30,7,17.348336594911935,True,False,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1997950792312624,True,BRCA2,69,460,38,32,6,35.55555555555556,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1997950792312624,True,PALB2,87,324,46,41,5,30.53793103448276,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1997950792312624,True,RAD51C,88,291,53,45,8,18.600852272727273,True,False,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA1,170,779,subset,fitted,2.1997950792312624,True,VHL,10,60,6,6,0,,False,,fewer than 10 variants in the band
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA2,135,853,subset,fitted,2.1991865158081056,True,BAP1,146,591,83,62,21,11.951076320939332,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA2,135,853,subset,fitted,2.1991865158081056,True,BRCA1,104,386,102,88,14,23.329670329670332,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA2,135,853,subset,fitted,2.1991865158081056,True,PALB2,87,324,66,52,14,13.832512315270938,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA2,135,853,subset,fitted,2.1991865158081056,True,RAD51C,88,291,82,64,18,11.757575757575758,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;BRCA2,135,853,subset,fitted,2.1991865158081056,True,VHL,10,60,10,9,1,54.0,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA2,135,853,subset,fitted,2.199800801277161,True,BAP1,146,591,37,30,7,17.348336594911935,True,False,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA2,135,853,subset,fitted,2.199800801277161,True,BRCA1,104,386,78,73,5,54.18846153846154,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA2,135,853,subset,fitted,2.199800801277161,True,PALB2,87,324,45,40,5,29.793103448275865,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA2,135,853,subset,fitted,2.199800801277161,True,RAD51C,88,291,53,45,8,18.600852272727273,True,False,
alphagenome,s3_10,strong,18.7,7,2,BARD1;BRCA2,135,853,subset,fitted,2.199800801277161,True,VHL,10,60,6,6,0,,False,,fewer than 10 variants in the band
alphagenome,s3_10,moderate,4.33,7,2,BARD1;PALB2,153,717,subset,fitted,2.199269700050354,True,BAP1,146,591,73,56,17,13.334407735697019,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;PALB2,153,717,subset,fitted,2.199269700050354,True,BRCA1,104,386,100,87,13,24.838757396449704,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;PALB2,153,717,subset,fitted,2.199269700050354,True,BRCA2,69,460,58,45,13,23.076923076923077,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;PALB2,153,717,subset,fitted,2.199269700050354,True,RAD51C,88,291,78,63,15,13.888636363636365,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;PALB2,153,717,subset,fitted,2.199269700050354,True,VHL,10,60,10,9,1,54.0,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;PALB2,153,717,subset,fitted,2.1997938752174377,True,BAP1,146,591,37,30,7,17.348336594911935,True,False,
alphagenome,s3_10,strong,18.7,7,2,BARD1;PALB2,153,717,subset,fitted,2.1997938752174377,True,BRCA1,104,386,79,73,6,45.15705128205128,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;PALB2,153,717,subset,fitted,2.1997938752174377,True,BRCA2,69,460,38,32,6,35.55555555555556,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;PALB2,153,717,subset,fitted,2.1997938752174377,True,RAD51C,88,291,53,45,8,18.600852272727273,True,False,
alphagenome,s3_10,strong,18.7,7,2,BARD1;PALB2,153,717,subset,fitted,2.1997938752174377,True,VHL,10,60,6,6,0,,False,,fewer than 10 variants in the band
alphagenome,s3_10,moderate,4.33,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1993170380592346,True,BAP1,146,591,70,53,17,12.620064464141823,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1993170380592346,True,BRCA1,104,386,98,87,11,29.354895104895107,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1993170380592346,True,BRCA2,69,460,58,45,13,23.076923076923077,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1993170380592346,True,PALB2,87,324,64,52,12,16.13793103448276,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1993170380592346,True,VHL,10,60,9,8,1,,False,,fewer than 10 variants in the band
alphagenome,s3_10,strong,18.7,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1999074101448057,True,BAP1,146,591,30,25,5,20.23972602739726,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1999074101448057,True,BRCA1,104,386,51,49,2,90.9326923076923,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1999074101448057,True,BRCA2,69,460,24,20,4,33.333333333333336,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1999074101448057,True,PALB2,87,324,30,28,2,52.13793103448276,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;RAD51C,154,684,subset,fitted,2.1999074101448057,True,VHL,10,60,5,5,0,,False,,fewer than 10 variants in the band
alphagenome,s3_10,moderate,4.33,7,2,BARD1;VHL,76,453,subset,fitted,2.1988683700561524,True,BAP1,146,591,93,66,27,9.894977168949772,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;VHL,76,453,subset,fitted,2.1988683700561524,True,BRCA1,104,386,107,90,17,19.64932126696833,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;VHL,76,453,subset,fitted,2.1988683700561524,True,BRCA2,69,460,61,46,15,20.444444444444443,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;VHL,76,453,subset,fitted,2.1988683700561524,True,PALB2,87,324,71,56,15,13.90344827586207,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BARD1;VHL,76,453,subset,fitted,2.1988683700561524,True,RAD51C,88,291,91,68,23,9.776679841897232,True,True,
alphagenome,s3_10,strong,18.7,7,2,BARD1;VHL,76,453,subset,fitted,,False,BAP1,146,591,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BARD1;VHL,76,453,subset,fitted,,False,BRCA1,104,386,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BARD1;VHL,76,453,subset,fitted,,False,BRCA2,69,460,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BARD1;VHL,76,453,subset,fitted,,False,PALB2,87,324,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,strong,18.7,7,2,BARD1;VHL,76,453,subset,fitted,,False,RAD51C,88,291,,,,,False,,tier not reached on the training genes
alphagenome,s3_10,moderate,4.33,7,2,BRCA1;BRCA2,173,846,subset,fitted,2.198454201221466,True,BAP1,146,591,116,71,45,6.386757990867579,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BRCA1;BRCA2,173,846,subset,fitted,2.198454201221466,True,BARD1,66,393,95,59,36,9.758838383838384,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BRCA1;BRCA2,173,846,subset,fitted,2.198454201221466,True,PALB2,87,324,79,60,19,11.760435571687841,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BRCA1;BRCA2,173,846,subset,fitted,2.198454201221466,True,RAD51C,88,291,97,70,27,8.573232323232322,True,True,
alphagenome,s3_10,moderate,4.33,7,2,BRCA1;BRCA2,173,846,subset,fitted,2.198454201221466,True,VHL,10,60,12,9,3,18.0,True,True,
alphagenome,s3_10,strong,18.7,7,2,BRCA1;BRCA2,173,846,subset,fitted,2.1996676564216613,True,BAP1,146,591,52,40,12,13.493150684931507,True,False,
alphagenome,s3_10,strong,18.7,7,2,BRCA1;BRCA2,173,846,subset,fitted,2.1996676564216613,True,BARD1,66,393,67,57,10,33.940909090909095,True,True,
