tool,stratum,score,eps,local_lr,lr_lo_gene_boot,lr_hi_gene_boot,lr_lo_variant_boot,lr_hi_variant_boot
spliceai,s11_50,1.4467092114500701e-05,0.00013925535313319415,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,2.086463791783899e-05,0.00013285780732985586,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,2.9238872230052948e-05,0.0001244835730176419,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,2.9871240258216858e-05,0.000123851204989478,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.159046173095703e-05,0.00012213198351673782,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.404615563340485e-05,0.00011967628961429,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.439560532569885e-05,0.000119326839921996,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.4508797398302704e-05,0.00011921364784939215,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.504753112792969e-05,0.00011867491411976516,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.6716461181640625e-05,0.00011700598406605422,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.7789344787597656e-05,0.0001159331004600972,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.8065831176936626e-05,0.00011565661407075822,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,3.928795922547579e-05,0.00011443448602221906,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,4.1588471503928304e-05,0.00011213397374376655,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,4.267692565917969e-05,0.00011104551958851516,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,4.3511390686035156e-05,0.0001102110545616597,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,4.408704990055412e-05,0.00010963539534714073,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,5.1751703722402453e-05,0.0001019707415252924,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,5.474179852171801e-05,9.898064672597684e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,5.65648078918457e-05,9.715763735584915e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,5.840707308379933e-05,9.531537216389552e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,5.8650970458984375e-05,9.507147478871047e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,5.9378129662945867e-05,9.434431558474898e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,5.9382058680057526e-05,9.434038656763732e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,5.988543853163719e-05,9.383700671605766e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.186962127685547e-05,9.185282397083938e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.303249392658472e-05,9.068995132111013e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.312131881713867e-05,9.060112643055618e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.371736526489258e-05,9.000507998280227e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.385805318132043e-05,8.986439206637442e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.389617919921875e-05,8.98262660484761e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.4849853515625e-05,8.887259173206985e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.580352783203125e-05,8.79189174156636e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.896257400512695e-05,8.47598712425679e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
spliceai,s11_50,6.908178329467773e-05,8.464066195301712e-05,0.19079646017699117,0.0695514932330698,0.9545646661031276,0.15870070333824376,0.2341991341991342
