gene,stratum,clinvar_arm,tool,n,n_pos,n_neg,status,auroc,auprc,walker_sens_pp3,walker_spec_pp3,walker_lr_pp3,walker_lr_bp4,walker_lr_bp4_for_tier
BAP1,s3_50,unrecorded,spliceai,1662,213,1449,ok,0.7799583329283268,0.4168016221866405,0.39906103286384975,0.9282263630089717,5.559994582881907,0.5601040294524944,0.5601040294524944
BAP1,s3_50,unrecorded,pangolin,1662,213,1449,ok,0.8403334661754748,0.529126475909311,0.4835680751173709,0.9268461007591442,6.610284347595004,0.4621186836659769,0.4621186836659769
BAP1,s3_50,unrecorded,alphagenome,1662,213,1449,ok,0.8181067078801311,0.5031363628048138,1.0,0.0,1.0,,
BAP1,s3_50,unrecorded,cadd,1662,213,1449,ok,0.7821518482877944,0.4117273352910526,1.0,0.024154589371980676,1.0247524752475248,0.0,1.2755281690140845
BAP1,s3_50,unrecorded,phylop,1662,213,1449,ok,0.73450364019868,0.34166243454557643,0.784037558685446,0.4886128364389234,1.5331584649597993,0.3682727946627131,0.3682727946627131
BAP1,s3_50,unrecorded,phastcons,1662,213,1449,ok,0.7165197302980524,0.2948286330576871,0.5868544600938967,0.8067632850241546,3.0369718309859155,0.49731784207047336,0.49731784207047336
BAP1,s3_50,unrecorded,gpn_msa,1662,213,1449,ok,0.7470701827713463,0.3826041264195491,0.971830985915493,0.057971014492753624,1.0316359696641388,0.4596497906357061,0.4596497906357061
BAP1,s3_50,unrecorded,nt,1662,213,1449,ok,0.6986686625388401,0.3523716296281485,0.8262910798122066,0.32643202208419597,1.2267374740244747,0.49475032010243275,0.49475032010243275
BAP1,s3_50,unrecorded,spliceai_walker,1662,213,1449,ok,0.7948010121923166,0.4444423161841992,0.460093896713615,0.9109730848861284,5.168031444480839,0.43760810476896467,0.43760810476896467
BAP1,s3_50,unrecorded,avi,1662,213,1449,ok,0.8300916610775766,0.5357318017890494,0.8169014084507042,0.6328502415458938,2.2249814677538917,0.19378338999514327,0.19378338999514327
BAP1,s3_50,unrecorded,avi_splice_sites,1662,213,1449,ok,0.7986582943717053,0.42383294800749477,0.45539906103286387,0.9026915113871635,4.679952052741984,0.4162562789323353,0.4162562789323353
BAP1,s3_50,unrecorded,avi_splice_site_usage,1662,213,1449,ok,0.8139610610523041,0.5057627013578708,0.39436619718309857,0.9634230503795721,10.781823013553016,0.5522581986383244,0.5522581986383244
BAP1,s3_50,unrecorded,avi_splice_junctions,1662,213,1449,ok,0.7909809906135686,0.4607199772557951,0.9014084507042254,0.4140786749482402,1.5384462250535011,0.1719123404688056,0.1719123404688056
BAP1,all_1_50,classified,spliceai,472,99,373,ok,0.9037831397080727,0.8463935323145244,0.7171717171717171,0.9731903485254692,26.750505050505048,0.23956326268464997,0.23956326268464997
BAP1,all_1_50,classified,pangolin,472,99,373,ok,0.9076285644650256,0.8531667162741498,0.7070707070707071,0.9839142091152815,43.956228956228955,0.2540006809669731,0.2540006809669731
BAP1,all_1_50,classified,alphagenome,472,99,373,ok,0.8923958079454059,0.8444458046265613,1.0,0.0,1.0,,
BAP1,all_1_50,classified,cadd,472,99,373,ok,0.8514636986486852,0.7941741244683949,1.0,0.040214477211796246,1.041899441340782,,
BAP1,all_1_50,classified,phylop,472,99,373,ok,0.8768787066374197,0.8108562682630953,0.898989898989899,0.5281501340482574,1.9052456382001837,0.18734304369663488,0.18734304369663488
BAP1,all_1_50,classified,phastcons,472,99,373,ok,0.8378422292631408,0.7192782925667222,0.7878787878787878,0.7855227882037533,3.6734848484848484,0.27908716797605687,0.27908716797605687
BAP1,all_1_50,classified,gpn_msa,472,99,373,ok,0.891786497684621,0.8210791346974128,1.0,0.08579088471849866,1.093841642228739,0.0,0.3767676767676768
BAP1,all_1_50,classified,nt,472,99,373,ok,0.8784899937714951,0.8107092740422164,0.9292929292929293,0.34048257372654156,1.4090498480742384,0.22933684672815108,0.22933684672815108
BAP1,all_1_50,classified,spliceai_walker,472,99,373,ok,0.9027540823787472,0.8453446484320107,0.7171717171717171,0.967828418230563,22.29208754208754,0.2149725483058816,0.2149725483058816
BAP1,all_1_50,classified,avi,472,99,373,ok,0.8917052563165163,0.838399256387663,0.8787878787878788,0.7050938337801609,2.9798898071625346,0.1730055658627087,0.1730055658627087
BAP1,all_1_50,classified,avi_splice_sites,472,99,373,ok,0.8973109107157364,0.8427755240030234,0.7171717171717171,0.9571045576407506,16.719065656565654,0.22696847998052816,0.22696847998052816
BAP1,all_1_50,classified,avi_splice_site_usage,472,99,373,ok,0.8692690984916186,0.8080548378282392,0.7171717171717171,0.9865951742627346,53.501010101010095,0.29061969557837325,0.29061969557837325
BAP1,all_1_50,classified,avi_splice_junctions,472,99,373,ok,0.8931269802583476,0.8365201786556553,0.9191919191919192,0.4718498659517426,1.7403989129877455,0.156986531986532,0.156986531986532
BAP1,all_1_50,recorded_unclassified,spliceai,136,47,89,ok,0.7855606024384413,0.655739946233314,0.5957446808510638,0.8202247191011236,3.3138297872340425,0.39568116862496033,0.39568116862496033
BAP1,all_1_50,recorded_unclassified,pangolin,136,47,89,ok,0.845565383695912,0.7518226526995953,0.7446808510638298,0.7752808988764045,3.3138297872340425,0.24433768016472202,0.24433768016472202
BAP1,all_1_50,recorded_unclassified,alphagenome,136,47,89,ok,0.8264403538130528,0.7522601160682405,1.0,0.0,1.0,,
BAP1,all_1_50,recorded_unclassified,cadd,136,47,89,ok,0.7237628496294526,0.5819635903831468,1.0,0.033707865168539325,1.0348837209302326,,
BAP1,all_1_50,recorded_unclassified,phylop,136,47,89,ok,0.6675830743485537,0.5506894205643882,0.8723404255319149,0.3595505617977528,1.3620754012691303,0.326485693323551,0.326485693323551
BAP1,all_1_50,recorded_unclassified,phastcons,136,47,89,ok,0.6301697346402104,0.4591435136196139,0.723404255319149,0.4157303370786517,1.2381342062193128,0.6312056737588653,0.6312056737588653
BAP1,all_1_50,recorded_unclassified,gpn_msa,136,47,89,ok,0.7029643796318432,0.5927282614545513,0.9787234042553191,0.0449438202247191,1.0247809762202753,,
BAP1,all_1_50,recorded_unclassified,nt,136,47,89,ok,0.7191011235955056,0.565107652902263,0.8936170212765957,0.2696629213483146,1.2235679214402617,0.43036750483558994,0.43036750483558994
BAP1,all_1_50,recorded_unclassified,spliceai_walker,136,47,89,ok,0.8056418838154434,0.6819379904667748,0.723404255319149,0.8089887640449438,3.787234042553192,0.3029787234042553,0.3029787234042553
BAP1,all_1_50,recorded_unclassified,avi,136,47,89,ok,0.8089887640449438,0.7244904836281835,0.9148936170212766,0.3258426966292135,1.3570921985815603,0.29132569558101473,0.29132569558101473
BAP1,all_1_50,recorded_unclassified,avi_splice_sites,136,47,89,ok,0.8287114511116423,0.7359664651911473,0.7446808510638298,0.7865168539325843,3.488241881298992,0.19932810750279953,0.19932810750279953
BAP1,all_1_50,recorded_unclassified,avi_splice_site_usage,136,47,89,ok,0.8259622280659814,0.7539858026839088,0.6170212765957447,0.8764044943820225,4.992263056092844,0.38986232790988734,0.38986232790988734
BAP1,all_1_50,recorded_unclassified,avi_splice_junctions,136,47,89,ok,0.8163997131245517,0.7038125488067939,0.9361702127659575,0.15730337078651685,1.110921985815603,,
BAP1,all_1_50,unrecorded,spliceai,1774,314,1460,ok,0.8447801238984382,0.6433643625659509,0.5923566878980892,0.9212328767123288,7.520354472445306,0.3828274959650114,0.3828274959650114
BAP1,all_1_50,unrecorded,pangolin,1774,314,1460,ok,0.8860548817729692,0.7113487869782937,0.6496815286624203,0.9198630136986301,8.107137024334476,0.3158551433372576,0.3158551433372576
BAP1,all_1_50,unrecorded,alphagenome,1774,314,1460,ok,0.8715393508419859,0.7148920378507837,1.0,0.0,1.0,,
BAP1,all_1_50,unrecorded,cadd,1774,314,1460,ok,0.8463026786493325,0.6542664050261731,1.0,0.023972602739726026,1.024561403508772,0.0,0.8718152866242038
BAP1,all_1_50,unrecorded,phylop,1774,314,1460,ok,0.8135219439839455,0.6372038510186627,0.8535031847133758,0.4849315068493151,1.6570673532999052,0.25171208275465734,0.25171208275465734
BAP1,all_1_50,unrecorded,phastcons,1774,314,1460,ok,0.7957606229822878,0.512424128513488,0.7197452229299363,0.8006849315068493,3.6110928710574126,0.33991354135528523,0.33991354135528523
BAP1,all_1_50,unrecorded,gpn_msa,1774,314,1460,ok,0.8221915626908647,0.639318349860904,0.9808917197452229,0.057534246575342465,1.0407717375203673,0.31416767085556896,0.31416767085556896
BAP1,all_1_50,unrecorded,nt,1774,314,1460,ok,0.7756631184015357,0.5939216455754189,0.8694267515923567,0.32465753424657534,1.2873864678750921,0.36902234354463653,0.36902234354463653
BAP1,all_1_50,unrecorded,spliceai_walker,1774,314,1460,ok,0.8547465317162551,0.6596528919092216,0.6337579617834395,0.9041095890410958,6.609190172884441,0.29910232055723174,0.29910232055723174
BAP1,all_1_50,unrecorded,avi,1774,314,1460,ok,0.8795109501788675,0.7242259510676051,0.8757961783439491,0.6280821917808219,2.3548110872599737,0.13244969871752021,0.13244969871752021
BAP1,all_1_50,unrecorded,avi_splice_sites,1774,314,1460,ok,0.8584133147194835,0.6773908335818102,0.6305732484076433,0.8958904109589041,6.056821991283942,0.2845084851454278,0.2845084851454278
BAP1,all_1_50,unrecorded,avi_splice_site_usage,1774,314,1460,ok,0.8687254602565221,0.7122837690695466,0.589171974522293,0.9561643835616438,13.440485668789808,0.3774649211460267,0.3774649211460267
BAP1,all_1_50,unrecorded,avi_splice_junctions,1774,314,1460,ok,0.8513829508768869,0.6677405536095393,0.9331210191082803,0.410958904109589,1.5841356836024292,0.11750097725861712,0.11750097725861712
BARD1,s3_10,classified,spliceai,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,pangolin,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,alphagenome,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,cadd,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,phylop,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,phastcons,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,gpn_msa,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,nt,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,spliceai_walker,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,avi,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,avi_splice_sites,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,avi_splice_site_usage,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,classified,avi_splice_junctions,102,2,100,not evaluable,,,,,,,
BARD1,s3_10,recorded_unclassified,spliceai,89,26,63,ok,0.924908424908425,0.8828980593096828,0.9230769230769231,0.6507936507936508,2.6433566433566438,0.1514423076923077,0.1514423076923077
BARD1,s3_10,recorded_unclassified,pangolin,89,26,63,ok,0.9334554334554335,0.8856800781795033,0.9230769230769231,0.7142857142857143,3.2307692307692313,0.11819887429643527,0.11819887429643527
BARD1,s3_10,recorded_unclassified,alphagenome,89,26,63,ok,0.9395604395604396,0.9033257506142521,1.0,0.0,1.0,,
BARD1,s3_10,recorded_unclassified,cadd,89,26,63,ok,0.6623931623931624,0.4568904605595871,1.0,0.015873015873015872,1.0161290322580645,,
BARD1,s3_10,recorded_unclassified,phylop,89,26,63,ok,0.5949328449328449,0.3833601800305732,0.8846153846153846,0.25396825396825395,1.185761047463175,0.6057692307692308,0.6057692307692308
BARD1,s3_10,recorded_unclassified,phastcons,89,26,63,ok,0.6797924297924298,0.413336625507778,0.8846153846153846,0.3333333333333333,1.3269230769230769,0.23076923076923078,0.23076923076923078
BARD1,s3_10,recorded_unclassified,gpn_msa,89,26,63,ok,0.6984126984126984,0.5083174831759707,1.0,0.047619047619047616,1.05,,
BARD1,s3_10,recorded_unclassified,nt,89,26,63,ok,0.7002442002442002,0.4871312129277492,0.8076923076923077,0.3492063492063492,1.2410881801125704,0.48461538461538467,0.48461538461538467
BARD1,s3_10,recorded_unclassified,spliceai_walker,89,26,63,ok,0.9340659340659341,0.8936111141796266,0.9230769230769231,0.5873015873015873,2.2366863905325447,0.16153846153846155,0.16153846153846155
BARD1,s3_10,recorded_unclassified,avi,89,26,63,ok,0.9432234432234432,0.870486085856729,1.0,0.31746031746031744,1.4651162790697674,0.0,0.5591715976331362
BARD1,s3_10,recorded_unclassified,avi_splice_sites,89,26,63,ok,0.9401709401709402,0.8932139714471241,0.9230769230769231,0.7936507936507936,4.473372781065089,0.13097713097713098,0.13097713097713098
BARD1,s3_10,recorded_unclassified,avi_splice_site_usage,89,26,63,ok,0.967032967032967,0.9377561631720619,1.0,0.6984126984126984,3.3157894736842106,0.0,0.2202797202797203
BARD1,s3_10,recorded_unclassified,avi_splice_junctions,89,26,63,ok,0.9188034188034188,0.8496115459681759,1.0,0.1111111111111111,1.125,,
BARD1,s3_10,unrecorded,spliceai,268,38,230,ok,0.9426773455377574,0.8497071031195297,0.9210526315789473,0.8130434782608695,4.9265605875153,0.11004784688995216,0.11004784688995216
BARD1,s3_10,unrecorded,pangolin,268,38,230,ok,0.9575514874141876,0.8145386181075832,0.9210526315789473,0.8478260869565217,6.052631578947368,0.10556915544675642,0.10556915544675642
BARD1,s3_10,unrecorded,alphagenome,268,38,230,ok,0.9575514874141876,0.8683262804661254,1.0,0.0,1.0,,
BARD1,s3_10,unrecorded,cadd,268,38,230,ok,0.7210526315789474,0.32293497507552915,1.0,0.02608695652173913,1.0267857142857142,,
BARD1,s3_10,unrecorded,phylop,268,38,230,ok,0.7169908466819221,0.369631135931151,0.868421052631579,0.3739130434782609,1.3870614035087718,0.2389196675900277,0.2389196675900277
BARD1,s3_10,unrecorded,phastcons,268,38,230,ok,0.7444508009153318,0.3032417485790621,0.8421052631578947,0.48695652173913045,1.6413916146297947,0.3393999016232169,0.3393999016232169
BARD1,s3_10,unrecorded,gpn_msa,268,38,230,ok,0.820766590389016,0.5640036924591351,1.0,0.034782608695652174,1.0360360360360361,,
BARD1,s3_10,unrecorded,nt,268,38,230,ok,0.7262013729977117,0.2922111468496766,0.8421052631578947,0.30434782608695654,1.2105263157894737,0.42474607571560474,0.42474607571560474
BARD1,s3_10,unrecorded,spliceai_walker,268,38,230,ok,0.9521739130434783,0.8613456611425401,0.9210526315789473,0.7913043478260869,4.413377192982456,0.11790840738209159,0.11790840738209159
BARD1,s3_10,unrecorded,avi,268,38,230,ok,0.982837528604119,0.9223458242596694,1.0,0.4652173913043478,1.8699186991869918,0.0,0.2389196675900277
BARD1,s3_10,unrecorded,avi_splice_sites,268,38,230,ok,0.9637299771167048,0.8299438035318798,0.9210526315789473,0.8739130434782608,7.304900181488203,0.10435571687840291,0.10435571687840291
BARD1,s3_10,unrecorded,avi_splice_site_usage,268,38,230,ok,0.9854118993135011,0.9404755674476935,0.9736842105263158,0.8521739130434782,6.586687306501548,0.0,0.10375939849624059
BARD1,s3_10,unrecorded,avi_splice_junctions,268,38,230,ok,0.9550343249427917,0.8170648566968393,1.0,0.24347826086956523,1.3218390804597702,0.0,0.8253588516746411
BARD1,s11_50,classified,spliceai,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,pangolin,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,alphagenome,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,cadd,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,phylop,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,phastcons,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,gpn_msa,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,nt,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,spliceai_walker,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,avi,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,avi_splice_sites,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,avi_splice_site_usage,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,classified,avi_splice_junctions,153,2,151,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,spliceai,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,pangolin,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,alphagenome,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,cadd,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,phylop,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,phastcons,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,gpn_msa,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,nt,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,spliceai_walker,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,avi,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,avi_splice_sites,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,avi_splice_site_usage,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,recorded_unclassified,avi_splice_junctions,18,3,15,not evaluable,,,,,,,
BARD1,s11_50,unrecorded,spliceai,1264,16,1248,ok,0.8841145833333334,0.6104100387565934,0.75,0.9751602564102564,30.193548387096776,0.26850258175559377,0.26850258175559377
BARD1,s11_50,unrecorded,pangolin,1264,16,1248,ok,0.8857672275641025,0.6353579910614505,0.6875,0.9807692307692307,35.75,0.2671232876712329,0.2671232876712329
BARD1,s11_50,unrecorded,alphagenome,1264,16,1248,ok,0.8790064102564102,0.6913885838377823,1.0,0.0,1.0,,
BARD1,s11_50,unrecorded,cadd,1264,16,1248,ok,0.6128054887820513,0.1568211252531873,1.0,0.03365384615384615,1.0348258706467661,0.0,10.17391304347826
BARD1,s11_50,unrecorded,phylop,1264,16,1248,ok,0.4924629407051282,0.01607988286465864,0.5,0.46314102564102566,0.9313432835820896,1.04,1.04
BARD1,s11_50,unrecorded,phastcons,1264,16,1248,ok,0.37712840544871795,0.011617425270126963,0.0625,0.7988782051282052,0.3107569721115538,1.2289915966386555,1.2289915966386555
BARD1,s11_50,unrecorded,gpn_msa,1264,16,1248,ok,0.42500500801282054,0.07917056625919332,0.9375,0.08012820512820513,1.019163763066202,0.8666666666666667,0.8666666666666667
BARD1,s11_50,unrecorded,nt,1264,16,1248,ok,0.7837039262820513,0.03587707560514435,0.9375,0.297275641025641,1.3340935005701255,0.24375000000000002,0.24375000000000002
BARD1,s11_50,unrecorded,spliceai_walker,1264,16,1248,ok,0.8646834935897436,0.6041404450063625,0.75,0.96875,24.0,0.2813345356176736,0.2813345356176736
BARD1,s11_50,unrecorded,avi,1264,16,1248,ok,0.8086939102564102,0.4547447110324963,0.75,0.7243589743589743,2.7209302325581395,0.32098765432098764,0.32098765432098764
BARD1,s11_50,unrecorded,avi_splice_sites,1264,16,1248,ok,0.8388421474358975,0.6361347492419608,0.625,0.9815705128205128,33.91304347826087,0.26485568760611206,0.26485568760611206
BARD1,s11_50,unrecorded,avi_splice_site_usage,1264,16,1248,ok,0.8489583333333334,0.6737654777593695,0.75,0.9863782051282052,55.05882352941176,0.25892116182572616,0.25892116182572616
BARD1,s11_50,unrecorded,avi_splice_junctions,1264,16,1248,ok,0.800956530448718,0.6400094376840959,0.75,0.45913461538461536,1.3866666666666667,0.5416666666666666,0.5416666666666666
BARD1,s3_50,classified,spliceai,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,pangolin,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,alphagenome,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,cadd,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,phylop,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,phastcons,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,gpn_msa,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,nt,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,spliceai_walker,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,avi,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,avi_splice_sites,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,avi_splice_site_usage,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,classified,avi_splice_junctions,255,4,251,not evaluable,,,,,,,
BARD1,s3_50,recorded_unclassified,spliceai,107,29,78,ok,0.9270557029177718,0.8597821921431628,0.9310344827586207,0.6410256410256411,2.5935960591133003,0.13448275862068967,0.13448275862068967
BARD1,s3_50,recorded_unclassified,pangolin,107,29,78,ok,0.9354553492484527,0.8800696182908121,0.9310344827586207,0.7051282051282052,3.157421289355322,0.11445341159207631,0.11445341159207631
BARD1,s3_50,recorded_unclassified,alphagenome,107,29,78,ok,0.9420866489832007,0.893307881720822,1.0,0.0,1.0,,
BARD1,s3_50,recorded_unclassified,cadd,107,29,78,ok,0.6613616268788682,0.4162530238105092,1.0,0.01282051282051282,1.0129870129870129,,
BARD1,s3_50,recorded_unclassified,phylop,107,29,78,ok,0.5618921308576481,0.3394999944778573,0.8275862068965517,0.2564102564102564,1.1129607609988108,0.896551724137931,0.896551724137931
BARD1,s3_50,recorded_unclassified,phastcons,107,29,78,ok,0.671971706454465,0.3875818795893788,0.8275862068965517,0.41025641025641024,1.4032983508245878,0.33620689655172414,0.33620689655172414
BARD1,s3_50,recorded_unclassified,gpn_msa,107,29,78,ok,0.666445623342175,0.46753172984923896,1.0,0.05128205128205128,1.0540540540540542,,
BARD1,s3_50,recorded_unclassified,nt,107,29,78,ok,0.6781609195402298,0.4255044765006891,0.8275862068965517,0.3076923076923077,1.1954022988505748,0.4890282131661442,0.4890282131661442
BARD1,s3_50,recorded_unclassified,spliceai_walker,107,29,78,ok,0.9328028293545535,0.8643013885181674,0.9310344827586207,0.5897435897435898,2.269396551724138,0.14942528735632182,0.14942528735632182
BARD1,s3_50,recorded_unclassified,avi,107,29,78,ok,0.9465075154730327,0.8632750437471998,1.0,0.358974358974359,1.5599999999999998,0.0,0.47464503042596345
BARD1,s3_50,recorded_unclassified,avi_splice_sites,107,29,78,ok,0.9434129089301503,0.8852570090722527,0.9310344827586207,0.7948717948717948,4.538793103448276,0.1169415292353823,0.1169415292353823
BARD1,s3_50,recorded_unclassified,avi_splice_site_usage,107,29,78,ok,0.9728116710875332,0.9449113959325541,1.0,0.6923076923076923,3.25,0.0,0.19680403700588728
BARD1,s3_50,recorded_unclassified,avi_splice_junctions,107,29,78,ok,0.9274977895667551,0.8585756156089539,1.0,0.14102564102564102,1.164179104477612,,
BARD1,s3_50,unrecorded,spliceai,1532,54,1478,ok,0.9439683255650779,0.7806415480169494,0.8703703703703703,0.9499323410013532,17.383883883883883,0.1443802506349605,0.1443802506349605
BARD1,s3_50,unrecorded,pangolin,1532,54,1478,ok,0.9508595198716985,0.7566244746642834,0.8518518518518519,0.9600811907983762,21.339610797237917,0.14297954671089,0.14297954671089
BARD1,s3_50,unrecorded,alphagenome,1532,54,1478,ok,0.9478900415977547,0.8152685098388384,1.0,0.0,1.0,,
BARD1,s3_50,unrecorded,cadd,1532,54,1478,ok,0.7460594898010324,0.24170114829585845,1.0,0.03247631935047361,1.0335664335664336,0.0,3.041152263374485
BARD1,s3_50,unrecorded,phylop,1532,54,1478,ok,0.7061720042098932,0.19806261382959311,0.7592592592592593,0.44925575101488496,1.3786058786058788,0.45541381647870827,0.45541381647870827
BARD1,s3_50,unrecorded,phastcons,1532,54,1478,ok,0.6991492507392372,0.105591596567414,0.6111111111111112,0.7503382949932341,2.4477566997892204,0.5427552198090442,0.5427552198090442
BARD1,s3_50,unrecorded,gpn_msa,1532,54,1478,ok,0.7638575652784042,0.3898127813309595,0.9814814814814815,0.07307171853856563,1.0588537442552042,0.2792894935752078,0.2792894935752078
BARD1,s3_50,unrecorded,nt,1532,54,1478,ok,0.7524056532852202,0.08792833317815968,0.8703703703703703,0.29837618403247634,1.2405085895924854,0.3630022595539837,0.3630022595539837
BARD1,s3_50,unrecorded,spliceai_walker,1532,54,1478,ok,0.942489851150203,0.783752148852079,0.8703703703703703,0.9411366711772666,14.786292039165602,0.15169643118970116,0.15169643118970116
BARD1,s3_50,unrecorded,avi,1532,54,1478,ok,0.937277602365559,0.7991227957139648,0.9259259259259259,0.6840324763193505,2.930446506463637,0.10200138026224982,0.10200138026224982
BARD1,s3_50,unrecorded,avi_splice_sites,1532,54,1478,ok,0.9398649325915902,0.7725649996529368,0.8333333333333334,0.9648173207036536,23.685897435897438,0.14171049747972825,0.14171049747972825
BARD1,s3_50,unrecorded,avi_splice_site_usage,1532,54,1478,ok,0.9494061043452112,0.8629233944604955,0.9074074074074074,0.9654939106901218,26.297022512708786,0.07933440687063875,0.07933440687063875
BARD1,s3_50,unrecorded,avi_splice_junctions,1532,54,1478,ok,0.9300355836215105,0.7434007636725072,0.9259259259259259,0.425575101488498,1.6119181607991973,0.17658303464755076,0.17658303464755076
BARD1,all_1_50,classified,spliceai,312,61,251,ok,0.9966690614590817,0.9921554974632104,0.9836065573770492,0.9681274900398407,30.860655737704917,0.017968358508125136,0.017968358508125136
BARD1,all_1_50,classified,pangolin,312,61,251,ok,0.9989549996734374,0.9963979217056346,0.9836065573770492,0.9880478087649402,82.29508196721312,0.0,0.053208027133974
BARD1,all_1_50,classified,alphagenome,312,61,251,ok,0.9968649990203122,0.9927808693036547,1.0,0.0,1.0,,
BARD1,all_1_50,classified,cadd,312,61,251,ok,0.9965384364182613,0.9872122013686403,1.0,0.05179282868525897,1.0546218487394958,,
BARD1,all_1_50,classified,phylop,312,61,251,ok,0.94376591992685,0.8716925489620105,0.9672131147540983,0.5617529880478087,2.207004470938897,0.06141424027403965,0.06141424027403965
BARD1,all_1_50,classified,phastcons,312,61,251,ok,0.9221801319312912,0.6905595919765676,0.8524590163934426,0.8127490039840638,4.552493896058597,0.18516393442622953,0.18516393442622953
BARD1,all_1_50,classified,gpn_msa,312,61,251,ok,0.9450068578146431,0.8981149827353619,1.0,0.11155378486055777,1.1255605381165918,0.0,0.4408665105386417
BARD1,all_1_50,classified,nt,312,61,251,ok,0.8272483835151199,0.5987404313554359,0.9344262295081968,0.41434262948207173,1.5955168952827032,0.12726043603177287,0.12726043603177287
BARD1,all_1_50,classified,spliceai_walker,312,61,251,ok,0.9955587486121089,0.9909386041203327,0.9836065573770492,0.9641434262948207,27.431693989071036,0.01861879682516134,0.01861879682516134
BARD1,all_1_50,classified,avi,312,61,251,ok,0.9977793743060545,0.9941328731665229,1.0,0.7768924302788844,4.482142857142858,0.0,0.07481371087928465
BARD1,all_1_50,classified,avi_splice_sites,312,61,251,ok,0.9981712494285154,0.994842512433229,0.9836065573770492,0.9960159362549801,246.88524590163934,0.017361831638652556,0.017361831638652556
BARD1,all_1_50,classified,avi_splice_site_usage,312,61,251,ok,0.9995754686173339,0.9983124397299903,0.9836065573770492,0.9880478087649402,82.29508196721312,0.0,0.05059123891427036
BARD1,all_1_50,classified,avi_splice_junctions,312,61,251,ok,0.9938279668212396,0.9837987456043589,1.0,0.3545816733067729,1.5493827160493827,0.0,0.3630665380906461
BARD1,all_1_50,recorded_unclassified,spliceai,126,48,78,ok,0.9540598290598291,0.9422069566922687,0.9583333333333334,0.6410256410256411,2.669642857142857,0.08125,0.08125
BARD1,all_1_50,recorded_unclassified,pangolin,126,48,78,ok,0.9602029914529915,0.9508607112704379,0.9583333333333334,0.7051282051282052,3.25,0.06914893617021277,0.06914893617021277
BARD1,all_1_50,recorded_unclassified,alphagenome,126,48,78,ok,0.9650106837606838,0.9585754725534867,1.0,0.0,1.0,,
BARD1,all_1_50,recorded_unclassified,cadd,126,48,78,ok,0.7938034188034188,0.7743226984770828,1.0,0.01282051282051282,1.0129870129870129,,
