gene,label_definition,stratum,tool,n,n_pos,n_neg,walker_in_scope,status,reason,walker_frac_pp3,walker_frac_grey,walker_sens_pp3,walker_spec_pp3,walker_lr_pp3,walker_lr_bp4,walker_tier_pp3,walker_tier_bp4,walker_pp3_n_pos_band,walker_pp3_n_neg_band,walker_lr_pp3_lo,walker_lr_pp3_hi,walker_tier_pp3_at_bound,walker_bp4_n_pos_band,walker_bp4_n_neg_band,walker_lr_bp4_lo,walker_lr_bp4_hi,column_basis_comparable,e3_supporting_reachable_in_sample,e3_supporting_logo_folds,e3_supporting_threshold,e3_supporting_lr_here,e3_supporting_tier_here,e3_supporting_n_pos_band,e3_supporting_n_neg_band,e3_supporting_lr_lo,e3_supporting_lr_hi,e3_supporting_tier_at_bound,e3_moderate_reachable_in_sample,e3_moderate_logo_folds,e3_moderate_threshold,e3_moderate_lr_here,e3_moderate_tier_here,e3_moderate_n_pos_band,e3_moderate_n_neg_band,e3_moderate_lr_lo,e3_moderate_lr_hi,e3_moderate_tier_at_bound,e3_strong_reachable_in_sample,e3_strong_logo_folds,e3_strong_threshold,e3_strong_lr_here,e3_strong_tier_here,e3_strong_n_pos_band,e3_strong_n_neg_band,e3_strong_lr_lo,e3_strong_lr_hi,e3_strong_tier_at_bound,e3_moderate_note,e3_strong_note,e3_supporting_note
TP53,y_mid_band_excluded,s3_10,avi_splice_site_usage,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.568359375,64.61538461538463,Strong,10.0,2.0,23.26153846153846,156.0,Strong,True,7.0,0.6669921875,130.0,Strong,10.0,0.0,130.0,169.0,Strong,True,7.0,0.91949462890625,,not evaluable,8.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_10,avi_splice_junctions,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.509765625,21.53846153846154,Strong,10.0,6.0,10.573426573426573,71.07692307692308,Moderate,True,7.0,5.375,116.3076923076923,Strong,9.0,1.0,30.153846153846153,156.0,Strong,True,7.0,6.83984375,,not evaluable,7.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s11_50,spliceai,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,pangolin,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,alphagenome,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,cadd,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,phylop,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,phastcons,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,gpn_msa,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,nt,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,spliceai_walker,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,avi,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,avi_splice_sites,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,avi_splice_site_usage,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s11_50,avi_splice_junctions,47,0,47,True,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s3_50,spliceai,228,13,215,True,ok,,0.15350877192982457,0.13596491228070176,1.0,0.8976744186046511,9.772727272727273,0.0,Moderate,Supporting,13.0,22.0,6.935483870967741,15.357142857142858,Moderate,0.0,162.0,0.0,0.0,True,True,7.0,0.3335808515548706,9.302884615384615,Moderate,9.0,16.0,5.222672064777329,18.192307692307693,Moderate,True,7.0,0.3791576027870178,10.631868131868131,Moderate,9.0,14.0,5.512820512820513,21.263736263736263,Moderate,True,7.0,0.883614718914032,,not evaluable,5.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_50,pangolin,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.3767528235912323,35.833333333333336,Strong,13.0,6.0,19.545454545454547,107.5,Strong,True,7.0,0.4281759262084961,43.0,Strong,13.0,5.0,21.5,215.0,Strong,True,7.0,0.6740013957023621,165.3846153846154,Strong,10.0,1.0,45.48076923076923,199.38461538461542,Strong,,,
TP53,y_mid_band_excluded,s3_50,alphagenome,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s3_50,cadd,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,19.19,14.471153846153845,Moderate,7.0,8.0,6.2019230769230775,38.58974358974359,Moderate,True,7.0,22.6,,not evaluable,3.0,6.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_mid_band_excluded,s3_50,phylop,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,4.08529,,not evaluable,0.0,0.0,,,not evaluable,True,7.0,5.25,,not evaluable,0.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_mid_band_excluded,s3_50,phastcons,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,1.0,,not evaluable,0.0,0.0,,,not evaluable,False,2.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_mid_band_excluded,s3_50,gpn_msa,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s3_50,nt,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over
TP53,y_mid_band_excluded,s3_50,spliceai_walker,228,13,215,True,ok,,0.15789473684210525,0.15350877192982457,1.0,0.8930232558139535,9.347826086956522,0.0,Moderate,Supporting,13.0,23.0,6.71875,14.333333333333334,Moderate,0.0,157.0,0.0,0.0,True,True,7.0,0.3335808515548706,11.370192307692308,Moderate,11.0,16.0,6.808849238996298,21.5,Moderate,True,7.0,0.4277547001838684,15.16025641025641,Moderate,11.0,12.0,8.755656108597284,30.32051282051282,Moderate,True,7.0,0.893125057220459,,not evaluable,4.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_50,avi,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.7155988216400146,99.23076923076924,Strong,12.0,2.0,36.38461538461539,216.0,Strong,True,7.0,0.845728874206543,199.38461538461542,Strong,12.0,0.0,166.15384615384616,216.0,Strong,True,7.0,1.1815255880355835,,not evaluable,1.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_50,avi_splice_sites,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.2978515625,12.647058823529411,Moderate,13.0,17.0,8.6,21.5,Moderate,True,7.0,0.439453125,43.0,Strong,13.0,5.0,21.5,215.0,Strong,True,7.0,0.8583984375,,not evaluable,6.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_50,avi_splice_site_usage,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.3828125,82.6923076923077,Strong,10.0,2.0,29.76923076923077,199.38461538461542,Strong,True,7.0,0.4921875,82.6923076923077,Strong,10.0,2.0,27.564102564102566,199.38461538461542,Strong,True,7.0,0.913726806640625,,not evaluable,8.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_50,avi_splice_junctions,228,13,215,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.212890625,20.673076923076923,Strong,10.0,8.0,10.623813686313687,55.12820512820513,Moderate,True,7.0,3.955078125,27.564102564102566,Strong,10.0,6.0,13.230769230769232,99.23076923076924,Moderate,True,7.0,6.24609375,,not evaluable,8.0,1.0,,,not evaluable,,,
TP53,y_mid_band_excluded,all_1_50,spliceai,272,56,216,False,ok,,0.2867647058823529,0.11764705882352941,1.0,0.8981481481481481,9.818181818181818,0.0,Moderate,Moderate,56.0,22.0,6.967741935483871,15.428571428571429,Moderate,0.0,162.0,0.0,0.0,True,True,7.0,0.3839756846427917,14.3265306122449,Moderate,52.0,14.0,9.222604259094942,26.517857142857142,Moderate,True,7.0,0.7496998906135559,27.551020408163268,Strong,50.0,7.0,15.75,90.69107142857118,Moderate,True,7.0,0.9071353077888488,178.25,Strong,46.0,0.0,158.875,197.625,Strong,,,
TP53,y_mid_band_excluded,all_1_50,pangolin,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.4337601959705353,36.0,Strong,56.0,6.0,19.636363636363637,108.0,Strong,True,7.0,0.6153752207756042,102.21428571428572,Strong,53.0,2.0,39.34285714285714,213.125,Strong,True,7.0,0.8736386299133301,100.75,Strong,26.0,0.0,69.75,127.875,Strong,,,
TP53,y_mid_band_excluded,all_1_50,alphagenome,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,all_1_50,cadd,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,22.7,24.795918367346943,Strong,45.0,7.0,13.5,79.07142857142857,Moderate,True,7.0,24.2,33.94285714285714,Strong,44.0,5.0,17.142857142857146,169.71428571428572,Moderate,True,7.0,35.0,38.75,Strong,10.0,0.0,38.75,65.875,Strong,,,
TP53,y_mid_band_excluded,all_1_50,phylop,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,4.72246,108.5,Strong,28.0,0.0,81.375,139.5,Strong,True,7.0,4.7712,108.5,Strong,28.0,0.0,81.375,135.625,Strong,True,7.0,6.43175,89.125,Strong,23.0,0.0,62.0,116.25,Strong,,,
TP53,y_mid_band_excluded,all_1_50,phastcons,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,1.0,151.125,Strong,39.0,0.0,124.0,174.375,Strong,True,7.0,1.0,151.125,Strong,39.0,0.0,124.0,178.25,Strong,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_mid_band_excluded,all_1_50,gpn_msa,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,all_1_50,nt,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.371649742126465,8.142857142857144,Moderate,38.0,18.0,5.340659340659341,14.025974025974026,Moderate,True,7.0,4.94184684753418,36.642857142857146,Strong,19.0,2.0,13.221734693877552,96.42857142857144,Moderate,True,6.0,5.793684959411621,46.285714285714285,Strong,12.0,1.0,11.571428571428573,73.28571428571429,Moderate,,,
TP53,y_mid_band_excluded,all_1_50,spliceai_walker,272,56,216,False,ok,,0.29411764705882354,0.12867647058823528,1.0,0.8888888888888888,9.0,0.0,Moderate,Moderate,56.0,24.0,6.545454545454545,14.399999999999999,Moderate,0.0,157.0,0.0,0.0,True,True,7.0,0.4395616948604584,17.035714285714285,Moderate,53.0,12.0,10.759398496240602,34.714285714285715,Moderate,True,7.0,0.7440983057022095,27.551020408163268,Strong,50.0,7.0,15.428571428571429,66.85714285714286,Moderate,True,7.0,0.9453169107437134,178.25,Strong,46.0,0.0,155.0,197.625,Strong,,,
TP53,y_mid_band_excluded,all_1_50,avi,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.8793784976005554,204.42857142857144,Strong,53.0,1.0,65.57142857142857,216.0,Strong,True,7.0,1.0904030799865725,174.375,Strong,45.0,0.0,151.125,193.75,Strong,True,7.0,1.538756251335144,124.0,Strong,32.0,0.0,96.875,151.125,Strong,,,
TP53,y_mid_band_excluded,all_1_50,avi_splice_sites,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.4609375,41.65714285714286,Strong,54.0,5.0,21.214285714285715,208.2857142857143,Strong,True,7.0,0.515625,40.885714285714286,Strong,53.0,5.0,20.05714285714286,201.57321428571387,Strong,True,7.0,0.992828369140625,58.125,Strong,15.0,0.0,38.75,85.25,Strong,,,
TP53,y_mid_band_excluded,all_1_50,avi_splice_site_usage,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,False,1.0,,,not evaluable,,,,,,False,1.0,,,not evaluable,,,,,,False,1.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over
TP53,y_mid_band_excluded,all_1_50,avi_splice_junctions,272,56,216,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.2578125,20.142857142857146,Strong,47.0,9.0,11.565756302521008,49.20267857142844,Moderate,True,7.0,3.74609375,25.89795918367347,Strong,47.0,7.0,14.53846153846154,86.78571428571429,Moderate,True,7.0,6.23046875,123.42857142857143,Strong,32.0,1.0,36.0,150.42857142857142,Strong,,,
