gene,label_definition,stratum,tool,n,n_pos,n_neg,walker_in_scope,status,reason,walker_frac_pp3,walker_frac_grey,walker_sens_pp3,walker_spec_pp3,walker_lr_pp3,walker_lr_bp4,walker_tier_pp3,walker_tier_bp4,walker_pp3_n_pos_band,walker_pp3_n_neg_band,walker_lr_pp3_lo,walker_lr_pp3_hi,walker_tier_pp3_at_bound,walker_bp4_n_pos_band,walker_bp4_n_neg_band,walker_lr_bp4_lo,walker_lr_bp4_hi,column_basis_comparable,e3_supporting_reachable_in_sample,e3_supporting_logo_folds,e3_supporting_threshold,e3_supporting_lr_here,e3_supporting_tier_here,e3_supporting_n_pos_band,e3_supporting_n_neg_band,e3_supporting_lr_lo,e3_supporting_lr_hi,e3_supporting_tier_at_bound,e3_moderate_reachable_in_sample,e3_moderate_logo_folds,e3_moderate_threshold,e3_moderate_lr_here,e3_moderate_tier_here,e3_moderate_n_pos_band,e3_moderate_n_neg_band,e3_moderate_lr_lo,e3_moderate_lr_hi,e3_moderate_tier_at_bound,e3_strong_reachable_in_sample,e3_strong_logo_folds,e3_strong_threshold,e3_strong_lr_here,e3_strong_tier_here,e3_strong_n_pos_band,e3_strong_n_neg_band,e3_strong_lr_lo,e3_strong_lr_hi,e3_strong_tier_at_bound,e3_moderate_note,e3_strong_note,e3_supporting_note
TP53,y_median_split,pm12,avi_splice_site_usage,48,48,0,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,pm12,avi_splice_junctions,48,48,0,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,s3_10,spliceai,192,85,107,True,ok,,0.203125,0.14583333333333334,0.29411764705882354,0.8691588785046729,2.247899159663866,0.7585218702865762,Supporting,below supporting,25.0,14.0,1.258823529411765,4.3359477124183,below supporting,47.0,78.0,0.5987087517934003,0.939921568627451,True,True,7.0,0.397732138633728,2.0141176470588236,below supporting,16.0,10.0,0.9626297577854672,4.784578431372544,below supporting,True,7.0,0.5639702081680298,2.1579831932773113,Supporting,12.0,7.0,0.9155080213903743,6.713725490196079,below supporting,True,6.0,0.8993068933486938,,not evaluable,4.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_10,pangolin,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.4068579971790313,12.588235294117649,Moderate,20.0,2.0,4.191582633053222,32.72941176470589,Supporting,True,7.0,0.547325074672699,20.141176470588235,Strong,16.0,1.0,5.454901960784314,29.12205882352941,Moderate,True,7.0,0.7039144039154053,,not evaluable,9.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_10,alphagenome,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,s3_10,cadd,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,19.53,3.4617647058823535,Supporting,11.0,4.0,1.2588235294117647,16.364705882352943,below supporting,False,1.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_10,phylop,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,4.58587,,not evaluable,0.0,0.0,,,not evaluable,True,7.0,5.34067,,not evaluable,0.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_10,phastcons,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,1.0,,not evaluable,0.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_10,gpn_msa,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,s3_10,nt,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.6364574432373047,3.4617647058823535,Supporting,11.0,4.0,1.2588235294117647,16.364705882352943,below supporting,False,5.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_10,spliceai_walker,192,85,107,True,ok,,0.20833333333333334,0.16666666666666666,0.3058823529411765,0.8691588785046729,2.3378151260504207,0.7825119236883943,Supporting,below supporting,26.0,14.0,1.3633508403361345,4.563235294117647,below supporting,46.0,74.0,0.6108070934256056,0.9751449875724939,True,True,7.0,0.4259027540683746,2.5176470588235293,Supporting,18.0,9.0,1.2588235294117647,6.608823529411765,below supporting,True,7.0,0.5537148118019104,2.6974789915966393,Supporting,15.0,7.0,1.1685617323852622,8.413137254901942,below supporting,True,7.0,0.89483243227005,,not evaluable,4.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_10,avi,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.844028890132904,16.51764705882353,Moderate,13.0,0.0,12.705882352941178,25.411764705882355,Moderate,True,7.0,1.0689042806625366,,not evaluable,2.0,0.0,,,not evaluable,True,7.0,1.3679836988449097,,not evaluable,0.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_10,avi_splice_sites,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.33984375,2.769411764705883,Supporting,22.0,10.0,1.4521428571428574,6.79764705882353,below supporting,True,7.0,0.455810546875,10.070588235294117,Moderate,16.0,2.0,3.147058823529412,26.68235294117647,Supporting,False,1.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_10,avi_splice_site_usage,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.568359375,16.364705882352943,Moderate,13.0,1.0,4.196078431372549,24.14117647058824,Supporting,True,7.0,0.6669921875,15.247058823529413,Moderate,12.0,0.0,12.705882352941178,24.14117647058824,Moderate,True,7.0,0.91949462890625,,not evaluable,9.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_10,avi_splice_junctions,192,85,107,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.509765625,4.720588235294119,Moderate,15.0,4.0,1.888235294117647,22.049999999999955,below supporting,True,7.0,5.375,13.976470588235296,Moderate,11.0,0.0,12.705882352941178,22.870588235294118,Moderate,True,7.0,6.83984375,,not evaluable,8.0,0.0,,,not evaluable,,,
TP53,y_median_split,s11_50,spliceai,48,11,37,True,ok,,0.041666666666666664,0.08333333333333333,0.09090909090909091,0.972972972972973,,1.0511363636363635,not evaluable,below supporting,1.0,1.0,,,not evaluable,10.0,32.0,0.7914438502673796,1.2758620689655173,True,True,6.0,0.2397319227457046,,not evaluable,1.0,0.0,,,not evaluable,True,6.0,0.3111262619495392,,not evaluable,1.0,0.0,,,not evaluable,False,1.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s11_50,pangolin,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,True,6.0,0.1923362016677856,,not evaluable,1.0,0.0,,,not evaluable,True,6.0,0.3521193712949753,,not evaluable,1.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s11_50,alphagenome,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,s11_50,cadd,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,True,3.0,21.1,,not evaluable,1.0,0.0,,,not evaluable,False,1.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s11_50,phylop,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,False,2.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over
TP53,y_median_split,s11_50,phastcons,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,False,1.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over
TP53,y_median_split,s11_50,gpn_msa,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,s11_50,nt,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over
TP53,y_median_split,s11_50,spliceai_walker,48,11,37,True,ok,,0.041666666666666664,0.08333333333333333,0.09090909090909091,0.972972972972973,,1.0511363636363635,not evaluable,below supporting,1.0,1.0,,,not evaluable,10.0,32.0,0.8154269972451791,1.2758620689655173,True,True,6.0,0.2532642036676407,,not evaluable,1.0,0.0,,,not evaluable,True,6.0,0.3130816221237182,,not evaluable,1.0,0.0,,,not evaluable,False,1.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s11_50,avi,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,True,6.0,0.5901179909706116,,not evaluable,0.0,0.0,,,not evaluable,True,6.0,0.691426157951355,,not evaluable,0.0,0.0,,,not evaluable,True,2.0,1.1923002004623413,,not evaluable,0.0,0.0,,,not evaluable,,,
TP53,y_median_split,s11_50,avi_splice_sites,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,True,6.0,0.270484447479248,,not evaluable,1.0,0.0,,,not evaluable,True,6.0,0.5078125,,not evaluable,1.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s11_50,avi_splice_site_usage,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,True,6.0,0.154296875,,not evaluable,1.0,0.0,,,not evaluable,True,6.0,0.2469959259033203,,not evaluable,1.0,0.0,,,not evaluable,True,2.0,0.6455078125,,not evaluable,0.0,0.0,,,not evaluable,,,
TP53,y_median_split,s11_50,avi_splice_junctions,48,11,37,True,ok,,,,,,,,,,,,,,,,,,,True,True,6.0,3.3779296875,,not evaluable,1.0,0.0,,,not evaluable,True,6.0,4.36328125,,not evaluable,1.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_50,spliceai,240,96,144,True,ok,,0.17083333333333334,0.13333333333333333,0.2708333333333333,0.8958333333333334,2.5999999999999996,0.7772727272727273,Supporting,below supporting,26.0,15.0,1.4347826086956523,5.0,below supporting,57.0,110.0,0.6445838252656434,0.9357337836587393,True,True,7.0,0.3335808515548706,2.454545454545454,Supporting,18.0,11.0,1.2692307692307692,5.57276785714285,below supporting,True,7.0,0.3791576027870178,2.55,Supporting,17.0,10.0,1.2,6.6,below supporting,True,7.0,0.883614718914032,,not evaluable,5.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_50,pangolin,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.3767528235912323,16.5,Moderate,22.0,2.0,5.699999999999999,42.29166666666667,Moderate,True,7.0,0.4281759262084961,14.25,Moderate,19.0,2.0,5.250000000000001,37.76041666666667,Moderate,True,7.0,0.6740013957023621,19.635416666666664,Strong,13.0,0.0,15.104166666666668,30.208333333333336,Moderate,,,
TP53,y_median_split,s3_50,alphagenome,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,s3_50,cadd,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,19.19,4.875,Moderate,13.0,4.0,1.8333333333333333,21.000000000000004,below supporting,True,7.0,22.6,4.0,Supporting,8.0,3.0,1.5,18.0,below supporting,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_50,phylop,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,4.08529,,not evaluable,0.0,0.0,,,not evaluable,True,7.0,5.25,,not evaluable,0.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_50,phastcons,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,1.0,,not evaluable,0.0,0.0,,,not evaluable,False,2.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,s3_50,gpn_msa,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,s3_50,nt,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over
TP53,y_median_split,s3_50,spliceai_walker,240,96,144,True,ok,,0.175,0.15,0.28125,0.8958333333333334,2.6999999999999997,0.7924528301886793,Supporting,below supporting,27.0,15.0,1.5,5.250000000000001,below supporting,56.0,106.0,0.6504424778761062,0.9574797104628205,True,True,7.0,0.3335808515548706,2.727272727272727,Supporting,20.0,11.0,1.40625,6.0,below supporting,True,7.0,0.4277547001838684,3.5625,Supporting,19.0,8.0,1.749519230769231,10.5,below supporting,True,7.0,0.893125057220459,,not evaluable,4.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_50,avi,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.7155988216400146,24.166666666666664,Strong,16.0,0.0,15.104166666666668,34.739583333333336,Moderate,True,7.0,0.845728874206543,19.635416666666664,Strong,13.0,0.0,15.104166666666668,30.208333333333336,Moderate,True,7.0,1.1815255880355835,,not evaluable,1.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_50,avi_splice_sites,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.2978515625,3.2727272727272725,Supporting,24.0,11.0,1.7368421052631577,7.199999999999999,below supporting,True,7.0,0.439453125,14.25,Moderate,19.0,2.0,4.875,37.76041666666667,Moderate,True,7.0,0.8583984375,,not evaluable,6.0,0.0,,,not evaluable,,,
TP53,y_median_split,s3_50,avi_splice_site_usage,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.3828125,21.000000000000004,Strong,14.0,1.0,5.5,31.71875,Moderate,True,7.0,0.4921875,19.5,Strong,13.0,1.0,5.5,28.697916666666664,Moderate,True,7.0,0.913726806640625,15.104166666666668,Moderate,10.0,0.0,15.104166666666668,25.790364583333403,Moderate,,,
TP53,y_median_split,s3_50,avi_splice_junctions,240,96,144,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.212890625,6.75,Moderate,18.0,4.0,2.8125,31.5,Supporting,True,7.0,3.955078125,7.5,Moderate,15.0,3.0,2.6999999999999997,28.5,Supporting,True,7.0,6.24609375,15.104166666666668,Moderate,10.0,0.0,15.104166666666668,25.677083333333336,Moderate,,,
TP53,y_median_split,all_1_50,spliceai,288,144,144,False,ok,,0.3055555555555556,0.11458333333333333,0.5069444444444444,0.8958333333333334,4.866666666666666,0.5181818181818182,Moderate,below supporting,73.0,15.0,3.227272727272727,9.222916666666663,Supporting,57.0,110.0,0.4086552520200077,0.6363859180035649,True,True,7.0,0.3839756846427917,6.3999999999999995,Moderate,64.0,10.0,3.7058823529411766,14.751249999999994,Supporting,True,7.0,0.7496998906135559,11.399999999999999,Moderate,57.0,5.0,5.598888888888888,53.00000000000001,Moderate,True,7.0,0.9071353077888488,50.34722222222222,Strong,50.0,0.0,39.27083333333333,61.423611111111114,Strong,,,
TP53,y_median_split,all_1_50,pangolin,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.4337601959705353,33.5,Strong,67.0,2.0,13.195,75.53281249999995,Moderate,True,7.0,0.6153752207756042,60.00000000000001,Strong,60.0,1.0,17.993750000000002,70.48611111111111,Moderate,True,7.0,0.8736386299133301,27.1875,Strong,27.0,0.0,18.125,36.25,Moderate,,,
TP53,y_median_split,all_1_50,alphagenome,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,all_1_50,cadd,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,22.7,18.333333333333332,Moderate,55.0,3.0,7.500000000000001,62.00000000000001,Moderate,True,7.0,24.2,26.500000000000004,Strong,53.0,2.0,10.0,62.00000000000001,Moderate,True,7.0,35.0,10.069444444444445,Moderate,10.0,0.0,10.069444444444445,17.118055555555554,Moderate,,,
TP53,y_median_split,all_1_50,phylop,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,4.72246,30.208333333333336,Strong,30.0,0.0,21.145833333333336,40.27777777777778,Strong,True,7.0,4.7712,30.208333333333336,Strong,30.0,0.0,21.145833333333336,40.27777777777778,Strong,True,7.0,6.43175,24.166666666666664,Strong,24.0,0.0,15.104166666666668,33.229166666666664,Moderate,,,
TP53,y_median_split,all_1_50,phastcons,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,1.0,42.29166666666667,Strong,42.0,0.0,31.21527777777778,53.36805555555556,Strong,True,7.0,1.0,42.29166666666667,Strong,42.0,0.0,32.22222222222222,53.36805555555556,Strong,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_median_split,all_1_50,gpn_msa,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_median_split,all_1_50,nt,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.371649742126465,6.375000000000001,Moderate,51.0,8.0,3.5,16.666666666666668,Supporting,True,7.0,4.94184684753418,10.500000000000002,Moderate,21.0,2.0,3.5999999999999996,27.004687499999974,Supporting,True,6.0,5.793684959411621,13.0,Moderate,13.0,1.0,3.512500000000001,20.000000000000004,Supporting,,,
TP53,y_median_split,all_1_50,spliceai_walker,288,144,144,False,ok,,0.3125,0.125,0.5208333333333334,0.8958333333333334,5.0,0.5283018867924528,Moderate,below supporting,75.0,15.0,3.1997619047619046,9.125,Supporting,56.0,106.0,0.41120243658210953,0.6500657894736839,True,True,7.0,0.4395616948604584,8.125,Moderate,65.0,8.0,4.538333333333333,22.666666666666668,Moderate,True,7.0,0.7440983057022095,11.399999999999999,Moderate,57.0,5.0,5.6,54.375,Moderate,True,7.0,0.9453169107437134,50.34722222222222,Strong,50.0,0.0,39.27083333333333,61.423611111111114,Strong,,,
TP53,y_median_split,all_1_50,avi,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.8793784976005554,59.40972222222222,Strong,59.0,0.0,48.33333333333333,70.48611111111111,Strong,True,7.0,1.0904030799865725,49.34027777777778,Strong,49.0,0.0,37.25694444444444,60.441840277777644,Strong,True,7.0,1.538756251335144,36.25,Strong,36.0,0.0,26.180555555555557,46.31944444444444,Strong,,,
TP53,y_median_split,all_1_50,avi_splice_sites,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.4609375,32.0,Strong,64.0,2.0,12.2,73.50694444444444,Moderate,True,7.0,0.515625,31.000000000000004,Strong,62.0,2.0,11.162500000000001,72.0,Moderate,True,7.0,0.992828369140625,17.118055555555554,Moderate,17.0,0.0,11.07638888888889,25.17361111111111,Moderate,,,
TP53,y_median_split,all_1_50,avi_splice_site_usage,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,False,1.0,,,not evaluable,,,,,,False,1.0,,,not evaluable,,,,,,False,1.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over
TP53,y_median_split,all_1_50,avi_splice_junctions,288,144,144,False,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.2578125,15.000000000000002,Moderate,60.0,4.0,7.000000000000001,64.0,Moderate,True,7.0,3.74609375,19.0,Strong,57.0,3.0,8.247916666666667,64.0,Moderate,True,7.0,6.23046875,37.25694444444444,Strong,37.0,0.0,27.1875,48.33333333333333,Strong,,,
TP53,y_mid_band_excluded,pm12,spliceai,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,pangolin,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,alphagenome,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,cadd,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,phylop,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,phastcons,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,gpn_msa,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,nt,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,spliceai_walker,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,avi,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,avi_splice_sites,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,avi_splice_site_usage,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,pm12,avi_splice_junctions,44,43,1,False,not evaluable,fewer than 10 labelled on one side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s3_10,spliceai,181,13,168,True,ok,,0.18232044198895028,0.14917127071823205,1.0,0.8809523809523809,8.4,0.0,Moderate,Supporting,13.0,20.0,5.793103448275862,14.0,Moderate,0.0,121.0,0.0,0.0,True,True,7.0,0.397732138633728,8.946745562130177,Moderate,9.0,13.0,4.846153846153847,19.384615384615387,Moderate,True,7.0,0.5639702081680298,10.051282051282051,Moderate,7.0,9.0,4.307692307692308,25.84615384615385,Supporting,True,6.0,0.8993068933486938,,not evaluable,4.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_10,pangolin,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.4068579971790313,33.6,Strong,13.0,5.0,16.8,168.0,Moderate,True,7.0,0.547325074672699,84.0,Strong,13.0,2.0,33.6,169.0,Strong,True,7.0,0.7039144039154053,,not evaluable,8.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_10,alphagenome,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s3_10,cadd,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,19.53,11.076923076923078,Moderate,6.0,7.0,4.307692307692308,30.153846153846153,Supporting,False,1.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_mid_band_excluded,s3_10,phylop,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,4.58587,,not evaluable,0.0,0.0,,,not evaluable,True,7.0,5.34067,,not evaluable,0.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
TP53,y_mid_band_excluded,s3_10,phastcons,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,1.0,,not evaluable,0.0,0.0,,,not evaluable,False,0.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_mid_band_excluded,s3_10,gpn_msa,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,y_mid_band_excluded,s3_10,nt,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,3.6364574432373047,9.692307692307693,Moderate,6.0,8.0,3.8769230769230774,25.84615384615385,Supporting,False,5.0,,,not evaluable,,,,,,False,0.0,,,not evaluable,,,,,,tier unreachable in-sample; LOGO median not carried over,tier unreachable in-sample; LOGO median not carried over,
TP53,y_mid_band_excluded,s3_10,spliceai_walker,181,13,168,True,ok,,0.1878453038674033,0.1712707182320442,1.0,0.875,8.0,0.0,Moderate,Supporting,13.0,21.0,5.6,12.949999999999854,Moderate,0.0,116.0,0.0,0.0,True,True,7.0,0.4259027540683746,11.846153846153847,Moderate,11.0,12.0,7.046691769768693,25.84615384615385,Moderate,True,7.0,0.5537148118019104,14.358974358974361,Moderate,10.0,9.0,7.538461538461538,35.53846153846154,Moderate,True,7.0,0.89483243227005,,not evaluable,4.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_10,avi,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.844028890132904,156.0,Strong,12.0,0.0,130.0,169.0,Strong,True,7.0,1.0689042806625366,,not evaluable,2.0,0.0,,,not evaluable,True,7.0,1.3679836988449097,,not evaluable,0.0,0.0,,,not evaluable,,,
TP53,y_mid_band_excluded,s3_10,avi_splice_sites,181,13,168,True,ok,,,,,,,,,,,,,,,,,,,True,True,7.0,0.33984375,11.2,Moderate,13.0,15.0,7.6280632411067195,21.0,Moderate,True,7.0,0.455810546875,35.53846153846154,Strong,11.0,4.0,16.615384615384617,155.0769230769231,Moderate,False,1.0,,,not evaluable,,,,,,,tier unreachable in-sample; LOGO median not carried over,
