tool,stratum,n,n_pos,n_neg,n_genes,tier,status,reason,logo_threshold_leakage,path_cut_lr,pp3_threshold_insample,pp3_threshold_reachable,pp3_threshold_variant_boot,pp3_logo_folds_reaching,pp3_logo_folds_with_heldout_lr,pp3_logo_threshold_spread,pp3_logo_threshold_median,pp3_logo_heldout_lr_median,pp3_logo_heldout_lr_min,pp3_logo_heldout_lr_max,ben_cut_lr,bp4_threshold_insample,bp4_threshold_reachable,bp4_threshold_variant_boot,bp4_logo_heldout_lr_median,walker_pp3_local_lr,walker_pp3_local_lr_lo,walker_pp3_local_lr_hi,walker_pp3_stringent_bound,walker_pp3_nearest_grid_score,walker_bp4_local_lr,walker_bp4_local_lr_lo,walker_bp4_local_lr_hi,walker_bp4_stringent_bound,walker_bp4_nearest_grid_score
spliceai,s11_50,4537,225,4312,6,strong,ok,,,18.7,,False,,1,1,0.0,0.6014209985733032,9.605839416058394,9.605839416058394,9.605839416058394,0.05347593582887701,,False,,,2.8636526181353763,1.330950378469302,8.259820600061863,1.330950378469302,0.19968311488628387,0.7985185185185185,0.0,1.6214347450302506,1.6214347450302506,0.1000913456082344
spliceai,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,2.8636526181353763,1.330950378469302,8.259820600061863,1.330950378469302,0.19968311488628387,0.7985185185185185,0.0,1.6214347450302506,1.6214347450302506,0.1000913456082344
spliceai,s3_50,7612,795,6817,7,supporting,ok,,,2.08,0.3301774859428406,True,0.31584545969963074,7,7,0.009233921766281128,0.3335808515548706,15.913043478260871,7.877419997013885,35.530633437175496,0.4807692307692308,0.0003459453582763672,True,0.0003352165222167969,0.0,1.8822825586746432,0.9829920127254882,2.995583376804034,0.9829920127254882,0.19997423887252808,1.3959046365364924,0.4709036634945695,2.1715445920998464,2.1715445920998464,0.1000913456082344
spliceai,s3_50,7612,795,6817,7,moderate,ok,,,4.33,0.3818904459476471,True,0.3883638381958008,7,7,0.01345399022102356,0.3791576027870178,19.891304347826086,8.565910043720429,43.73831775700934,0.23094688221709006,,False,,0.0,1.8822825586746432,0.9829920127254882,2.995583376804034,0.9829920127254882,0.19997423887252808,1.3959046365364924,0.4709036634945695,2.1715445920998464,2.1715445920998464,0.1000913456082344
spliceai,s3_50,7612,795,6817,7,strong,ok,,,18.7,0.8814790844917297,True,0.8355700373649597,7,6,0.0917242169380188,0.883614718914032,46.986240913811,14.038574793875148,283.8582375478927,0.05347593582887701,,False,,,1.8822825586746432,0.9829920127254882,2.995583376804034,0.9829920127254882,0.19997423887252808,1.3959046365364924,0.4709036634945695,2.1715445920998464,2.1715445920998464,0.1000913456082344
spliceai,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,1.8822825586746432,0.9829920127254882,2.995583376804034,0.9829920127254882,0.19997423887252808,1.3959046365364924,0.4709036634945695,2.1715445920998464,2.1715445920998464,0.1000913456082344
spliceai,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,0.3818904459476471,True,0.38691866397857666,7,7,0.12206000089645386,0.38397568464279175,33.7655601659751,13.775087719298247,38.01818181818182,0.4807692307692308,0.0018418431282043457,True,0.0017028125002980232,0.02042338686890378,0.940923443005537,0.49382311415893504,1.4531012680597215,0.49382311415893504,0.19997423887252808,0.697790770394287,0.2117968909630332,1.2072893579369708,1.2072893579369708,0.1000913456082344
spliceai,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,0.7510333061218262,True,0.5624926686286926,7,7,0.19455426931381226,0.7496998906135559,64.77474807350326,18.21842105263158,174.46224379719524,0.23094688221709006,0.0003352165222167969,True,0.0003352165222167969,0.0,0.940923443005537,0.49382311415893504,1.4531012680597215,0.49382311415893504,0.19997423887252808,0.697790770394287,0.2117968909630332,1.2072893579369708,1.2072893579369708,0.1000913456082344
spliceai,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,0.9970125555992126,True,0.8759298324584961,7,5,0.12088245153427124,0.9071353077888489,46.91489361702127,31.865263157894738,142.56569847856156,0.05347593582887701,,False,,,0.940923443005537,0.49382311415893504,1.4531012680597215,0.49382311415893504,0.19997423887252808,0.697790770394287,0.2117968909630332,1.2072893579369708,1.2072893579369708,0.1000913456082344
spliceai,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,0.940923443005537,0.49382311415893504,1.4531012680597215,0.49382311415893504,0.19997423887252808,0.697790770394287,0.2117968909630332,1.2072893579369708,1.2072893579369708,0.1000913456082344
pangolin,pm12,841,804,37,7,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,,False,,,,,,,,,,,,
pangolin,pm12,841,804,37,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
pangolin,pm12,841,804,37,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
pangolin,pm12,841,804,37,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
pangolin,s3_10,3075,570,2505,7,supporting,ok,,,2.08,0.3927895128726959,True,0.3896220028400421,7,6,0.07453891634941101,0.40685799717903137,12.998693834900733,9.652792413066384,24.39010989010989,0.4807692307692308,0.00377848488278687,True,0.004024505615234375,0.042395104895104896,,,,,,,,,,
pangolin,s3_10,3075,570,2505,7,moderate,ok,,,4.33,0.5108555555343628,True,0.6248989105224609,7,6,0.0739557147026062,0.547325074672699,20.92106523613373,11.780539772727273,47.50769230769232,0.23094688221709006,0.0015617124736309052,True,0.0023102376144379377,0.0,,,,,,,,,,
pangolin,s3_10,3075,570,2505,7,strong,ok,,,18.7,0.6972330212593079,True,0.7014550566673279,7,6,0.010764837265014648,0.7039144039154053,59.50568181818181,27.11590909090909,185.57692307692307,0.05347593582887701,,False,,,,,,,,,,,,
pangolin,s3_10,3075,570,2505,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
pangolin,s11_50,4537,225,4312,6,supporting,ok,,,2.08,0.20214825868606567,True,0.18852393329143524,6,4,0.03935910761356354,0.19233620166778564,9.668025078369904,5.8702351987023516,35.91111111111111,0.4807692307692308,,False,,0.7013888888888888,,,,,,,,,,
pangolin,s11_50,4537,225,4312,6,moderate,ok,,,4.33,0.4146675169467926,True,0.3669339120388031,6,4,0.09823882579803467,0.3521193712949753,26.936507936507937,20.012165450121657,104.74074074074073,0.23094688221709006,,False,,2.1041666666666665,,,,,,,,,,
pangolin,s11_50,4537,225,4312,6,strong,ok,,,18.7,,False,0.6368409395217896,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
pangolin,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
pangolin,s3_50,7612,795,6817,7,supporting,ok,,,2.08,0.35940226912498474,True,0.3521651327610016,7,7,0.028757929801940918,0.3767528235912323,19.70392156862745,14.202898550724639,40.386334610472545,0.4807692307692308,0.0007956239278428257,True,0.0007733044330962002,0.018251419105912773,,,,,,,,,,
pangolin,s3_50,7612,795,6817,7,moderate,ok,,,4.33,0.4146675169467926,True,0.4196021258831024,7,7,0.028786808252334595,0.4281759262084961,22.8494623655914,16.557496214033314,51.92528735632184,0.23094688221709006,,False,,0.31382803958416094,,,,,,,,,,
pangolin,s3_50,7612,795,6817,7,strong,ok,,,18.7,0.6798364520072937,True,0.6798364520072937,7,6,0.017869949340820312,0.6740013957023621,123.05275851673198,41.111111111111114,227.35294117647058,0.05347593582887701,,False,,,,,,,,,,,,
pangolin,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
pangolin,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,0.4146675169467926,True,0.4009028375148773,7,7,0.047184884548187256,0.4337601959705353,30.54979253112033,13.941052631578948,57.16822899229997,0.4807692307692308,0.004319230560213327,True,0.004319230560213327,0.039457271593310084,,,,,,,,,,
pangolin,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,0.6039909720420837,True,0.5797222256660461,7,7,0.10155850648880005,0.6153752207756042,53.85314685314685,19.204511278195486,225.56171983356447,0.23094688221709006,0.0007733044330962002,True,0.0007733044330962002,0.008338255380412713,,,,,,,,,,
pangolin,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,0.8747165203094482,True,0.6813051700592041,7,6,0.022908449172973633,0.8736386299133301,120.91653771760154,26.139473684210525,280.8543689320388,0.05347593582887701,,False,,,,,,,,,,,,
pangolin,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
alphagenome,pm12,841,804,37,7,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,,False,,,,,,,,,,,,
alphagenome,pm12,841,804,37,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
alphagenome,pm12,841,804,37,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
alphagenome,pm12,841,804,37,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
alphagenome,s3_10,3075,570,2505,7,supporting,ok,,,2.08,2.199000597000122,True,2.1989880442619323,7,7,0.00035130977630615234,2.1990930080413817,13.832512315270938,10.74715909090909,27.0,0.4807692307692308,2.1432563066482544,True,1.980149495601654,0.09185606060606061,,,,,,,,,,
alphagenome,s3_10,3075,570,2505,7,moderate,ok,,,4.33,2.1995164155960083,True,2.1994368195533753,7,6,0.00028462409973117886,2.199536609649658,17.780208036477628,14.167808219178083,38.043269230769226,0.23094688221709006,1.2451963983476162,True,1.2554156892001629,0.47619047619047616,,,,,,,,,,
alphagenome,s3_10,3075,570,2505,7,strong,ok,,,18.7,2.1998827695846557,True,2.1998827695846557,7,6,4.138946533194243e-05,2.1998827695846557,41.625,16.866438356164384,65.17241379310346,0.05347593582887701,,False,,,,,,,,,,,,
alphagenome,s3_10,3075,570,2505,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
alphagenome,s11_50,4537,225,4312,6,supporting,ok,,,2.08,2.1972027897834776,True,2.1972027897834776,6,3,0.0019685029983520508,2.1980564117431642,27.0,8.429614181439,27.918699186991873,0.4807692307692308,,False,,0.0,,,,,,,,,,
alphagenome,s11_50,4537,225,4312,6,moderate,ok,,,4.33,2.1989681839942934,True,2.198879027366638,6,3,0.0008633136749267578,2.1988884806632996,27.0,8.037539103232534,51.301587301587304,0.23094688221709006,,False,,,,,,,,,,,,
alphagenome,s11_50,4537,225,4312,6,strong,ok,,,18.7,2.1996044516563416,True,2.199510633945465,1,0,0.0,2.1996062994003296,,,,0.05347593582887701,,False,,,,,,,,,,,,
alphagenome,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
alphagenome,s3_50,7612,795,6817,7,supporting,ok,,,2.08,2.1988352060317995,True,2.198787271976471,7,7,0.00047582387924194336,2.1988683700561524,20.88888888888889,13.889594000144227,34.77466251298027,0.4807692307692308,1.245150625705719,True,1.2584985673427582,0.0,,,,,,,,,,
alphagenome,s3_50,7612,795,6817,7,moderate,ok,,,4.33,2.199358892440796,True,2.1991897940635683,7,7,0.00010789632797258975,2.1993492960929872,32.645550527903474,16.557496214033314,68.95652173913042,0.23094688221709006,,False,,,,,,,,,,,,
alphagenome,s3_50,7612,795,6817,7,strong,ok,,,18.7,2.1998709440231323,True,2.1998265624046325,7,6,7.275342941293061e-05,2.1998730063438416,70.29312631896292,19.317078916372203,240.93333333333334,0.05347593582887701,,False,,,,,,,,,,,,
alphagenome,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
alphagenome,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,2.199364197254181,True,2.1990915536880493,7,7,7.843971252441406e-05,2.19936226606369,39.92365456821027,17.859267734553775,96.04255319148936,0.4807692307692308,2.147956335544586,True,2.147956335544586,0.048906789413118525,,,,,,,,,,
alphagenome,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,2.199536609649658,True,2.199529492855072,7,7,0.00013550519943228423,2.1995659470558167,45.78409090909091,20.289210526315788,94.21276595744679,0.23094688221709006,1.2316108331084252,True,1.2584985673427582,0.0,,,,,,,,,,
alphagenome,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,2.1999024152755737,True,2.1998958587646484,7,7,0.00011156797409084263,2.1999856352806093,65.42553191489361,34.93026086956522,509.04854368932035,0.05347593582887701,,False,,,,,,,,,,,,
alphagenome,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
cadd,pm12,841,804,37,7,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,,False,,,,,,,,,,,,
cadd,pm12,841,804,37,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
cadd,pm12,841,804,37,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
cadd,pm12,841,804,37,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
cadd,s3_10,3075,570,2505,7,supporting,ok,,,2.08,19.3,True,18.79,7,6,2.780000000000001,19.53,4.035291280727386,3.125506072874494,13.333333333333334,0.4807692307692308,0.707,True,0.594,0.28550295857988167,,,,,,,,,,
cadd,s3_10,3075,570,2505,7,moderate,ok,,,4.33,,False,23.6,1,0,0.0,25.8,,,,0.23094688221709006,0.343,True,0.343,0.0,,,,,,,,,,
cadd,s3_10,3075,570,2505,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
cadd,s3_10,3075,570,2505,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
cadd,s11_50,4537,225,4312,6,supporting,ok,,,2.08,22.6,True,18.27,3,2,6.470000000000002,21.1,0.84375,0.0,1.6875,0.4807692307692308,,False,,0.0,,,,,,,,,,
cadd,s11_50,4537,225,4312,6,moderate,ok,,,4.33,,False,,1,0,0.0,21.9,,,,0.23094688221709006,,False,,,,,,,,,,,,
cadd,s11_50,4537,225,4312,6,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
cadd,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
cadd,s3_50,7612,795,6817,7,supporting,ok,,,2.08,19.27,True,18.14,7,6,2.4299999999999997,19.19,6.837843111942382,3.264208909370199,15.000638569604089,0.4807692307692308,0.286,True,0.286,0.0,,,,,,,,,,
cadd,s3_50,7612,795,6817,7,moderate,ok,,,4.33,22.6,True,20.3,7,6,2.5,22.6,7.008394517826867,3.887850467289719,15.555555555555557,0.23094688221709006,,False,,0.0,,,,,,,,,,
cadd,s3_50,7612,795,6817,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
cadd,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
cadd,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,22.7,True,20.3,7,7,2.700000000000003,22.7,22.870480549199083,13.645284288437814,117.93257820927724,0.4807692307692308,0.327,True,0.348,0.0,,,,,,,,,,
cadd,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,24.1,True,23.5,7,7,1.1999999999999993,24.2,62.80851063829786,24.128744939271254,236.83980582524273,0.23094688221709006,0.286,True,0.286,0.0,,,,,,,,,,
cadd,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,35.0,True,26.3,7,4,8.899999999999999,35.0,59.3444568868981,32.381521739130434,96.54368932038834,0.05347593582887701,,False,,,,,,,,,,,,
cadd,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phylop,pm12,841,804,37,7,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,,False,,,,,,,,,,,,
phylop,pm12,841,804,37,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
phylop,pm12,841,804,37,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phylop,pm12,841,804,37,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phylop,s3_10,3075,570,2505,7,supporting,ok,,,2.08,4.48364,True,3.12172,7,5,1.5779500000000004,4.58587,11.134615384615385,2.6566433566433565,16.758620689655174,0.4807692307692308,-0.850937,True,-0.973032,0.0,,,,,,,,,,
phylop,s3_10,3075,570,2505,7,moderate,ok,,,4.33,5.34067,True,5.16179,7,2,0.9735399999999998,5.34067,5.011026359485264,4.962121212121212,5.059931506849315,0.23094688221709006,-1.32707,True,-1.32707,0.0,,,,,,,,,,
phylop,s3_10,3075,570,2505,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phylop,s3_10,3075,570,2505,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phylop,s11_50,4537,225,4312,6,supporting,ok,,,2.08,,False,,2,2,0.10912999999999995,3.362335,2.5016276533266213,1.1609195402298849,3.842335766423358,0.4807692307692308,,False,,0.0,,,,,,,,,,
phylop,s11_50,4537,225,4312,6,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
phylop,s11_50,4537,225,4312,6,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phylop,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phylop,s3_50,7612,795,6817,7,supporting,ok,,,2.08,4.15258,True,3.69068,7,5,1.3496299999999999,4.08529,14.287850467289719,4.615581098339719,20.248138957816376,0.4807692307692308,-1.49783,True,-1.55443,0.0,,,,,,,,,,
phylop,s3_50,7612,795,6817,7,moderate,ok,,,4.33,5.58181,True,4.50791,7,3,0.8821500000000002,5.25,19.039272030651343,7.159673144876325,22.679127725856695,0.23094688221709006,,False,,,,,,,,,,,,
phylop,s3_50,7612,795,6817,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phylop,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phylop,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,4.72246,True,3.8138,7,7,0.0715400000000006,4.72246,30.77949021932424,15.898936170212764,224.86363636363637,0.4807692307692308,-0.815906,True,-0.823165,0.08810322287273348,,,,,,,,,,
phylop,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,4.7712,True,4.19902,7,7,0.14607999999999954,4.7712,26.711024844720495,19.83056708160443,224.86363636363637,0.23094688221709006,-1.55443,True,-1.55443,0.0,,,,,,,,,,
phylop,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,6.41716,True,6.41716,7,5,0.09623000000000026,6.43175,108.29210526315788,39.25531914893617,222.76363636363635,0.05347593582887701,,False,,,,,,,,,,,,
phylop,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phastcons,pm12,841,804,37,7,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,,False,,,,,,,,,,,,
phastcons,pm12,841,804,37,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
phastcons,pm12,841,804,37,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phastcons,pm12,841,804,37,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phastcons,s3_10,3075,570,2505,7,supporting,ok,,,2.08,1.0,True,1.0,7,6,0.0,1.0,3.951654386329044,2.5080928923293455,7.777777777777779,0.4807692307692308,0.0,True,0.0,0.26454545454545453,,,,,,,,,,
phastcons,s3_10,3075,570,2505,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
phastcons,s3_10,3075,570,2505,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phastcons,s3_10,3075,570,2505,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phastcons,s11_50,4537,225,4312,6,supporting,ok,,,2.08,,False,,1,1,0.0,0.968504,0.9758454106280193,0.9758454106280193,0.9758454106280193,0.4807692307692308,,False,,,,,,,,,,,,
phastcons,s11_50,4537,225,4312,6,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
phastcons,s11_50,4537,225,4312,6,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phastcons,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phastcons,s3_50,7612,795,6817,7,supporting,ok,,,2.08,0.992126,True,0.992126,7,6,0.007874000000000048,1.0,4.901546123441905,4.1681372549019615,9.56201060873958,0.4807692307692308,,False,0.0,0.5374970701937084,,,,,,,,,,
phastcons,s3_50,7612,795,6817,7,moderate,ok,,,4.33,,False,1.0,2,2,0.0,1.0,4.901546123441905,4.610563511251628,5.192528735632184,0.23094688221709006,,False,,,,,,,,,,,,
phastcons,s3_50,7612,795,6817,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phastcons,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
phastcons,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,1.0,True,1.0,7,7,0.007874000000000048,1.0,10.239034878165311,6.082909090909092,23.361702127659576,0.4807692307692308,0.00787402,True,0.00787402,0.17711670480549202,,,,,,,,,,
phastcons,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,1.0,True,1.0,7,7,0.0,1.0,11.333333333333332,7.755594364196069,23.361702127659576,0.23094688221709006,,False,,0.33327857481838424,,,,,,,,,,
phastcons,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
phastcons,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
gpn_msa,pm12,841,804,37,7,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,,False,,,,,,,,,,,,
