tool,stratum,n,n_pos,n_neg,n_genes,tier,status,reason,logo_threshold_leakage,path_cut_lr,pp3_threshold_insample,pp3_threshold_reachable,pp3_threshold_variant_boot,pp3_logo_folds_reaching,pp3_logo_folds_with_heldout_lr,pp3_logo_threshold_spread,pp3_logo_threshold_median,pp3_logo_heldout_lr_median,pp3_logo_heldout_lr_min,pp3_logo_heldout_lr_max,ben_cut_lr,bp4_threshold_insample,bp4_threshold_reachable,bp4_threshold_variant_boot,bp4_logo_heldout_lr_median,walker_pp3_local_lr,walker_pp3_local_lr_lo,walker_pp3_local_lr_hi,walker_pp3_stringent_bound,walker_pp3_nearest_grid_score,walker_bp4_local_lr,walker_bp4_local_lr_lo,walker_bp4_local_lr_hi,walker_bp4_stringent_bound,walker_bp4_nearest_grid_score
gpn_msa,pm12,841,804,37,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
gpn_msa,pm12,841,804,37,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
gpn_msa,pm12,841,804,37,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
gpn_msa,s3_10,3075,570,2505,7,supporting,ok,,,2.08,7.52,True,7.37,7,6,0.5099999999999998,7.47,6.248734024596094,4.600405679513185,11.390151515151516,0.4807692307692308,1.64,True,1.53,0.11810064935064934,,,,,,,,,,
gpn_msa,s3_10,3075,570,2505,7,moderate,ok,,,4.33,9.01,True,9.25,7,5,1.0500000000000007,9.13,7.6558441558441555,6.80448717948718,56.409090909090914,0.23094688221709006,-3.25,True,,0.0,,,,,,,,,,
gpn_msa,s3_10,3075,570,2505,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
gpn_msa,s3_10,3075,570,2505,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
gpn_msa,s11_50,4537,225,4312,6,supporting,ok,,,2.08,6.63,True,6.53,6,5,0.47000000000000064,6.585,3.107771575783598,2.5680473372781063,6.651851851851851,0.4807692307692308,,False,,,,,,,,,,,,
gpn_msa,s11_50,4537,225,4312,6,moderate,ok,,,4.33,,False,,1,1,0.0,7.07,3.3411615360203113,3.3411615360203113,3.3411615360203113,0.23094688221709006,,False,,,,,,,,,,,,
gpn_msa,s11_50,4537,225,4312,6,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
gpn_msa,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
gpn_msa,s3_50,7612,795,6817,7,supporting,ok,,,2.08,6.84,True,6.69,7,7,0.6499999999999995,6.88,5.093699774991965,3.241545893719807,13.025326319890901,0.4807692307692308,-2.59,True,-2.83,0.0,,,,,,,,,,
gpn_msa,s3_50,7612,795,6817,7,moderate,ok,,,4.33,8.24,True,7.7,7,6,0.8199999999999994,8.31,11.995562711065734,5.964912280701755,156.44354838709677,0.23094688221709006,,False,,,,,,,,,,,,
gpn_msa,s3_50,7612,795,6817,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
gpn_msa,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
gpn_msa,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,7.29,True,7.27,7,7,0.08999999999999986,7.28,12.963563278008298,6.589198036006547,30.58291786932564,0.4807692307692308,-1.93,True,-1.93,0.15389201158235394,,,,,,,,,,
gpn_msa,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,8.31,True,8.16,7,7,0.2900000000000009,8.31,25.092198581560286,14.314473684210526,422.32272727272726,0.23094688221709006,-2.59,True,-2.83,0.0,,,,,,,,,,
gpn_msa,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,10.78,True,10.78,7,7,1.1000000000000014,10.78,47.106382978723396,27.606366459627328,148.5090909090909,0.05347593582887701,,False,,,,,,,,,,,,
gpn_msa,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
nt,pm12,841,804,37,7,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,,False,,,,,,,,,,,,
nt,pm12,841,804,37,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
nt,pm12,841,804,37,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
nt,pm12,841,804,37,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
nt,s3_10,3075,570,2505,7,supporting,ok,,,2.08,3.268993377685547,True,3.229180335998535,7,6,0.5916495323181152,3.6364574432373047,4.549294312992943,1.3918269230769231,8.267045454545453,0.4807692307692308,-1.2647771835327148,True,-1.367802619934082,0.1163793103448276,,,,,,,,,,
nt,s3_10,3075,570,2505,7,moderate,ok,,,4.33,,False,4.185383319854736,5,0,0.8109622001647949,4.507055282592773,,,,0.23094688221709006,,False,,0.5413223140495868,,,,,,,,,,
nt,s3_10,3075,570,2505,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
nt,s3_10,3075,570,2505,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
nt,s11_50,4537,225,4312,6,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,-2.141326427459717,True,,0.0,,,,,,,,,,
nt,s11_50,4537,225,4312,6,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
nt,s11_50,4537,225,4312,6,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
nt,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
nt,s3_50,7612,795,6817,7,supporting,ok,,,2.08,,False,3.8071160316467285,0,0,,,,,,0.4807692307692308,-1.7628707885742188,True,-1.7628707885742188,0.4521564531940583,,,,,,,,,,
nt,s3_50,7612,795,6817,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,0.7578431372549019,,,,,,,,,,
nt,s3_50,7612,795,6817,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
nt,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
nt,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,3.5488266944885254,True,3.6178245544433594,7,7,0.41507482528686523,3.371649742126465,8.090789473684211,3.909574468085106,16.227272727272727,0.4807692307692308,-1.8058395385742188,True,-1.791396141052246,0.2923425122595247,,,,,,,,,,
nt,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,4.910090923309326,True,4.222292423248291,7,5,0.2288036346435547,4.94184684753418,27.818181818181817,9.004149377593361,67.21578947368421,0.23094688221709006,,False,-2.842062473297119,0.3916263991162695,,,,,,,,,,
nt,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,5.761064529418945,True,5.684535980224609,6,2,0.25279998779296875,5.793684959411621,34.26302686176021,29.93684210526316,38.58921161825726,0.05347593582887701,,False,,,,,,,,,,,,
nt,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
spliceai_walker,pm12,841,804,37,7,supporting,ok,,,2.08,,False,,0,0,,,,,,0.4807692307692308,,False,,,0.3723428312980551,0.1268357810413885,0.6868625050999592,0.1268357810413885,0.31447792053222656,0.3723428312980551,0.1268357810413885,0.6868625050999592,0.6868625050999592,0.0666157603263855
spliceai_walker,pm12,841,804,37,7,moderate,ok,,,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,0.3723428312980551,0.1268357810413885,0.6868625050999592,0.1268357810413885,0.31447792053222656,0.3723428312980551,0.1268357810413885,0.6868625050999592,0.6868625050999592,0.0666157603263855
spliceai_walker,pm12,841,804,37,7,strong,ok,,,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,0.3723428312980551,0.1268357810413885,0.6868625050999592,0.1268357810413885,0.31447792053222656,0.3723428312980551,0.1268357810413885,0.6868625050999592,0.6868625050999592,0.0666157603263855
spliceai_walker,pm12,841,804,37,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,0.3723428312980551,0.1268357810413885,0.6868625050999592,0.1268357810413885,0.31447792053222656,0.3723428312980551,0.1268357810413885,0.6868625050999592,0.6868625050999592,0.0666157603263855
spliceai_walker,s3_10,3075,570,2505,7,supporting,ok,,,2.08,0.4195183515548706,True,0.3937772214412689,7,7,0.07039332389831543,0.42590275406837463,14.524137931034485,8.623883263847528,30.367132867132867,0.4807692307692308,0.026346683502197266,True,0.024793578311800957,0.09270103523998745,0.9646983311938384,0.4269740955085783,1.5772835494857547,0.4269740955085783,0.19997423887252808,0.837092731829574,0.1945826423438364,1.5499858397054658,1.5499858397054658,0.09981799125671387
spliceai_walker,s3_10,3075,570,2505,7,moderate,ok,,,4.33,0.5386447906494141,True,0.5281116366386414,7,6,0.11036893725395203,0.5537148118019104,13.975373764166868,9.445205479452055,38.50721153846154,0.23094688221709006,0.0028290152549743652,True,0.0028290152549743652,0.0,0.9646983311938384,0.4269740955085783,1.5772835494857547,0.4269740955085783,0.19997423887252808,0.837092731829574,0.1945826423438364,1.5499858397054658,1.5499858397054658,0.09981799125671387
spliceai_walker,s3_10,3075,570,2505,7,strong,ok,,,18.7,0.9594634771347046,True,0.8589727878570557,7,6,0.13730192184448242,0.89483243227005,51.926282051282044,14.151724137931035,89.31818181818181,0.05347593582887701,,False,,,0.9646983311938384,0.4269740955085783,1.5772835494857547,0.4269740955085783,0.19997423887252808,0.837092731829574,0.1945826423438364,1.5499858397054658,1.5499858397054658,0.09981799125671387
spliceai_walker,s3_10,3075,570,2505,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,0.9646983311938384,0.4269740955085783,1.5772835494857547,0.4269740955085783,0.19997423887252808,0.837092731829574,0.1945826423438364,1.5499858397054658,1.5499858397054658,0.09981799125671387
spliceai_walker,s11_50,4537,225,4312,6,supporting,ok,,,2.08,0.24022004008293152,True,0.24022004008293152,6,4,0.03227508068084717,0.2532642036676407,19.15084033613445,6.298911092497307,34.686868686868685,0.4807692307692308,0.0012704133987426758,True,,0.0,2.6133333333333337,1.4318992862807298,6.850343733474352,1.4318992862807298,0.19968311488628387,1.223262411347518,0.0,1.8250170881749828,1.8250170881749828,0.10003030300140381
spliceai_walker,s11_50,4537,225,4312,6,moderate,ok,,,4.33,0.2920072078704834,True,0.3111262619495392,6,4,0.02866196632385254,0.31308162212371826,25.09166666666667,6.147737226277372,52.03030303030303,0.23094688221709006,,False,,,2.6133333333333337,1.4318992862807298,6.850343733474352,1.4318992862807298,0.19968311488628387,1.223262411347518,0.0,1.8250170881749828,1.8250170881749828,0.10003030300140381
spliceai_walker,s11_50,4537,225,4312,6,strong,ok,,,18.7,,False,,1,1,0.0,0.6346065402030945,9.605839416058394,9.605839416058394,9.605839416058394,0.05347593582887701,,False,,,2.6133333333333337,1.4318992862807298,6.850343733474352,1.4318992862807298,0.19968311488628387,1.223262411347518,0.0,1.8250170881749828,1.8250170881749828,0.10003030300140381
spliceai_walker,s11_50,4537,225,4312,6,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,2.6133333333333337,1.4318992862807298,6.850343733474352,1.4318992862807298,0.19968311488628387,1.223262411347518,0.0,1.8250170881749828,1.8250170881749828,0.10003030300140381
spliceai_walker,s3_50,7612,795,6817,7,supporting,ok,,,2.08,0.31584545969963074,True,0.30246227979660034,7,7,0.07747131586074829,0.3335808515548706,15.913043478260871,7.701161029782939,29.689039932030585,0.4807692307692308,0.0034060925245285034,True,0.003408968448638916,0.10622119084873347,1.7562930969159656,0.6592970370762142,2.689125295508274,0.6592970370762142,0.19997423887252808,0.7456385015039649,0.1340516478235577,1.136758339699516,1.136758339699516,0.10003030300140381
spliceai_walker,s3_50,7612,795,6817,7,moderate,ok,,,4.33,0.42631080746650696,True,0.4024987816810608,7,7,0.014840841293334961,0.4277547001838684,25.855824682814298,9.14512872286724,48.149532710280376,0.23094688221709006,,False,,0.0,1.7562930969159656,0.6592970370762142,2.689125295508274,0.6592970370762142,0.19997423887252808,0.7456385015039649,0.1340516478235577,1.136758339699516,1.136758339699516,0.10003030300140381
spliceai_walker,s3_50,7612,795,6817,7,strong,ok,,,18.7,0.8773123025894165,True,0.8269716501235962,7,6,0.09374576807022095,0.893125057220459,45.58255451713396,15.161660777385158,283.8582375478927,0.05347593582887701,,False,,,1.7562930969159656,0.6592970370762142,2.689125295508274,0.6592970370762142,0.19997423887252808,0.7456385015039649,0.1340516478235577,1.136758339699516,1.136758339699516,0.10003030300140381
spliceai_walker,s3_50,7612,795,6817,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,1.7562930969159656,0.6592970370762142,2.689125295508274,0.6592970370762142,0.19997423887252808,0.7456385015039649,0.1340516478235577,1.136758339699516,1.136758339699516,0.10003030300140381
spliceai_walker,all_1_50,8453,1599,6854,7,supporting,ok,,,2.08,0.4361940026283264,True,0.40112435817718506,7,7,0.07284897565841675,0.4395616948604584,33.96654564315352,14.581203007518798,37.231607335490835,0.4807692307692308,0.026680588722229004,True,0.026135027408599854,0.05131544098172508,0.8779432928712976,0.2730842956659965,1.449420808199434,0.2730842956659965,0.19997423887252808,0.37273295809881174,0.056153644370361924,0.6268900351656143,0.6268900351656143,0.10003030300140381
spliceai_walker,all_1_50,8453,1599,6854,7,moderate,ok,,,4.33,0.7440983057022095,True,0.5639702081680298,7,7,0.049345970153808594,0.7440983057022095,65.6935388263189,22.100800915331806,133.52727272727273,0.23094688221709006,0.0034060925245285034,True,0.003408968448638916,0.01757112120487688,0.8779432928712976,0.2730842956659965,1.449420808199434,0.2730842956659965,0.19997423887252808,0.37273295809881174,0.056153644370361924,0.6268900351656143,0.6268900351656143,0.10003030300140381
spliceai_walker,all_1_50,8453,1599,6854,7,strong,ok,,,18.7,0.9970125555992126,True,0.8762485980987549,7,5,0.12088245153427124,0.9453169107437134,47.80851063829787,30.326315789473682,145.78146611341631,0.05347593582887701,,False,,,0.8779432928712976,0.2730842956659965,1.449420808199434,0.2730842956659965,0.19997423887252808,0.37273295809881174,0.056153644370361924,0.6268900351656143,0.6268900351656143,0.10003030300140381
spliceai_walker,all_1_50,8453,1599,6854,7,very_strong,ok,,,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,0.8779432928712976,0.2730842956659965,1.449420808199434,0.2730842956659965,0.19997423887252808,0.37273295809881174,0.056153644370361924,0.6268900351656143,0.6268900351656143,0.10003030300140381
fusion_enet,pm12,841,804,37,7,supporting,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,2.08,,False,0.7777238072196103,0,0,,,,,,0.4807692307692308,0.6767546952501684,True,0.6767546952501684,,,,,,,,,,,
fusion_enet,pm12,841,804,37,7,moderate,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,4.33,,False,,0,0,,,,,,0.23094688221709006,,False,,,,,,,,,,,,
fusion_enet,pm12,841,804,37,7,strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
fusion_enet,pm12,841,804,37,7,very_strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
fusion_enet,s3_10,3075,570,2505,7,supporting,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,2.08,0.6568660678051061,True,0.6374275484398466,7,4,0.0922103963737333,0.7351364055662444,66.90574408468244,3.518595041322314,106.66666666666667,0.4807692307692308,0.47801513806603085,True,0.4696656067403669,0.050874125874125875,,,,,,,,,,
fusion_enet,s3_10,3075,570,2505,7,moderate,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,4.33,0.7471481191263802,True,0.7166924868232434,7,2,0.042843296850193946,0.7465536707173135,25.750385208012325,5.046224961479198,46.45454545454545,0.23094688221709006,0.31348613675929204,True,0.3051855436831928,0.0,,,,,,,,,,
fusion_enet,s3_10,3075,570,2505,7,strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,18.7,,False,,1,1,0.0,0.7290722736465145,7.705882352941177,7.705882352941177,7.705882352941177,0.05347593582887701,,False,,,,,,,,,,,,
fusion_enet,s3_10,3075,570,2505,7,very_strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
fusion_enet,s11_50,4537,225,4312,6,supporting,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,2.08,0.6543624997078483,True,0.6292105155908069,6,4,0.05427780052456621,0.626322771902442,8.820171759660193,6.616570327552986,27.0,0.4807692307692308,0.2614608101174313,True,,0.0,,,,,,,,,,
fusion_enet,s11_50,4537,225,4312,6,moderate,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,4.33,0.658495495338386,True,0.6612592485367672,6,4,0.022420294902560922,0.6575466952233165,16.368055555555554,11.593254467656683,80.99999999999999,0.23094688221709006,,False,,0.0,,,,,,,,,,
fusion_enet,s11_50,4537,225,4312,6,strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,18.7,,False,,0,0,,,,,,0.05347593582887701,,False,,,,,,,,,,,,
fusion_enet,s11_50,4537,225,4312,6,very_strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
fusion_enet,s3_50,7612,795,6817,7,supporting,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,2.08,0.6493266748193669,True,0.6306058177239939,7,7,0.020817968088901906,0.6345208640666651,11.44497799119648,7.404997501249375,45.77060322854715,0.4807692307692308,0.2946121857929091,True,0.2955905135137631,0.0,,,,,,,,,,
fusion_enet,s3_50,7612,795,6817,7,moderate,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,4.33,0.7414972304204247,True,0.6612182973189568,7,3,0.08478003607386841,0.7411814767580238,67.3851590106007,9.995617816091954,213.8709677419355,0.23094688221709006,0.2601003126058865,True,,0.0,,,,,,,,,,
fusion_enet,s3_50,7612,795,6817,7,strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,18.7,0.7660689465776469,True,0.7660689465776469,4,1,0.0465331603702146,0.7660689465776469,19.141086319585305,19.141086319585305,19.141086319585305,0.05347593582887701,,False,,,,,,,,,,,,
fusion_enet,s3_50,7612,795,6817,7,very_strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,350.0,,False,,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
fusion_enet,all_1_50,8453,1599,6854,7,supporting,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,2.08,0.6618459349987273,True,0.6575969730155802,7,7,0.007290466645524685,0.6627799716599223,25.458160442600274,10.295099122144062,85.6595744680851,0.4807692307692308,0.4927657741142049,True,0.47183574958956453,0.058825017710758015,,,,,,,,,,
fusion_enet,all_1_50,8453,1599,6854,7,moderate,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,4.33,0.7112484583947798,True,0.7108939731567625,7,7,0.03233007951706779,0.7126596056760774,68.04255319148936,14.593159752868491,313.1914893617021,0.23094688221709006,0.2955905135137631,True,0.2955905135137631,0.0,,,,,,,,,,
fusion_enet,all_1_50,8453,1599,6854,7,strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,18.7,0.7484394248482131,True,0.7480300627275268,6,6,0.027301340081588132,0.7499294534226789,59.59027459954234,30.335962783171517,436.2454545454545,0.05347593582887701,,False,,,,,,,,,,,,
fusion_enet,all_1_50,8453,1599,6854,7,very_strong,ok,,fusion out-of-fold scores in the training folds were produced by models trained on the held-out gene; held-out LR is optimistic,350.0,,False,0.7773976542782021,0,0,,,,,,0.002857142857142857,,False,,,,,,,,,,,,
