tool,stratum,score,eps,n_damaging_in_window,n_normal_in_window,local_lr,lr_lo_gene_boot,lr_hi_gene_boot,lr_hi_bootstrap_only,lr_lo_variant_boot,lr_hi_variant_boot
phastcons,s3_50,0.0,0.0,178,3645,0.4187440363727343,0.27687545594552976,0.5038757290204124,0.5038757290204124,0.37295427278381443,0.46500397031448837
phastcons,s3_50,0.00656693,0.0013070900000000003,15,259,0.49661251548043994,0.35016533751537443,0.6575885859854361,0.6575885859854361,0.2896252425328216,0.7270358430205915
phastcons,s3_50,0.00785827,1.575000000000014e-05,13,258,0.4320657208327239,0.32811265141385876,0.5305397998057784,0.5305397998057784,0.24350712586143158,0.6440791742854886
phastcons,s3_50,0.00787402,0.0,13,252,0.4423529999001697,0.331059243519293,0.5435760902214577,0.5435760902214577,0.24893832431958438,0.6602222879716032
phastcons,s3_50,0.0157165,3.150000000000028e-05,10,139,0.6168951631147912,0.09066796827797778,0.9956443961403386,0.9956443961403386,0.31779227780566244,0.9793839184843615
phastcons,s3_50,0.015748,0.0,10,136,0.6305031446540881,0.093406437157323,1.0055295107585045,1.0055295107585045,0.32408315345696886,1.000712435093282
phastcons,s3_50,0.023622,0.0,8,105,0.6533213536987121,0.3646672733791126,1.0347137139589968,1.0347137139589968,0.3007358503714252,1.0884096692978156
phastcons,s3_50,0.0314331,0.007811099999999998,12,178,0.5780792876828493,0.37425755748149153,0.8739666393409405,0.8739666393409405,0.322965390040617,0.8749347856778162
phastcons,s3_50,0.0314961,0.007873999999999999,7,124,0.4840637046053966,0.08409273390321928,1.032512315270936,1.032512315270936,0.2018093396253784,0.815686344771377
phastcons,s3_50,0.0328346,0.0065355,7,124,0.4840637046053966,0.08409273390321928,1.032512315270936,1.032512315270936,0.2018093396253784,0.815686344771377
phastcons,s3_50,0.0393701,0.007873999999999999,9,154,0.5011271747120803,0.17689773004637538,0.8655362596289712,0.8655362596289712,0.2359429261405522,0.8001207974794513
phastcons,s3_50,0.0471496,0.007968500000000003,6,115,0.447383100902379,0.0,0.9579245283018869,0.9579245283018869,0.1587939385240262,0.7830295738005675
phastcons,s3_50,0.0472441,0.007874000000000006,6,115,0.447383100902379,0.0,0.9579245283018869,0.9579245283018869,0.1587939385240262,0.7830295738005675
phastcons,s3_50,0.0551181,0.007968500000000003,4,101,0.3395977333582415,0.10146944587716761,0.6166282299757477,0.6166282299757477,0.08419212314361338,0.6487899018651968
phastcons,s3_50,0.0629921,0.007874000000000006,3,111,0.23175250722420532,0.0,0.6479138476009182,0.6479138476009182,0.0,0.4818932778863668
phastcons,s3_50,0.0708661,0.007874099999999995,4,122,0.2811423858129704,0.0,0.6200534448704542,0.6200534448704542,0.06879096967099062,0.544836199559105
phastcons,s3_50,0.0785827,0.008031499999999997,5,132,0.3248046502763484,0.09328574424997281,0.6153102654251521,0.6153102654251521,0.11629925248791242,0.5963856185190861
phastcons,s3_50,0.0787402,0.007874099999999995,5,132,0.3248046502763484,0.09328574424997281,0.6153102654251521,0.6153102654251521,0.11629925248791242,0.5963856185190861
phastcons,s3_50,0.0865354,0.007952799999999996,5,133,0.3223625100487067,0.08400793650793652,0.6064875072234176,0.6064875072234176,0.11474497903860426,0.5856135062217666
phastcons,s3_50,0.0866142,0.007874000000000006,5,130,0.32980164489598457,0.08400793650793652,0.6312612983584476,0.6312612983584476,0.11746635610766047,0.6005538155603173
phastcons,s3_50,0.0944882,0.007873999999999992,8,110,0.6236249285305889,0.3518751853462597,0.8861019461605597,0.8861019461605597,0.28231295901388864,1.022399534833877
phastcons,s3_50,0.102362,0.007874000000000006,10,98,0.8749839558464896,0.5321392929506759,1.2533830332268536,1.2533830332268536,0.4389243659688094,1.3992648108055272
phastcons,s3_50,0.110016,0.015527800000000008,10,127,0.6751844698657952,0.4269989958434651,0.9892432829063432,0.9892432829063432,0.34092868378582664,1.0690360387666895
phastcons,s3_50,0.110236,0.015747800000000006,10,127,0.6751844698657952,0.4269989958434651,0.9892432829063432,0.9892432829063432,0.34092868378582664,1.0690360387666895
phastcons,s3_50,0.11811,0.015747999999999998,15,120,1.0718553459119495,0.4833697074677314,1.5614438113710754,1.5614438113710754,0.6274928187598438,1.5954670548285628
phastcons,s3_50,0.125984,0.015748000000000012,11,111,0.8497591931554196,0.25615950793047443,1.2750089715698452,1.2750089715698452,0.4528698316830481,1.341064359331557
phastcons,s3_50,0.133858,0.015747999999999998,7,106,0.5662632016138602,0.0,0.9378789450265043,0.9378789450265043,0.23517686641643215,0.9675177155572838
phastcons,s3_50,0.141732,0.015748000000000012,10,115,0.7456385015039649,0.28492448756259037,1.0647852723977291,1.0647852723977291,0.3700210750062978,1.1842794216567385
phastcons,s3_50,0.149606,0.015747999999999984,9,120,0.6431132075471697,0.41145095362794043,1.0228490508266994,1.0228490508266994,0.30309491820322887,1.0444704476907636
phastcons,s3_50,0.15748,0.015748000000000012,9,107,0.7212484570622465,0.3403297039660676,1.4103029875162083,1.4103029875162083,0.3469514277764247,1.1810233528285672
phastcons,s3_50,0.164173,0.016929,10,113,0.7588356431235042,0.28119048090704973,1.7109475032010244,1.7109475032010244,0.3853545613818298,1.2119130805133187
phastcons,s3_50,0.165354,0.015748000000000012,10,113,0.7588356431235042,0.28119048090704973,1.7109475032010244,1.7109475032010244,0.3853545613818298,1.2119130805133187
phastcons,s3_50,0.173228,0.015748000000000012,11,117,0.8061817986346289,0.3587786180391786,1.7645978152929493,1.7645978152929493,0.4259800729175364,1.2622757269550422
phastcons,s3_50,0.181102,0.022472999999999993,8,94,0.7297738525357955,0.2893709785169298,1.7215021601861082,1.7215021601861082,0.33678269368189123,1.2198462827821586
phastcons,s3_50,0.188976,0.015748000000000012,5,102,0.4203354297693921,0.09457549947011029,1.0059625032339536,1.0059625032339536,0.15256960880602383,0.7787348022315136
phastcons,s3_50,0.19685,0.015748000000000012,3,98,0.26249518675394684,0.09634169699291323,0.7224264705882354,0.7224264705882354,0.07134364476119295,0.551225108543252
phastcons,s3_50,0.203575,0.022472999999999993,4,100,0.3429937106918239,0.1451228090602284,0.7432497473167445,0.7432497473167445,0.08496905941872614,0.663559473308595
phastcons,s3_50,0.204724,0.023621999999999976,4,108,0.3175867691590962,0.11850594227504244,0.6923510581833481,0.6923510581833481,0.07877833355129012,0.6133639844362142
phastcons,s3_50,0.212598,0.023622000000000004,2,107,0.16027743490272145,0.0,0.2822573721785173,0.2822573721785173,0.0,0.3734816942703995
phastcons,s3_50,0.220472,0.031495999999999996,3,112,0.2296832884097035,0.0,0.32835937288710093,0.32835937288710093,0.057857724396337656,0.48251473787833177
phastcons,s3_50,0.228346,0.031497,5,118,0.3633407952243897,0.17648967577337465,0.632039972857936,0.632039972857936,0.1309369170368952,0.6737414133170102
