tool,stratum,tier,side,heldout_gene,threshold_from_6_genes,heldout_lr
gpn_msa,s3_50,strong,pp3,RAD51C,,
gpn_msa,s3_50,strong,pp3,VHL,,
gpn_msa,s3_50,strong,pp3,BAP1,,
gpn_msa,s3_50,very_strong,pp3,BRCA1,,
gpn_msa,s3_50,very_strong,pp3,BRCA2,,
gpn_msa,s3_50,very_strong,pp3,BARD1,,
gpn_msa,s3_50,very_strong,pp3,PALB2,,
gpn_msa,s3_50,very_strong,pp3,RAD51C,,
gpn_msa,s3_50,very_strong,pp3,VHL,,
gpn_msa,s3_50,very_strong,pp3,BAP1,,
gpn_msa,all_1_50,supporting,pp3,BRCA1,7.29,21.74468085106383
gpn_msa,all_1_50,supporting,pp3,BRCA2,7.22,9.473830409356726
gpn_msa,all_1_50,supporting,pp3,BARD1,7.31,30.58291786932564
gpn_msa,all_1_50,supporting,pp3,PALB2,7.3,12.963563278008298
gpn_msa,all_1_50,supporting,pp3,RAD51C,7.28,23.761363636363637
gpn_msa,all_1_50,supporting,pp3,VHL,7.28,6.589198036006547
gpn_msa,all_1_50,supporting,pp3,BAP1,7.27,9.723952569169962
gpn_msa,all_1_50,moderate,pp3,BRCA1,8.46,46.39361702127659
gpn_msa,all_1_50,moderate,pp3,BRCA2,8.28,14.314473684210526
gpn_msa,all_1_50,moderate,pp3,BARD1,8.31,52.631067961165044
gpn_msa,all_1_50,moderate,pp3,PALB2,8.46,19.524303497332543
gpn_msa,all_1_50,moderate,pp3,RAD51C,8.48,422.32272727272726
gpn_msa,all_1_50,moderate,pp3,VHL,8.24,25.092198581560286
gpn_msa,all_1_50,moderate,pp3,BAP1,8.19,16.419832189168574
gpn_msa,all_1_50,strong,pp3,BRCA1,10.79,43.846808510638304
gpn_msa,all_1_50,strong,pp3,BRCA2,10.78,119.49473684210527
gpn_msa,all_1_50,strong,pp3,BARD1,10.78,140.3495145631068
gpn_msa,all_1_50,strong,pp3,PALB2,10.8,35.41908713692946
gpn_msa,all_1_50,strong,pp3,RAD51C,10.79,148.5090909090909
gpn_msa,all_1_50,strong,pp3,VHL,10.73,47.106382978723396
gpn_msa,all_1_50,strong,pp3,BAP1,9.7,27.606366459627328
gpn_msa,all_1_50,very_strong,pp3,BRCA1,,
gpn_msa,all_1_50,very_strong,pp3,BRCA2,,
gpn_msa,all_1_50,very_strong,pp3,BARD1,,
gpn_msa,all_1_50,very_strong,pp3,PALB2,,
gpn_msa,all_1_50,very_strong,pp3,RAD51C,,
gpn_msa,all_1_50,very_strong,pp3,VHL,,
gpn_msa,all_1_50,very_strong,pp3,BAP1,,
nt,pm12,supporting,pp3,BRCA1,,
nt,pm12,supporting,pp3,BRCA2,,
nt,pm12,supporting,pp3,BARD1,,
nt,pm12,supporting,pp3,PALB2,,
nt,pm12,supporting,pp3,RAD51C,,
nt,pm12,supporting,pp3,VHL,,
nt,pm12,supporting,pp3,BAP1,,
nt,pm12,moderate,pp3,BRCA1,,
nt,pm12,moderate,pp3,BRCA2,,
nt,pm12,moderate,pp3,BARD1,,
nt,pm12,moderate,pp3,PALB2,,
nt,pm12,moderate,pp3,RAD51C,,
nt,pm12,moderate,pp3,VHL,,
nt,pm12,moderate,pp3,BAP1,,
nt,pm12,strong,pp3,BRCA1,,
nt,pm12,strong,pp3,BRCA2,,
nt,pm12,strong,pp3,BARD1,,
nt,pm12,strong,pp3,PALB2,,
nt,pm12,strong,pp3,RAD51C,,
nt,pm12,strong,pp3,VHL,,
nt,pm12,strong,pp3,BAP1,,
nt,pm12,very_strong,pp3,BRCA1,,
nt,pm12,very_strong,pp3,BRCA2,,
nt,pm12,very_strong,pp3,BARD1,,
nt,pm12,very_strong,pp3,PALB2,,
nt,pm12,very_strong,pp3,RAD51C,,
nt,pm12,very_strong,pp3,VHL,,
nt,pm12,very_strong,pp3,BAP1,,
nt,s3_10,supporting,pp3,BRCA1,3.1377859115600586,1.3918269230769231
nt,s3_10,supporting,pp3,BRCA2,3.7176108360290527,3.3333333333333335
nt,s3_10,supporting,pp3,BARD1,3.6899900436401367,2.977272727272727
nt,s3_10,supporting,pp3,PALB2,3.5688390731811523,6.206896551724138
nt,s3_10,supporting,pp3,RAD51C,3.729435443878174,8.267045454545453
nt,s3_10,supporting,pp3,VHL,3.250295639038086,
nt,s3_10,supporting,pp3,BAP1,3.6364574432373047,5.765255292652553
nt,s3_10,moderate,pp3,BRCA1,4.438237190246582,
nt,s3_10,moderate,pp3,BRCA2,4.4537434577941895,
nt,s3_10,moderate,pp3,BARD1,4.507055282592773,
nt,s3_10,moderate,pp3,PALB2,4.765555381774902,
nt,s3_10,moderate,pp3,RAD51C,5.249199390411377,
nt,s3_10,moderate,pp3,VHL,,
nt,s3_10,moderate,pp3,BAP1,,
nt,s3_10,strong,pp3,BRCA1,,
nt,s3_10,strong,pp3,BRCA2,,
nt,s3_10,strong,pp3,BARD1,,
nt,s3_10,strong,pp3,PALB2,,
nt,s3_10,strong,pp3,RAD51C,,
nt,s3_10,strong,pp3,VHL,,
nt,s3_10,strong,pp3,BAP1,,
nt,s3_10,very_strong,pp3,BRCA1,,
nt,s3_10,very_strong,pp3,BRCA2,,
nt,s3_10,very_strong,pp3,BARD1,,
nt,s3_10,very_strong,pp3,PALB2,,
nt,s3_10,very_strong,pp3,RAD51C,,
nt,s3_10,very_strong,pp3,VHL,,
nt,s3_10,very_strong,pp3,BAP1,,
nt,s11_50,supporting,pp3,BRCA1,,
nt,s11_50,supporting,pp3,BARD1,,
nt,s11_50,supporting,pp3,PALB2,,
nt,s11_50,supporting,pp3,RAD51C,,
nt,s11_50,supporting,pp3,VHL,,
nt,s11_50,supporting,pp3,BAP1,,
nt,s11_50,moderate,pp3,BRCA1,,
nt,s11_50,moderate,pp3,BARD1,,
nt,s11_50,moderate,pp3,PALB2,,
nt,s11_50,moderate,pp3,RAD51C,,
nt,s11_50,moderate,pp3,VHL,,
nt,s11_50,moderate,pp3,BAP1,,
nt,s11_50,strong,pp3,BRCA1,,
nt,s11_50,strong,pp3,BARD1,,
nt,s11_50,strong,pp3,PALB2,,
nt,s11_50,strong,pp3,RAD51C,,
nt,s11_50,strong,pp3,VHL,,
nt,s11_50,strong,pp3,BAP1,,
nt,s11_50,very_strong,pp3,BRCA1,,
nt,s11_50,very_strong,pp3,BARD1,,
nt,s11_50,very_strong,pp3,PALB2,,
nt,s11_50,very_strong,pp3,RAD51C,,
nt,s11_50,very_strong,pp3,VHL,,
nt,s11_50,very_strong,pp3,BAP1,,
nt,s3_50,supporting,pp3,BRCA1,,
nt,s3_50,supporting,pp3,BRCA2,,
nt,s3_50,supporting,pp3,BARD1,,
nt,s3_50,supporting,pp3,PALB2,,
nt,s3_50,supporting,pp3,RAD51C,,
nt,s3_50,supporting,pp3,VHL,,
nt,s3_50,supporting,pp3,BAP1,,
nt,s3_50,moderate,pp3,BRCA1,,
nt,s3_50,moderate,pp3,BRCA2,,
nt,s3_50,moderate,pp3,BARD1,,
nt,s3_50,moderate,pp3,PALB2,,
nt,s3_50,moderate,pp3,RAD51C,,
nt,s3_50,moderate,pp3,VHL,,
nt,s3_50,moderate,pp3,BAP1,,
nt,s3_50,strong,pp3,BRCA1,,
nt,s3_50,strong,pp3,BRCA2,,
nt,s3_50,strong,pp3,BARD1,,
nt,s3_50,strong,pp3,PALB2,,
nt,s3_50,strong,pp3,RAD51C,,
nt,s3_50,strong,pp3,VHL,,
nt,s3_50,strong,pp3,BAP1,,
nt,s3_50,very_strong,pp3,BRCA1,,
nt,s3_50,very_strong,pp3,BRCA2,,
nt,s3_50,very_strong,pp3,BARD1,,
nt,s3_50,very_strong,pp3,PALB2,,
nt,s3_50,very_strong,pp3,RAD51C,,
nt,s3_50,very_strong,pp3,VHL,,
nt,s3_50,very_strong,pp3,BAP1,,
nt,all_1_50,supporting,pp3,BRCA1,3.268993377685547,3.909574468085106
nt,all_1_50,supporting,pp3,BRCA2,3.57515549659729,8.090789473684211
nt,all_1_50,supporting,pp3,BARD1,3.270350933074951,4.5852824360105915
nt,all_1_50,supporting,pp3,PALB2,3.6381635665893555,5.562408881910956
nt,all_1_50,supporting,pp3,RAD51C,3.6381635665893555,16.227272727272727
nt,all_1_50,supporting,pp3,VHL,3.371649742126465,8.436170212765957
nt,all_1_50,supporting,pp3,BAP1,3.2230887413024902,9.934028393966281
nt,all_1_50,moderate,pp3,BRCA1,4.892171859741211,
nt,all_1_50,moderate,pp3,BRCA2,5.06673526763916,67.21578947368421
nt,all_1_50,moderate,pp3,BARD1,4.910090923309326,10.526213592233011
nt,all_1_50,moderate,pp3,PALB2,4.8379316329956055,9.004149377593361
nt,all_1_50,moderate,pp3,RAD51C,4.982987403869629,27.818181818181817
nt,all_1_50,moderate,pp3,VHL,4.94184684753418,
nt,all_1_50,moderate,pp3,BAP1,5.040617942810059,37.95253623188406
nt,all_1_50,strong,pp3,BRCA1,5.761064529418945,
nt,all_1_50,strong,pp3,BRCA2,5.98008918762207,29.93684210526316
nt,all_1_50,strong,pp3,BARD1,5.863276481628418,
nt,all_1_50,strong,pp3,PALB2,5.727289199829102,38.58921161825726
nt,all_1_50,strong,pp3,RAD51C,5.80436897277832,
nt,all_1_50,strong,pp3,VHL,5.783000946044922,
nt,all_1_50,strong,pp3,BAP1,,
nt,all_1_50,very_strong,pp3,BRCA1,,
nt,all_1_50,very_strong,pp3,BRCA2,,
nt,all_1_50,very_strong,pp3,BARD1,,
nt,all_1_50,very_strong,pp3,PALB2,,
nt,all_1_50,very_strong,pp3,RAD51C,,
nt,all_1_50,very_strong,pp3,VHL,,
nt,all_1_50,very_strong,pp3,BAP1,,
spliceai_walker,pm12,supporting,pp3,BRCA1,,
spliceai_walker,pm12,supporting,pp3,BRCA2,,
spliceai_walker,pm12,supporting,pp3,BARD1,,
spliceai_walker,pm12,supporting,pp3,PALB2,,
spliceai_walker,pm12,supporting,pp3,RAD51C,,
spliceai_walker,pm12,supporting,pp3,VHL,,
spliceai_walker,pm12,supporting,pp3,BAP1,,
spliceai_walker,pm12,moderate,pp3,BRCA1,,
spliceai_walker,pm12,moderate,pp3,BRCA2,,
spliceai_walker,pm12,moderate,pp3,BARD1,,
spliceai_walker,pm12,moderate,pp3,PALB2,,
spliceai_walker,pm12,moderate,pp3,RAD51C,,
spliceai_walker,pm12,moderate,pp3,VHL,,
spliceai_walker,pm12,moderate,pp3,BAP1,,
spliceai_walker,pm12,strong,pp3,BRCA1,,
spliceai_walker,pm12,strong,pp3,BRCA2,,
spliceai_walker,pm12,strong,pp3,BARD1,,
spliceai_walker,pm12,strong,pp3,PALB2,,
spliceai_walker,pm12,strong,pp3,RAD51C,,
spliceai_walker,pm12,strong,pp3,VHL,,
spliceai_walker,pm12,strong,pp3,BAP1,,
spliceai_walker,pm12,very_strong,pp3,BRCA1,,
spliceai_walker,pm12,very_strong,pp3,BRCA2,,
spliceai_walker,pm12,very_strong,pp3,BARD1,,
spliceai_walker,pm12,very_strong,pp3,PALB2,,
spliceai_walker,pm12,very_strong,pp3,RAD51C,,
spliceai_walker,pm12,very_strong,pp3,VHL,,
spliceai_walker,pm12,very_strong,pp3,BAP1,,
spliceai_walker,s3_10,supporting,pp3,BRCA1,0.42590275406837463,30.367132867132867
spliceai_walker,s3_10,supporting,pp3,BRCA2,0.42590275406837463,17.916666666666668
spliceai_walker,s3_10,supporting,pp3,BARD1,0.4024987816810608,9.593434343434343
spliceai_walker,s3_10,supporting,pp3,PALB2,0.4695175290107727,14.524137931034485
spliceai_walker,s3_10,supporting,pp3,RAD51C,0.46773600578308105,10.79066985645933
spliceai_walker,s3_10,supporting,pp3,VHL,0.4195183515548706,18.0
spliceai_walker,s3_10,supporting,pp3,BAP1,0.4728921055793762,8.623883263847528
spliceai_walker,s3_10,moderate,pp3,BRCA1,0.5537148118019104,38.50721153846154
spliceai_walker,s3_10,moderate,pp3,BRCA2,0.5718735456466675,28.148148148148145
spliceai_walker,s3_10,moderate,pp3,BARD1,0.46150460839271545,13.054195804195805
spliceai_walker,s3_10,moderate,pp3,PALB2,0.5511174201965332,14.896551724137932
spliceai_walker,s3_10,moderate,pp3,RAD51C,0.5549852848052979,11.780539772727273
spliceai_walker,s3_10,moderate,pp3,VHL,0.532296895980835,
spliceai_walker,s3_10,moderate,pp3,BAP1,0.5581712126731873,9.445205479452055
spliceai_walker,s3_10,strong,pp3,BRCA1,0.893125057220459,70.51923076923076
spliceai_walker,s3_10,strong,pp3,BRCA2,0.89483243227005,33.333333333333336
spliceai_walker,s3_10,strong,pp3,BARD1,0.9002442955970764,89.31818181818181
spliceai_walker,s3_10,strong,pp3,PALB2,0.8221615552902222,14.151724137931035
spliceai_walker,s3_10,strong,pp3,RAD51C,0.8972726464271545,72.75
spliceai_walker,s3_10,strong,pp3,VHL,0.9594634771347046,
spliceai_walker,s3_10,strong,pp3,BAP1,0.8605267405509949,14.167808219178083
spliceai_walker,s3_10,very_strong,pp3,BRCA1,,
spliceai_walker,s3_10,very_strong,pp3,BRCA2,,
spliceai_walker,s3_10,very_strong,pp3,BARD1,,
spliceai_walker,s3_10,very_strong,pp3,PALB2,,
spliceai_walker,s3_10,very_strong,pp3,RAD51C,,
spliceai_walker,s3_10,very_strong,pp3,VHL,,
spliceai_walker,s3_10,very_strong,pp3,BAP1,,
spliceai_walker,s11_50,supporting,pp3,BRCA1,0.23924380540847778,
spliceai_walker,s11_50,supporting,pp3,BARD1,0.23516064882278442,34.686868686868685
spliceai_walker,s11_50,supporting,pp3,PALB2,0.248490571975708,19.24285714285714
spliceai_walker,s11_50,supporting,pp3,RAD51C,0.25803783535957336,19.058823529411764
spliceai_walker,s11_50,supporting,pp3,VHL,0.2674357295036316,
spliceai_walker,s11_50,supporting,pp3,BAP1,0.25952205061912537,6.298911092497307
spliceai_walker,s11_50,moderate,pp3,BRCA1,0.2904297113418579,
spliceai_walker,s11_50,moderate,pp3,BARD1,0.31530946493148804,52.03030303030303
spliceai_walker,s11_50,moderate,pp3,PALB2,0.3187180757522583,29.933333333333334
spliceai_walker,s11_50,moderate,pp3,RAD51C,0.3144303560256958,20.25
spliceai_walker,s11_50,moderate,pp3,VHL,0.29005610942840576,
spliceai_walker,s11_50,moderate,pp3,BAP1,0.3117328882217407,6.147737226277372
spliceai_walker,s11_50,strong,pp3,BRCA1,,
spliceai_walker,s11_50,strong,pp3,BARD1,,
spliceai_walker,s11_50,strong,pp3,PALB2,,
spliceai_walker,s11_50,strong,pp3,RAD51C,,
spliceai_walker,s11_50,strong,pp3,VHL,,
spliceai_walker,s11_50,strong,pp3,BAP1,0.6346065402030945,9.605839416058394
spliceai_walker,s11_50,very_strong,pp3,BRCA1,,
spliceai_walker,s11_50,very_strong,pp3,BARD1,,
spliceai_walker,s11_50,very_strong,pp3,PALB2,,
spliceai_walker,s11_50,very_strong,pp3,RAD51C,,
spliceai_walker,s11_50,very_strong,pp3,VHL,,
spliceai_walker,s11_50,very_strong,pp3,BAP1,,
spliceai_walker,s3_50,supporting,pp3,BRCA1,0.3335808515548706,29.689039932030585
spliceai_walker,s3_50,supporting,pp3,BRCA2,0.30944734811782837,10.88888888888889
spliceai_walker,s3_50,supporting,pp3,BARD1,0.3335808515548706,23.519100743745774
spliceai_walker,s3_50,supporting,pp3,PALB2,0.38691866397857666,17.770114942528735
spliceai_walker,s3_50,supporting,pp3,RAD51C,0.3144303560256958,14.605003291639237
spliceai_walker,s3_50,supporting,pp3,VHL,0.3208850920200348,15.913043478260871
spliceai_walker,s3_50,supporting,pp3,BAP1,0.34113407135009766,7.701161029782939
spliceai_walker,s3_50,moderate,pp3,BRCA1,0.4361940026283264,48.149532710280376
spliceai_walker,s3_50,moderate,pp3,BRCA2,0.42135316133499146,17.916666666666668
spliceai_walker,s3_50,moderate,pp3,BARD1,0.4246741533279419,33.69374201787995
spliceai_walker,s3_50,moderate,pp3,PALB2,0.4277547001838684,25.855824682814298
spliceai_walker,s3_50,moderate,pp3,RAD51C,0.4302749037742615,26.391129032258064
spliceai_walker,s3_50,moderate,pp3,VHL,0.42583805322647095,24.7536231884058
spliceai_walker,s3_50,moderate,pp3,BAP1,0.4353603720664978,9.14512872286724
spliceai_walker,s3_50,strong,pp3,BRCA1,0.8964378833770752,57.83177570093457
spliceai_walker,s3_50,strong,pp3,BRCA2,0.893125057220459,33.333333333333336
spliceai_walker,s3_50,strong,pp3,BARD1,0.896651029586792,283.8582375478927
spliceai_walker,s3_50,strong,pp3,PALB2,0.8415428400039673,27.787581699346404
spliceai_walker,s3_50,strong,pp3,RAD51C,0.8951824903488159,213.8709677419355
spliceai_walker,s3_50,strong,pp3,VHL,0.8794773817062378,
spliceai_walker,s3_50,strong,pp3,BAP1,0.802905261516571,15.161660777385158
spliceai_walker,s3_50,very_strong,pp3,BRCA1,,
spliceai_walker,s3_50,very_strong,pp3,BRCA2,,
spliceai_walker,s3_50,very_strong,pp3,BARD1,,
spliceai_walker,s3_50,very_strong,pp3,PALB2,,
spliceai_walker,s3_50,very_strong,pp3,RAD51C,,
spliceai_walker,s3_50,very_strong,pp3,VHL,,
spliceai_walker,s3_50,very_strong,pp3,BAP1,,
spliceai_walker,all_1_50,supporting,pp3,BRCA1,0.4395616948604584,34.40425531914894
spliceai_walker,all_1_50,supporting,pp3,BRCA2,0.4195183515548706,14.581203007518798
spliceai_walker,all_1_50,supporting,pp3,BARD1,0.4288293719291687,37.231607335490835
spliceai_walker,all_1_50,supporting,pp3,PALB2,0.49236732721328735,33.96654564315352
spliceai_walker,all_1_50,supporting,pp3,RAD51C,0.48480653762817383,34.77272727272727
spliceai_walker,all_1_50,supporting,pp3,VHL,0.4325258135795593,32.01418439716312
spliceai_walker,all_1_50,supporting,pp3,BAP1,0.4872143864631653,16.57826086956522
spliceai_walker,all_1_50,moderate,pp3,BRCA1,0.7044126987457275,50.89555125725339
spliceai_walker,all_1_50,moderate,pp3,BRCA2,0.7456780672073364,23.805592105263155
spliceai_walker,all_1_50,moderate,pp3,BARD1,0.7370265126228333,120.78155339805824
spliceai_walker,all_1_50,moderate,pp3,PALB2,0.750684380531311,65.6935388263189
spliceai_walker,all_1_50,moderate,pp3,RAD51C,0.7493283748626709,133.52727272727273
spliceai_walker,all_1_50,moderate,pp3,VHL,0.7440983057022095,83.74468085106382
spliceai_walker,all_1_50,moderate,pp3,BAP1,0.7013384103775024,22.100800915331806
spliceai_walker,all_1_50,strong,pp3,BRCA1,0.8925455212593079,47.80851063829787
spliceai_walker,all_1_50,strong,pp3,BRCA2,0.8973044753074646,30.326315789473682
spliceai_walker,all_1_50,strong,pp3,BARD1,0.9971310496330261,
spliceai_walker,all_1_50,strong,pp3,PALB2,0.8762485980987549,145.78146611341631
spliceai_walker,all_1_50,strong,pp3,RAD51C,0.9970622062683105,51.050000000000004
spliceai_walker,all_1_50,strong,pp3,VHL,0.9970125555992126,
spliceai_walker,all_1_50,strong,pp3,BAP1,0.9453169107437134,46.796521739130434
spliceai_walker,all_1_50,very_strong,pp3,BRCA1,,
spliceai_walker,all_1_50,very_strong,pp3,BRCA2,,
spliceai_walker,all_1_50,very_strong,pp3,BARD1,,
spliceai_walker,all_1_50,very_strong,pp3,PALB2,,
spliceai_walker,all_1_50,very_strong,pp3,RAD51C,,
spliceai_walker,all_1_50,very_strong,pp3,VHL,,
spliceai_walker,all_1_50,very_strong,pp3,BAP1,,
fusion_enet,pm12,supporting,pp3,BRCA1,,
fusion_enet,pm12,supporting,pp3,BRCA2,,
fusion_enet,pm12,supporting,pp3,BARD1,,
fusion_enet,pm12,supporting,pp3,PALB2,,
fusion_enet,pm12,supporting,pp3,RAD51C,,
fusion_enet,pm12,supporting,pp3,VHL,,
fusion_enet,pm12,supporting,pp3,BAP1,,
fusion_enet,pm12,moderate,pp3,BRCA1,,
fusion_enet,pm12,moderate,pp3,BRCA2,,
fusion_enet,pm12,moderate,pp3,BARD1,,
fusion_enet,pm12,moderate,pp3,PALB2,,
fusion_enet,pm12,moderate,pp3,RAD51C,,
fusion_enet,pm12,moderate,pp3,VHL,,
fusion_enet,pm12,moderate,pp3,BAP1,,
fusion_enet,pm12,strong,pp3,BRCA1,,
fusion_enet,pm12,strong,pp3,BRCA2,,
fusion_enet,pm12,strong,pp3,BARD1,,
fusion_enet,pm12,strong,pp3,PALB2,,
fusion_enet,pm12,strong,pp3,RAD51C,,
fusion_enet,pm12,strong,pp3,VHL,,
fusion_enet,pm12,strong,pp3,BAP1,,
fusion_enet,pm12,very_strong,pp3,BRCA1,,
fusion_enet,pm12,very_strong,pp3,BRCA2,,
fusion_enet,pm12,very_strong,pp3,BARD1,,
fusion_enet,pm12,very_strong,pp3,PALB2,,
fusion_enet,pm12,very_strong,pp3,RAD51C,,
fusion_enet,pm12,very_strong,pp3,VHL,,
fusion_enet,pm12,very_strong,pp3,BAP1,,
fusion_enet,s3_10,supporting,pp3,BRCA1,0.7392238198109151,
fusion_enet,s3_10,supporting,pp3,BRCA2,0.6637667273278203,106.66666666666667
fusion_enet,s3_10,supporting,pp3,BARD1,0.6473653953488201,3.518595041322314
fusion_enet,s3_10,supporting,pp3,PALB2,0.7395757917225534,
fusion_enet,s3_10,supporting,pp3,RAD51C,0.7351364055662444,89.2840909090909
fusion_enet,s3_10,supporting,pp3,VHL,0.6567979241046666,
fusion_enet,s3_10,supporting,pp3,BAP1,0.7351364055662444,44.52739726027397
fusion_enet,s3_10,moderate,pp3,BRCA1,0.7462669246535685,
fusion_enet,s3_10,moderate,pp3,BRCA2,0.7471481191263802,
fusion_enet,s3_10,moderate,pp3,BARD1,0.7043048222761863,5.046224961479198
fusion_enet,s3_10,moderate,pp3,PALB2,0.7471481191263802,
fusion_enet,s3_10,moderate,pp3,RAD51C,0.7465536707173135,46.45454545454545
fusion_enet,s3_10,moderate,pp3,VHL,0.7471481191263802,
fusion_enet,s3_10,moderate,pp3,BAP1,0.7463502788443818,
fusion_enet,s3_10,strong,pp3,BRCA1,,
fusion_enet,s3_10,strong,pp3,BRCA2,,
fusion_enet,s3_10,strong,pp3,BARD1,0.7290722736465145,7.705882352941177
fusion_enet,s3_10,strong,pp3,PALB2,,
fusion_enet,s3_10,strong,pp3,RAD51C,,
fusion_enet,s3_10,strong,pp3,VHL,,
fusion_enet,s3_10,strong,pp3,BAP1,,
fusion_enet,s3_10,very_strong,pp3,BRCA1,,
fusion_enet,s3_10,very_strong,pp3,BRCA2,,
fusion_enet,s3_10,very_strong,pp3,BARD1,,
fusion_enet,s3_10,very_strong,pp3,PALB2,,
fusion_enet,s3_10,very_strong,pp3,RAD51C,,
fusion_enet,s3_10,very_strong,pp3,VHL,,
fusion_enet,s3_10,very_strong,pp3,BAP1,,
fusion_enet,s11_50,supporting,pp3,BRCA1,0.627060612394735,
fusion_enet,s11_50,supporting,pp3,BARD1,0.5980969839364902,6.616570327552986
fusion_enet,s11_50,supporting,pp3,PALB2,0.6255849314101489,10.476666666666667
fusion_enet,s11_50,supporting,pp3,RAD51C,0.6428542194794205,27.0
fusion_enet,s11_50,supporting,pp3,VHL,0.6523747844610565,
fusion_enet,s11_50,supporting,pp3,BAP1,0.6241577752282769,7.163676852653718
fusion_enet,s11_50,moderate,pp3,BRCA1,0.6579415971516192,
fusion_enet,s11_50,moderate,pp3,BARD1,0.6523747844610565,14.027777777777777
fusion_enet,s11_50,moderate,pp3,PALB2,0.6620901430912095,18.708333333333332
fusion_enet,s11_50,moderate,pp3,RAD51C,0.6636772434912586,80.99999999999999
fusion_enet,s11_50,moderate,pp3,VHL,0.6571517932950139,
fusion_enet,s11_50,moderate,pp3,BAP1,0.6412569485886976,11.593254467656683
fusion_enet,s11_50,strong,pp3,BRCA1,,
fusion_enet,s11_50,strong,pp3,BARD1,,
fusion_enet,s11_50,strong,pp3,PALB2,,
fusion_enet,s11_50,strong,pp3,RAD51C,,
fusion_enet,s11_50,strong,pp3,VHL,,
fusion_enet,s11_50,strong,pp3,BAP1,,
fusion_enet,s11_50,very_strong,pp3,BRCA1,,
fusion_enet,s11_50,very_strong,pp3,BARD1,,
fusion_enet,s11_50,very_strong,pp3,PALB2,,
fusion_enet,s11_50,very_strong,pp3,RAD51C,,
fusion_enet,s11_50,very_strong,pp3,VHL,,
fusion_enet,s11_50,very_strong,pp3,BAP1,,
fusion_enet,s3_50,supporting,pp3,BRCA1,0.6473653953488201,45.77060322854715
fusion_enet,s3_50,supporting,pp3,BRCA2,0.6495017766139272,36.666666666666664
fusion_enet,s3_50,supporting,pp3,BARD1,0.6289947146794342,7.404997501249375
fusion_enet,s3_50,supporting,pp3,PALB2,0.6332130462319157,11.44497799119648
fusion_enet,s3_50,supporting,pp3,RAD51C,0.6292105155908069,9.36040044493882
fusion_enet,s3_50,supporting,pp3,VHL,0.6498126827683361,23.869565217391305
fusion_enet,s3_50,supporting,pp3,BAP1,0.6345208640666651,7.870586572438163
fusion_enet,s3_50,moderate,pp3,BRCA1,0.7414972304204247,
fusion_enet,s3_50,moderate,pp3,BRCA2,0.7411814767580238,
fusion_enet,s3_50,moderate,pp3,BARD1,0.6579037740100115,9.995617816091954
fusion_enet,s3_50,moderate,pp3,PALB2,0.74268381008388,
fusion_enet,s3_50,moderate,pp3,RAD51C,0.7379857100845819,213.8709677419355
fusion_enet,s3_50,moderate,pp3,VHL,0.7414972304204247,
fusion_enet,s3_50,moderate,pp3,BAP1,0.7382324185711631,67.3851590106007
fusion_enet,s3_50,strong,pp3,BRCA1,0.7660689465776469,
fusion_enet,s3_50,strong,pp3,BRCA2,0.7660689465776469,
fusion_enet,s3_50,strong,pp3,BARD1,0.7195357862074323,19.141086319585305
fusion_enet,s3_50,strong,pp3,PALB2,,
fusion_enet,s3_50,strong,pp3,RAD51C,,
fusion_enet,s3_50,strong,pp3,VHL,0.7660689465776469,
fusion_enet,s3_50,strong,pp3,BAP1,,
fusion_enet,s3_50,very_strong,pp3,BRCA1,,
fusion_enet,s3_50,very_strong,pp3,BRCA2,,
fusion_enet,s3_50,very_strong,pp3,BARD1,,
fusion_enet,s3_50,very_strong,pp3,PALB2,,
fusion_enet,s3_50,very_strong,pp3,RAD51C,,
fusion_enet,s3_50,very_strong,pp3,VHL,,
fusion_enet,s3_50,very_strong,pp3,BAP1,,
fusion_enet,all_1_50,supporting,pp3,BRCA1,0.6632427743549654,80.8723404255319
fusion_enet,all_1_50,supporting,pp3,BRCA2,0.6627799716599223,37.34210526315789
fusion_enet,all_1_50,supporting,pp3,BARD1,0.6560432331760717,10.295099122144062
fusion_enet,all_1_50,supporting,pp3,PALB2,0.6632427743549654,25.458160442600274
fusion_enet,all_1_50,supporting,pp3,RAD51C,0.6618459349987273,22.08373205741627
fusion_enet,all_1_50,supporting,pp3,VHL,0.6622841972787326,85.6595744680851
fusion_enet,all_1_50,supporting,pp3,BAP1,0.6633336998215964,15.302880434782608
fusion_enet,all_1_50,moderate,pp3,BRCA1,0.7166924868232434,313.1914893617021
fusion_enet,all_1_50,moderate,pp3,BRCA2,0.7126596056760774,49.78947368421052
fusion_enet,all_1_50,moderate,pp3,BARD1,0.6844511394619999,14.593159752868491
fusion_enet,all_1_50,moderate,pp3,PALB2,0.716380398370074,140.42185338865835
fusion_enet,all_1_50,moderate,pp3,RAD51C,0.712582463027333,136.3090909090909
fusion_enet,all_1_50,moderate,pp3,VHL,0.7113552526931537,68.04255319148936
fusion_enet,all_1_50,moderate,pp3,BAP1,0.7167812189790677,45.33413043478261
fusion_enet,all_1_50,strong,pp3,BRCA1,0.7499796587842991,84.56170212765957
fusion_enet,all_1_50,strong,pp3,BRCA2,0.748734573825401,64.86315789473686
fusion_enet,all_1_50,strong,pp3,BARD1,0.7232618870075369,30.335962783171517
fusion_enet,all_1_50,strong,pp3,PALB2,,
