score_column,stratum,clinvar_arm,scope,gene,n,walker_in_scope,n_pos,n_neg,frac_pp3,frac_grey,frac_bp4,sens_pp3,spec_pp3,lr_pp3,lr_bp4,lr_minus_at_pp3,prop_grey_pos,prop_grey_neg,lr_pp3_lo,lr_bp4_lo,sens_pp3_lo,spec_pp3_lo,lr_minus_at_pp3_lo,lr_pp3_hi,lr_bp4_hi,sens_pp3_hi,spec_pp3_hi,lr_minus_at_pp3_hi,n_genes,ci_basis,status,reason,tier_pp3,tier_bp4,posterior_pp3_prior0.05,posterior_bp4_prior0.05,posterior_pp3_prior0.1,posterior_bp4_prior0.1,posterior_pp3_prior0.2,posterior_bp4_prior0.2
spliceai,s3_10,all,pooled,(pooled),3075,True,570,2505,0.24552845528455283,0.09723577235772357,0.6572357723577236,0.7421052631578947,0.8674650698602795,5.59931832593532,0.22396474806360678,0.29729696999055394,0.08596491228070177,0.09980039920159689,4.777387356945113,0.09235282260658487,0.5947570066214134,0.8315279645460133,0.12294147729807728,6.911925325378305,0.35187853744011305,0.8946459412780656,0.8962691329553348,0.45702124000346467,7.0,"gene-clustered bootstrap, 2000 resamples of 7 genes",ok,,Moderate,Moderate,0.22762087354395913,0.011650289157244025,0.38353286098216466,0.024280746314715034,0.5833037446843647,0.053022399906694065
spliceai,s3_10,all,gene,BAP1,737,True,146,591,0.16010854816824965,0.10040705563093623,0.7394843962008141,0.4726027397260274,0.9170896785109983,5.700167738328208,0.4543611965334079,0.5750770863873023,0.1506849315068493,0.08798646362098139,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Supporting,0.2307744545994737,0.023355235977338133,0.38776208814719726,0.04805837085005878,0.5876359968297428,0.10200367156731993
spliceai,s3_10,all,gene,BARD1,459,True,66,393,0.2875816993464052,0.08714596949891068,0.6252723311546841,0.9090909090909091,0.816793893129771,4.962121212121212,0.12714331931413783,0.11129991503823283,2.7755575615628914e-17,0.10178117048346058,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Moderate,0.20708188428706922,0.0066472717431751305,0.3553988062940857,0.013930242450021271,0.5536770921386306,0.030806615975542843
spliceai,s3_10,all,gene,BRCA1,490,True,104,386,0.27755102040816326,0.11632653061224489,0.6061224489795919,0.9230769230769231,0.8963730569948186,8.907692307692308,0.06355374077976818,0.08581591818586033,0.028846153846153792,0.13989637305699476,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Moderate,0.31918412348401326,0.003333782443921634,0.49742268041237114,0.007012011248283329,0.6901072705601907,0.01563994100581838
spliceai,s3_10,all,gene,BRCA2,529,True,69,460,0.2003780718336484,0.054820415879017016,0.7448015122873346,0.7246376811594203,0.8782608695652174,5.9523809523809526,0.2821869488536155,0.3135313531353135,0.043478260869565216,0.05652173913043479,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Supporting,0.2385496183206107,0.014634592518064576,0.39808917197452226,0.030400912027360817,0.5980861244019139,0.06589785831960461
spliceai,s3_10,all,gene,PALB2,411,True,87,324,0.2822384428223844,0.11678832116788321,0.6009732360097324,0.7126436781609196,0.8333333333333334,4.275862068965518,0.15713662156263639,0.3448275862068965,0.17241379310344826,0.10185185185185186,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Supporting,Moderate,0.18370370370370376,0.008202510879719292,0.32207792207792213,0.017160017160017162,0.5166666666666667,0.0377992440151197
spliceai,s3_10,all,gene,RAD51C,379,True,88,291,0.34564643799472294,0.12137203166226913,0.5329815303430079,0.875,0.8144329896907216,4.715277777777778,0.10122912801484228,0.15348101265822786,0.05681818181818182,0.14089347079037795,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Moderate,0.19882869692532942,0.005299613304275507,0.3437974683544304,0.011122577686045177,0.5410358565737051,0.024682631683112327
spliceai,s3_10,all,gene,VHL,70,True,10,60,0.22857142857142856,0.07142857142857142,0.7,0.9,0.8833333333333333,7.714285714285714,0.11131725417439704,0.1132075471698113,0.09999999999999998,0.06666666666666665,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Moderate,0.2887700534759358,0.005824677215804292,0.46153846153846156,0.012217470983506416,0.6585365853658537,0.027075812274368234
spliceai,s3_10,classified,pooled,(pooled),673,True,95,578,0.1352154531946508,0.09658246656760773,0.7682020802377415,0.7052631578947368,0.9584775086505191,16.985087719298246,0.2194705199873431,0.3075052251567547,0.10526315789473686,0.09515570934256057,7.536849033816426,0.08539019224503094,0.31958441558441564,0.9386547974252674,0.10973700269397917,29.018691588785043,0.45989121297532515,0.8962264150943396,0.9787346024636058,0.7079426365140652,7.0,"gene-clustered bootstrap, 2000 resamples of 7 genes",ok,,Moderate,Moderate,0.4720035102259708,0.011419176181732172,0.653647503628937,0.023805111097382675,0.809388454625256,0.05201375834899813
spliceai,s3_10,classified,gene,BAP1,142,True,13,129,0.028169014084507043,0.09154929577464789,0.8802816901408451,0.23076923076923078,0.9922480620155039,29.76923076923077,0.5003232062055591,0.7752403846153846,0.3076923076923076,0.06976744186046513,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Strong,below supporting,0.610410094637224,0.025657175058839132,0.7678571428571428,0.052663808940600125,0.8815489749430523,0.11117494972708993
spliceai,s3_10,classified,gene,BARD1,102,True,2,100,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s3_10,classified,gene,BRCA1,143,True,41,102,0.3076923076923077,0.0979020979020979,0.5944055944055944,0.9512195121951219,0.9509803921568627,19.404878048780485,0.02961672473867596,0.05129494593915016,0.024390243902439067,0.12745098039215685,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Strong,Strong,0.5052711799822177,0.001556348988373158,0.6831530139103555,0.0032799536947713684,0.8290954564401835,0.007349762213575445
spliceai,s3_10,classified,gene,BRCA2,107,True,16,91,0.14018691588785046,0.04672897196261682,0.8130841121495327,0.8125,0.978021978021978,36.96875,0.203125,0.19171348314606743,0.0,0.05494505494505486,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Strong,Moderate,0.6605248464544947,0.010577705451586655,0.8042148198504419,0.022071307300509338,0.9023646071700991,0.048327137546468404
spliceai,s3_10,classified,gene,PALB2,73,True,12,61,0.0958904109589041,0.1232876712328767,0.7808219178082192,0.25,0.9344262295081968,3.8125,0.4887820512820513,0.8026315789473684,0.3333333333333333,0.08196721311475419,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Supporting,below supporting,0.16712328767123288,0.0250801743277691,0.29756097560975614,0.05151156899172438,0.48800000000000004,0.10888968225633704
spliceai,s3_10,classified,gene,RAD51C,85,True,11,74,0.15294117647058825,0.15294117647058825,0.6941176470588235,0.7272727272727273,0.9324324324324325,10.763636363636364,0.23604465709728867,0.2924901185770751,0.09090909090909088,0.16216216216216217,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Supporting,0.36163714111178985,0.01227095597379985,0.5446182152713891,0.025556898635814194,0.729064039408867,0.05572289156626506
spliceai,s3_10,classified,gene,VHL,21,True,0,21,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s3_10,recorded_unclassified,pooled,(pooled),797,True,201,596,0.34880803011292344,0.10790464240903387,0.5432873274780426,0.8308457711442786,0.8137583892617449,4.461117834252162,0.16633903652469362,0.20786787710929888,0.05472636815920398,0.12583892617449666,2.8858023904960017,0.06873491081313168,0.6666666666666666,0.6976127320954908,0.10357987282017973,6.181843092272959,0.3296440972222222,0.919831223628692,0.8627774210658552,0.41165945358517564,7.0,"gene-clustered bootstrap, 2000 resamples of 7 genes",ok,,Moderate,Moderate,0.19014941512032874,0.008678706778989275,0.3314076801928538,0.01814672530242336,0.5272492265966012,0.03992450807926652
spliceai,s3_10,recorded_unclassified,gene,BAP1,107,True,31,76,0.22429906542056074,0.102803738317757,0.6728971962616822,0.45161290322580644,0.868421052631579,3.432258064516129,0.49032258064516127,0.6314760508308894,0.16129032258064513,0.07894736842105265,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Supporting,below supporting,0.15300546448087435,0.025157232704402517,0.27607680332122475,0.05166553365057784,0.46180555555555564,0.10919540229885058
spliceai,s3_10,recorded_unclassified,gene,BARD1,89,True,26,63,0.5168539325842697,0.10112359550561797,0.38202247191011235,0.9230769230769231,0.6507936507936508,2.6433566433566438,0.1514423076923077,0.11819887429643519,-5.551115123125783e-17,0.1428571428571429,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Supporting,Moderate,0.12213247172859455,0.007907618928078324,0.2270270270270271,0.016548463356974,0.39789473684210536,0.03647944412275623
spliceai,s3_10,recorded_unclassified,gene,BRCA1,347,True,63,284,0.26512968299711814,0.1239193083573487,0.6109510086455331,0.9047619047619048,0.8767605633802817,7.341496598639456,0.08669108669108669,0.1086249760948556,0.031746031746031744,0.14436619718309862,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Moderate,0.27870461236506383,0.004541965199590584,0.44925484972108903,0.009540446116635314,0.6473128598848369,0.021213026590976996
spliceai,s3_10,recorded_unclassified,gene,BRCA2,99,True,26,73,0.36363636363636365,0.0707070707070707,0.5656565656565656,0.8461538461538461,0.8082191780821918,4.412087912087912,0.15892597968069666,0.19035202086049544,0.038461538461538464,0.0821917808219178,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Moderate,0.18845341469138702,0.00829514033559335,0.3289635395329783,0.017352032327073927,0.5244937949052907,0.03821322631303438
spliceai,s3_10,recorded_unclassified,gene,PALB2,77,True,23,54,0.4935064935064935,0.11688311688311688,0.38961038961038963,0.8695652173913043,0.6666666666666667,2.608695652173913,0.16770186335403728,0.1956521739130435,0.043478260869565244,0.14814814814814825,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Supporting,Moderate,0.12072434607645874,0.008749189889825017,0.2247191011235955,0.01829268292682927,0.39473684210526316,0.04023845007451565
spliceai,s3_10,recorded_unclassified,gene,RAD51C,62,True,27,35,0.5806451612903226,0.0967741935483871,0.3225806451612903,0.9629629629629629,0.7142857142857143,3.3703703703703702,0.0625,0.05185185185185193,0.03703703703703709,0.1428571428571429,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Supporting,Moderate,0.15066225165562913,0.003278688524590164,0.2724550898203593,0.006896551724137932,0.457286432160804,0.015384615384615385
spliceai,s3_10,recorded_unclassified,gene,VHL,16,True,5,11,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s3_10,unrecorded,pooled,(pooled),1605,True,274,1331,0.24049844236760123,0.09221183800623053,0.6672897196261682,0.6897810218978102,0.8519909842223892,4.660398680944088,0.2730639657927698,0.36411063479190003,0.10218978102189782,0.09015777610818931,4.407010710808179,0.09024577572964669,0.565063205694649,0.8097412480974124,0.16950833812535945,4.953811247366431,0.40531201363670055,0.8617021276595744,0.8820093457943925,0.494702849696901,6.0,"gene-clustered bootstrap, 2000 resamples of 6 genes",ok,,Moderate,Supporting,0.19697042065049983,0.014168165802667576,0.34116124937445835,0.029447005520513,0.5381274988181085,0.06390355210657583
spliceai,s3_10,unrecorded,gene,BAP1,488,True,102,386,0.18442622950819673,0.10245901639344263,0.7131147540983607,0.5098039215686274,0.9015544041450777,5.178534571723426,0.4502238194313095,0.5437232364210053,0.1274509803921569,0.09585492227979275,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Supporting,0.21417900892056854,0.02314748784440843,0.3652376446611835,0.04764160384281807,0.5642005846638183,0.10116880357016365
spliceai,s3_10,unrecorded,gene,BARD1,268,True,38,230,0.291044776119403,0.08208955223880597,0.6268656716417911,0.9210526315789473,0.8130434782608695,4.9265605875153,0.11004784688995216,0.09710104137348723,2.7755575615628914e-17,0.09565217391304348,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Moderate,0.2059034172293841,0.005758637956935404,0.35375285638952364,0.01207983193277311,0.5518990813108461,0.02677532013969733
spliceai,s3_10,unrecorded,gene,BRCA2,323,True,27,296,0.17027863777089783,0.05263157894736842,0.7770897832817337,0.5555555555555556,0.8648648648648649,4.111111111111111,0.4548947287536499,0.5138888888888888,0.07407407407407407,0.05067567567567577,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Supporting,Supporting,0.1778846153846154,0.023382019542944714,0.3135593220338983,0.04811208816215074,0.5068493150684932,0.10211121843521458
spliceai,s3_10,unrecorded,gene,PALB2,261,True,52,209,0.2720306513409962,0.11494252873563218,0.6130268199233716,0.75,0.84688995215311,4.8984375,0.07680058794708476,0.2951977401129944,0.1923076923076923,0.09569377990430616,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Moderate,0.2049689440993789,0.004025863120653898,0.3524451939291737,0.00846119590299988,0.5504828797190517,0.018838446053540847
spliceai,s3_10,unrecorded,gene,RAD51C,232,True,50,182,0.35344827586206895,0.11637931034482758,0.5301724137931034,0.86,0.7857142857142857,4.013333333333334,0.1223529411764706,0.1781818181818182,0.06000000000000001,0.13186813186813184,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Supporting,Moderate,0.17439165701042875,0.006398425003076166,0.3084016393442623,0.01341243229301006,0.5008319467554077,0.029680365296803655
spliceai,s3_10,unrecorded,gene,VHL,33,True,5,28,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,all,pooled,(pooled),4537,True,225,4312,0.05510249063257659,0.05333921093233414,0.8915582984350893,0.41333333333333333,0.9635899814471243,11.352186836518046,0.5157225466136357,0.6088343361411954,0.11555555555555558,0.05009276437847865,6.183892924672652,0.2462747121063124,0.31317494600431967,0.9475896291448953,0.27508413585085034,26.758473282442747,0.6516516516516517,0.7325581395348837,0.9764294049008168,0.7227767374711849,6.0,"gene-clustered bootstrap, 2000 resamples of 6 genes",ok,,Moderate,below supporting,0.3740154506053492,0.026426003207507362,0.5577870784946191,0.0541968877389312,0.7394507999026397,0.11420598614952081
spliceai,s11_50,all,gene,BAP1,1453,True,137,1316,0.07983482450103235,0.05437026841018582,0.8657949070887818,0.2846715328467153,0.9414893617021276,4.865295288652953,0.6873002648627812,0.7597839086147883,0.1021897810218978,0.04939209726443761,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,below supporting,0.20386486862227166,0.03491084382399811,0.35089734386216803,0.07094858692010582,0.548802395209581,0.14663030444517547
spliceai,s11_50,all,gene,BARD1,1435,True,21,1414,0.03832752613240418,0.04250871080139373,0.9191637630662021,0.8095238095238095,0.9731258840169731,30.12280701754386,0.20481622306717362,0.19573643410852712,0.0,0.04314002828854313,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Strong,Moderate,0.6132142857142857,0.010664836397713925,0.7699551569506726,0.022250984495910557,0.8827763496143959,0.0487099107788763
spliceai,s11_50,all,gene,BRCA1,345,True,3,342,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,all,gene,PALB2,464,True,15,449,0.05603448275862069,0.08405172413793104,0.8599137931034483,0.6,0.9621380846325167,15.84705882352941,0.3031223628691983,0.41574074074074074,0.13333333333333336,0.08240534521158127,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,Supporting,0.4547602970965564,0.01570328142623567,0.6377840909090909,0.032582863155603124,0.7984588026081803,0.07044242234075933
spliceai,s11_50,all,gene,RAD51C,765,True,36,729,0.04183006535947712,0.06274509803921569,0.8954248366013072,0.4722222222222222,0.9794238683127572,22.95,0.26960059171597633,0.5388655462184874,0.2777777777777778,0.052126200274348444,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Strong,Supporting,0.5470798569725863,0.013990979752422993,0.7183098591549296,0.02908438061041293,0.8515769944341374,0.06314421827631009
spliceai,s11_50,all,gene,VHL,75,True,13,62,0.13333333333333333,0.08,0.7866666666666666,0.6923076923076923,0.9838709677419355,42.92307692307692,0.3468531468531469,0.31273644388398486,0.0,0.09677419354838712,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Strong,Supporting,0.693167701863354,0.017928142846815587,0.8266666666666665,0.03710908274726919,0.9147540983606557,0.0797940797940798
spliceai,s11_50,classified,pooled,(pooled),736,True,32,704,0.029891304347826088,0.04483695652173913,0.9252717391304348,0.1875,0.9772727272727273,8.25,0.7,0.8313953488372093,0.15625,0.03977272727272729,1.022038567493113,0.24463471589013677,0.031036931818181825,0.9573070607553367,0.3052356020942409,79.50877192982456,0.8897295036596766,0.7,0.9927284619450317,0.9993265993265993,6.0,"gene-clustered bootstrap, 2000 resamples of 6 genes",ok,,Moderate,below supporting,0.30275229357798167,0.035532994923857864,0.4782608695652174,0.07216494845360824,0.673469387755102,0.14893617021276595
spliceai,s11_50,classified,gene,BAP1,261,True,19,242,0.03065134099616858,0.038314176245210725,0.9310344827586207,0.05263157894736842,0.9710743801652892,1.819548872180451,0.8977509853929979,0.9755879059350505,0.10526315789473695,0.03305785123966942,,,,,,,,,,,,per-gene point estimate; no interval,ok,,below supporting,below supporting,0.08739617190321415,0.04511821391533344,0.16817234190410005,0.09070252289817049,0.3126614987080103,0.18329861768604433
spliceai,s11_50,classified,gene,BARD1,153,True,2,151,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,classified,gene,BRCA1,96,True,0,96,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,classified,gene,PALB2,78,True,2,76,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,classified,gene,RAD51C,131,True,5,126,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,classified,gene,VHL,17,True,4,13,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,recorded_unclassified,pooled,(pooled),311,True,19,292,0.1189710610932476,0.03858520900321544,0.842443729903537,0.7368421052631579,0.9212328767123288,9.354691075514873,0.23827009383924927,0.2856583838779104,0.052631578947368474,0.03767123287671237,2.065217391304348,0.07747747747747748,0.5333333333333333,0.6290322580645161,0.0730864197530864,18.04074702886248,0.391304347826087,0.9333333333333333,0.9604234672061907,0.5570074238227135,5.0,"gene-clustered bootstrap, 2000 resamples of 5 genes",ok,,Moderate,Supporting,0.32991687515131946,0.012385214090301784,0.509662136890662,0.025791635384003888,0.7004797806716928,0.0562187139006546
spliceai,s11_50,recorded_unclassified,gene,BAP1,18,True,7,11,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,recorded_unclassified,gene,BARD1,18,True,3,15,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,recorded_unclassified,gene,BRCA1,249,True,3,246,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,recorded_unclassified,gene,PALB2,13,True,3,10,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,recorded_unclassified,gene,RAD51C,13,True,3,10,,,,,,,,,,,,,,,,,,,,,,,not evaluable,fewer than 10 labelled variants on one side,,,,,,,,
spliceai,s11_50,unrecorded,pooled,(pooled),3490,True,174,3316,0.05472779369627507,0.05644699140401146,0.8888252148997134,0.41954022988505746,0.9644149577804584,11.789791544905512,0.5109748998390576,0.6018776102880392,0.11494252873563221,0.05337756332931243,5.937632893557064,0.23574348721315388,0.32590529247910865,0.9449229966066302,0.3074870017331023,29.190517998244072,0.6382109025295811,0.7,0.9792415169660679,0.7112622064263098,5.0,"gene-clustered bootstrap, 2000 resamples of 5 genes",ok,,Moderate,below supporting,0.382912353521804,0.02618910138843306,0.5670952264932436,0.05372476588574577,0.7466717664622636,0.11327371825041371
spliceai,s11_50,unrecorded,gene,BAP1,1174,True,111,1063,0.08432708688245315,0.05877342419080068,0.8568994889267462,0.2972972972972973,0.9379115710253998,4.788288288288289,0.6723979298447383,0.7492206348776057,0.108108108108108,0.05362182502351831,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Moderate,below supporting,0.20128763491762927,0.03417976457382718,0.34727213328977463,0.06951719053762419,0.5448487954894927,0.1439085326080268
spliceai,s11_50,unrecorded,gene,BARD1,1264,True,16,1248,0.03401898734177215,0.043512658227848104,0.9224683544303798,0.75,0.9751602564102564,30.193548387096776,0.26850258175559377,0.25636811832374695,0.0,0.044070512820512775,,,,,,,,,,,,per-gene point estimate; no interval,ok,,Strong,Supporting,0.6137704918032787,0.013934792317999106,0.7703703703703703,0.028969359331476322,0.8830188679245282,0.06290322580645161
