tool,stratum,score,eps,n_damaging_in_window,n_normal_in_window,local_lr,lr_lo_gene_boot,lr_hi_gene_boot,lr_hi_bootstrap_only,lr_lo_variant_boot,lr_hi_variant_boot
pangolin,pm12,0.0017000349471345544,0.7299994317581877,91,9,0.4653123272526257,0.2225525566183244,0.8378484491558698,0.8378484491558698,0.30014731091261054,0.8988889977192268
pangolin,pm12,0.012628819793462753,0.7190706469118595,91,9,0.4653123272526257,0.2225525566183244,0.8378484491558698,0.8378484491558698,0.30014731091261054,0.8988889977192268
pangolin,pm12,0.25545361638069153,0.47624585032463074,91,9,0.4653123272526257,0.2225525566183244,0.8378484491558698,0.8378484491558698,0.30014731091261054,0.8988889977192268
pangolin,pm12,0.40668365359306335,0.3250279128551483,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.42351675033569336,0.3081948161125183,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.42617282271385193,0.30553874373435974,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.4264434278011322,0.30526813864707947,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.42652201652526855,0.3051895499229431,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.42662179470062256,0.3050897717475891,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.4266790449619293,0.30503252148628235,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.4732067286968231,0.25850483775138855,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.4928077757358551,0.23890379071235657,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.49319687485694885,0.23851469159126282,93,7,0.6114072494669509,0.3058470764617691,0.9200858054727149,0.9200858054727149,0.37265036434552806,1.3724389975561557
pangolin,pm12,0.5026190876960754,0.2341301441192627,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5027802586555481,0.23396897315979004,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5030044913291931,0.23374474048614502,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5030943751335144,0.23365485668182373,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5032477378845215,0.23350149393081665,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5033052563667297,0.2334439754486084,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5035516023635864,0.2331976294517517,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.504287600517273,0.23246163129806519,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.504564106464386,0.23218512535095215,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5046374797821045,0.23211175203323364,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5047675967216492,0.23198163509368896,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5051677227020264,0.23158150911331177,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.507436215877533,0.22931301593780518,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5075547099113464,0.2291945219039917,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.5076940059661865,0.2290552258491516,94,6,0.7209784411276948,0.33551797040169135,1.2540978224348194,1.2540978224348194,0.42202970297029707,1.8370370370370372
pangolin,pm12,0.6006936430931091,0.15130114555358887,94,6,0.7209784411276948,0.2716661275953447,2.620472440944882,2.620472440944882,0.42659912668538763,1.7999366185205206
pangolin,pm12,0.6225797533988953,0.12981349229812622,95,5,0.8743781094527363,0.34782608695652173,2.6243659902573455,2.6243659902573455,0.48918411303523734,2.482109867499979
pangolin,pm12,0.62473464012146,0.12826299667358398,95,5,0.8743781094527363,0.3371757925072046,2.701116778765188,2.701116778765188,0.4919098035301615,2.480146760428121
