gene_set,stratum,clinvar_arm,tool,n,k_genes,n_pos,n_neg,auroc,auroc_lo,auroc_hi,auprc_median,status,walker_sens_pp3,walker_spec_pp3,walker_lr_pp3,walker_lr_bp4,walker_lr_bp4_for_tier,walker_tier_pp3
no_BRCA1,s3_50,classified,avi_splice_sites,1170,4,78.0,799.0,0.7749522509664026,0.6224909151465468,0.8779161770426147,0.54707252858073,ok,0.43023255813953487,0.9760147601476015,17.937388193202146,0.5167906976744185,0.5167906976744185,Moderate
no_BRCA1,s3_50,classified,avi_splice_site_usage,1170,4,78.0,799.0,0.7836803192240394,0.6014158198802747,0.8968884303521713,0.6784228006265657,ok,0.4418604651162791,0.9861623616236163,31.931782945736433,0.5090339892665474,0.5090339892665474,Strong
no_BRCA1,s3_50,classified,avi_splice_junctions,1170,4,78.0,799.0,0.788475083602718,0.6398278229919226,0.8866428789715827,0.611031069505867,ok,0.8488372093023255,0.3874538745387454,1.3857523115718686,0.2948456412348701,0.2948456412348701,below supporting
no_BRCA1,s3_50,recorded_unclassified,spliceai,512,5,149.0,347.0,0.8652131796809288,0.7872693073492175,0.9175881669285689,0.7405884010297222,ok,0.7922077922077922,0.7458100558659218,3.11659768802626,0.22139764996907854,0.22139764996907854,Supporting
no_BRCA1,s3_50,recorded_unclassified,pangolin,512,5,149.0,347.0,0.8827615157911789,0.8256404091500616,0.9229165507934306,0.7657699339150275,ok,0.8246753246753247,0.7597765363128491,3.4329507701600726,0.15895215895215895,0.15895215895215895,Supporting
no_BRCA1,s3_50,recorded_unclassified,alphagenome,512,5,149.0,347.0,0.8816541726639285,0.8228994105191308,0.9227464421798911,0.8405806600290595,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,s3_50,recorded_unclassified,cadd,512,5,149.0,347.0,0.7293889614467819,0.6644692260667795,0.7857970100568392,0.5747793775336792,ok,1.0,0.0223463687150838,1.022857142857143,,,below supporting
no_BRCA1,s3_50,recorded_unclassified,phylop,512,5,149.0,347.0,0.6615966930404819,0.5781443289070497,0.7360765831059092,0.42379740794367243,ok,0.8506493506493507,0.3687150837988827,1.3474887943914493,0.4151205936920222,0.4151205936920222,below supporting
no_BRCA1,s3_50,recorded_unclassified,phastcons,512,5,149.0,347.0,0.6540493222384561,0.597058540712619,0.7069360204484488,0.434182188804773,ok,0.7337662337662337,0.4664804469273743,1.3753314748079146,0.4926464264212609,0.4926464264212609,below supporting
no_BRCA1,s3_50,recorded_unclassified,gpn_msa,512,5,149.0,347.0,0.7400696264927986,0.6589589795418932,0.8075241732369686,0.5880333971314486,ok,0.9935064935064936,0.055865921787709494,1.0522938599861678,0.12914862914862915,0.12914862914862915,below supporting
no_BRCA1,s3_50,recorded_unclassified,nt,512,5,149.0,347.0,0.7022804570897773,0.6066012288797586,0.7830133658890046,0.4628955091183451,ok,0.8571428571428571,0.31843575418994413,1.2576112412177987,0.4694055944055943,0.4694055944055943,below supporting
no_BRCA1,s3_50,recorded_unclassified,spliceai_walker,512,5,149.0,347.0,0.8694344204004016,0.8049461056958442,0.9148569663296777,0.7708491482690429,ok,0.8506493506493507,0.7206703910614525,3.0453246753246757,0.18597402597402599,0.18597402597402599,Supporting
no_BRCA1,s3_50,recorded_unclassified,avi,512,5,149.0,347.0,0.8834352428201006,0.8079906813998998,0.9317403532840359,0.8632750437471998,ok,0.948051948051948,0.3854748603351955,1.5427390791027153,0.10939648586707411,0.10939648586707411,below supporting
no_BRCA1,s3_50,recorded_unclassified,avi_splice_sites,512,5,149.0,347.0,0.859510762534265,0.8026221474651468,0.902004751729832,0.7737598817109728,ok,0.7792207792207793,0.8379888268156425,4.809673085535155,0.21387012987012988,0.21387012987012988,Moderate
no_BRCA1,s3_50,recorded_unclassified,avi_splice_site_usage,512,5,149.0,347.0,0.8863638084670661,0.8138303154687888,0.9329652953633798,0.8448398490184931,ok,0.7857142857142857,0.8240223463687151,4.464852607709751,0.2297110004619886,0.2297110004619886,Moderate
no_BRCA1,s3_50,recorded_unclassified,avi_splice_junctions,512,5,149.0,347.0,0.8846763543455207,0.8150939227204685,0.9303127495583629,0.8585756156089539,ok,0.974025974025974,0.18435754189944134,1.194182529798968,0.0,0.24907235621521334,below supporting
no_BRCA1,s3_50,unrecorded,spliceai,5095,6,448.0,4647.0,0.8893132778142698,0.807343765366558,0.9390405190689348,0.6659935607882456,ok,0.5848214285714286,0.9322143318269851,8.627508503401362,0.3547563728093468,0.3547563728093468,Moderate
no_BRCA1,s3_50,unrecorded,pangolin,5095,6,448.0,4647.0,0.8975711908121524,0.8391356329474041,0.936388612229426,0.6790540821710521,ok,0.6160714285714286,0.9302775984506133,8.836061507936508,0.31213750577326177,0.31213750577326177,Moderate
no_BRCA1,s3_50,unrecorded,alphagenome,5095,6,448.0,4647.0,0.8908754437780939,0.8176010100383275,0.936982458577882,0.7102081420929667,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,s3_50,unrecorded,cadd,5095,6,448.0,4647.0,0.750648513038967,0.6792527584666761,0.81058381825411,0.34928653051801073,ok,1.0,0.022595222724338282,1.0231175693527081,0.0,0.5556839923469388,below supporting
no_BRCA1,s3_50,unrecorded,phylop,5095,6,448.0,4647.0,0.7308791735121726,0.687159927701197,0.7705289713639432,0.3423988988778529,ok,0.8147321428571429,0.4465246395523994,1.4720296531326373,0.36241539363230735,0.36241539363230735,below supporting
no_BRCA1,s3_50,unrecorded,phastcons,5095,6,448.0,4647.0,0.7192367862832387,0.6715662537989734,0.76243579903983,0.2599359526346846,ok,0.6316964285714286,0.7221863567893264,2.2738135581498287,0.4902064204698892,0.4902064204698892,Supporting
no_BRCA1,s3_50,unrecorded,gpn_msa,5095,6,448.0,4647.0,0.7649834422829913,0.7370055548327108,0.790829704276152,0.38620845387525427,ok,0.9799107142857143,0.05616526791478373,1.0382227745749462,0.3472056186491333,0.3472056186491333,below supporting
no_BRCA1,s3_50,unrecorded,nt,5095,6,448.0,4647.0,0.7046004254966066,0.6520302382640067,0.7522462695604148,0.2888458217411465,ok,0.8392857142857143,0.3204217774908543,1.2350097258662807,0.4817315409309792,0.4817315409309792,below supporting
no_BRCA1,s3_50,unrecorded,spliceai_walker,5095,6,448.0,4647.0,0.8975070896692471,0.8180405014711384,0.9446180564387765,0.6955005809494663,ok,0.6361607142857143,0.9199483537766301,7.9468786002304155,0.28902449137549757,0.28902449137549757,Moderate
no_BRCA1,s3_50,unrecorded,avi,5095,6,448.0,4647.0,0.8828723169882772,0.819139959084134,0.9261705299704203,0.7027867711982652,ok,0.8638392857142857,0.6333118140735958,2.355787066146881,0.16382981723826714,0.16382981723826714,Supporting
no_BRCA1,s3_50,unrecorded,avi_splice_sites,5095,6,448.0,4647.0,0.8685856645447304,0.790053675161204,0.9206910139987685,0.5664792700677947,ok,0.5401785714285714,0.9418979987088444,9.297073412698412,0.3360951247305749,0.3360951247305749,Moderate
no_BRCA1,s3_50,unrecorded,avi_splice_site_usage,5095,6,448.0,4647.0,0.8991518236344328,0.8290788813362787,0.9424895570344151,0.7014599337012368,ok,0.5736607142857143,0.9543791693565742,12.574534619272237,0.36438294580127134,0.36438294580127134,Moderate
no_BRCA1,s3_50,unrecorded,avi_splice_junctions,5095,6,448.0,4647.0,0.8935358418749882,0.8100796045665304,0.9429039033818231,0.7279726839112334,ok,0.9308035714285714,0.39616957176673123,1.5414982881071173,0.147655058464667,0.147655058464667,below supporting
no_BRCA1,all_1_50,classified,spliceai,1545,6,452.0,1093.0,0.9557775404600268,0.9197400047925471,0.9760551323206647,0.9646570903714513,ok,0.8761061946902655,0.9606587374199451,22.269396995266515,0.09376467401119741,0.09376467401119741,Strong
no_BRCA1,all_1_50,classified,pangolin,1545,6,452.0,1093.0,0.9534455833655974,0.9204570977549087,0.9731519510426135,0.9631388316641221,ok,0.8893805309734514,0.9652333028362305,25.581392640894272,0.09554966780536352,0.09554966780536352,Strong
no_BRCA1,all_1_50,classified,alphagenome,1545,6,452.0,1093.0,0.9512974400140439,0.9113903684311848,0.9737492589564489,0.9591696397381019,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,all_1_50,classified,cadd,1545,6,452.0,1093.0,0.9305717689290842,0.8732522853277936,0.9630658563712665,0.9445144629285975,ok,1.0,0.0384263494967978,1.0399619410085632,0.0,0.4534015486725663,below supporting
no_BRCA1,all_1_50,classified,phylop,1545,6,452.0,1093.0,0.9312499036110599,0.8942062511225416,0.9559615271591981,0.9003779457492415,ok,0.9513274336283186,0.5077767612076852,1.932715399546008,0.09898825234176888,0.09898825234176888,below supporting
no_BRCA1,all_1_50,classified,phastcons,1545,6,452.0,1093.0,0.9197488929921551,0.8720189433380755,0.9506848544482505,0.8488198175720718,ok,0.9048672566371682,0.7392497712717292,3.4702453035242975,0.13293448547467915,0.13293448547467915,Supporting
no_BRCA1,all_1_50,classified,gpn_msa,1545,6,452.0,1093.0,0.9339292672646015,0.9025831964077738,0.9556842530238625,0.9093710437926263,ok,0.9977876106194691,0.08325709057639524,1.0884050483104588,0.02779473095310752,0.02779473095310752,below supporting
no_BRCA1,all_1_50,classified,nt,1545,6,452.0,1093.0,0.8349958233387895,0.7792393787854492,0.8788593425589287,0.7792317605042908,ok,0.8982300884955752,0.39249771271729184,1.4785624800085295,0.2604152484683458,0.2604152484683458,below supporting
no_BRCA1,all_1_50,classified,spliceai_walker,1545,6,452.0,1093.0,0.9598659832527502,0.9240222733236819,0.9791808445901444,0.9712001779808309,ok,0.8938053097345132,0.9551692589204026,19.93733068448618,0.0892773794854561,0.0892773794854561,Strong
no_BRCA1,all_1_50,classified,avi,1545,6,452.0,1093.0,0.9534963123309705,0.9109505021193003,0.976244794778844,0.9647891232748279,ok,0.9469026548672567,0.7099725526075022,3.2648725607883646,0.0650256562802112,0.0650256562802112,Supporting
no_BRCA1,all_1_50,classified,avi_splice_sites,1545,6,452.0,1093.0,0.9435041754389974,0.9088667756391824,0.965476850662788,0.9505796806124553,ok,0.8915929203539823,0.9679780420860018,27.84317319848293,0.09914380530973452,0.09914380530973452,Strong
no_BRCA1,all_1_50,classified,avi_splice_site_usage,1545,6,452.0,1093.0,0.9540565578842751,0.9005931721233309,0.9794230235409032,0.9684323583520746,ok,0.8938053097345132,0.9780420860018298,40.70538348082596,0.0976557181756297,0.0976557181756297,Strong
no_BRCA1,all_1_50,classified,avi_splice_junctions,1545,6,452.0,1093.0,0.9577524658587198,0.9187874936946409,0.9784606933605378,0.9639570830762181,ok,0.9712389380530974,0.38426349496797807,1.5773613065260557,0.056564715623867924,0.056564715623867924,below supporting
no_BRCA1,all_1_50,recorded_unclassified,spliceai,577,5,209.0,351.0,0.8999925318337126,0.826447565343609,0.9444661183083204,0.9028581825915736,ok,0.8511627906976744,0.7403314917127072,3.277882236516576,0.15966319165998394,0.15966319165998394,Supporting
no_BRCA1,all_1_50,recorded_unclassified,pangolin,577,5,209.0,351.0,0.9153997477789111,0.8661065672081224,0.9476425659723955,0.9199318490569852,ok,0.8744186046511628,0.7569060773480663,3.5970401691331926,0.11415057154119038,0.11415057154119038,Supporting
no_BRCA1,all_1_50,recorded_unclassified,alphagenome,577,5,209.0,351.0,0.9153330681506517,0.8540024876011184,0.9523378044801264,0.9291689860069003,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,all_1_50,recorded_unclassified,cadd,577,5,209.0,351.0,0.7964617276202945,0.7489878463528084,0.8369119516977253,0.7743226984770828,ok,1.0,0.022099447513812154,1.0225988700564972,,,below supporting
no_BRCA1,all_1_50,recorded_unclassified,phylop,577,5,209.0,351.0,0.7377896177263978,0.6786005666314561,0.7894602636055952,0.7034024402822412,ok,0.8837209302325582,0.36464088397790057,1.3908998988877654,0.3307308970099668,0.3307308970099668,below supporting
no_BRCA1,all_1_50,recorded_unclassified,phastcons,577,5,209.0,351.0,0.7078703719114225,0.6559826751159551,0.7548565796663942,0.5616529923504808,ok,0.8,0.4613259668508287,1.485128205128205,0.3791159710457416,0.3791159710457416,below supporting
no_BRCA1,all_1_50,recorded_unclassified,gpn_msa,577,5,209.0,351.0,0.7930826897241217,0.7375367595150282,0.8394324920950389,0.7693972663484754,ok,0.9953488372093023,0.055248618784530384,1.0535563715490275,0.09354005167958657,0.09354005167958657,below supporting
no_BRCA1,all_1_50,recorded_unclassified,nt,577,5,209.0,351.0,0.7362264878437891,0.6889303249286981,0.7786421122753544,0.6427724430661472,ok,0.8790697674418605,0.32044198895027626,1.2935904707884287,0.39710399297937693,0.39710399297937693,below supporting
no_BRCA1,all_1_50,recorded_unclassified,spliceai_walker,577,5,209.0,351.0,0.903205536066603,0.8369755602078728,0.9443190462531048,0.9141159888186077,ok,0.8930232558139535,0.7154696132596685,3.1385865883946713,0.13402753673493,0.13402753673493,Supporting
no_BRCA1,all_1_50,recorded_unclassified,avi,577,5,209.0,351.0,0.9128621827331713,0.8444882129198743,0.9528524781817689,0.9133269412992284,ok,0.9627906976744186,0.3812154696132597,1.55593853820598,0.07923392612859097,0.07923392612859097,below supporting
no_BRCA1,all_1_50,recorded_unclassified,avi_splice_sites,577,5,209.0,351.0,0.8983928109604346,0.8423575077890748,0.9360227041626508,0.9052091914555975,ok,0.8418604651162791,0.8342541436464088,5.079224806201551,0.15367294204503507,0.15367294204503507,Moderate
no_BRCA1,all_1_50,recorded_unclassified,avi_splice_site_usage,577,5,209.0,351.0,0.9173758205577558,0.8505822925019879,0.9558603916825996,0.9381633212760012,ok,0.8465116279069768,0.8149171270718232,4.573689691079486,0.1663755859913595,0.1663755859913595,Moderate
no_BRCA1,all_1_50,recorded_unclassified,avi_splice_junctions,577,5,209.0,351.0,0.9106534576540399,0.849611400353874,0.9484229285443365,0.907859896514908,ok,0.9813953488372092,0.18232044198895028,1.2002199874292896,0.0,0.18039867109634553,below supporting
no_BRCA1,all_1_50,unrecorded,spliceai,5361,6,697.0,4664.0,0.92789068144575,0.8678317305101789,0.9618575795236939,0.8378204649904566,ok,0.7317073170731707,0.9288164665523156,10.279165442256831,0.22885547727115146,0.22885547727115146,Moderate
no_BRCA1,all_1_50,unrecorded,pangolin,5361,6,697.0,4664.0,0.9335087894962176,0.8903052561738192,0.9604523572666922,0.8285402699218916,ok,0.7532281205164992,0.9268867924528302,10.302216874161152,0.2013617889152252,0.2013617889152252,Moderate
no_BRCA1,all_1_50,unrecorded,alphagenome,5361,6,697.0,4664.0,0.9292839391951248,0.8761110939169604,0.9606598805795457,0.8364576559264734,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,all_1_50,unrecorded,cadd,5361,6,697.0,4664.0,0.8380602450360535,0.7924454710912769,0.8752285742222979,0.6384906175910239,ok,1.0,0.02251286449399657,1.0230313665277473,0.0,0.35847509735601557,below supporting
no_BRCA1,all_1_50,unrecorded,phylop,5361,6,697.0,4664.0,0.8229525217536635,0.8001361687807205,0.8436730664780498,0.6209328959371265,ok,0.8780487804878049,0.44489708404802747,1.5817765593646667,0.2408810959470103,0.2408810959470103,below supporting
no_BRCA1,all_1_50,unrecorded,phastcons,5361,6,697.0,4664.0,0.805717450600188,0.7828018286462629,0.8267504370193721,0.47112182644583184,ok,0.7604017216642754,0.7195540308747856,2.711401857677508,0.3204515888147873,0.3204515888147873,Supporting
no_BRCA1,all_1_50,unrecorded,gpn_msa,5361,6,697.0,4664.0,0.8432651668216932,0.8210891429732775,0.8631505938881259,0.6431939125577545,ok,0.9870875179340028,0.055960548885077184,1.0455998600145786,0.2239844401889749,0.2239844401889749,below supporting
no_BRCA1,all_1_50,unrecorded,nt,5361,6,697.0,4664.0,0.7354009416265382,0.6868791753077742,0.7788248132582831,0.44076241117637766,ok,0.860832137733142,0.3194682675814751,1.264940482163634,0.4157166298679542,0.4157166298679542,below supporting
no_BRCA1,all_1_50,unrecorded,spliceai_walker,5361,6,697.0,4664.0,0.9336092725064582,0.8760091859402844,0.9655048413271946,0.8458629875976321,ok,0.7661406025824964,0.9165951972555746,9.185809178521243,0.18645144382603904,0.18645144382603904,Moderate
no_BRCA1,all_1_50,unrecorded,avi,5361,6,697.0,4664.0,0.9253531669016021,0.8798428222168581,0.954517231417577,0.8598028461049403,ok,0.9124820659971306,0.6310034305317325,2.4728741172635775,0.10568760391362673,0.10568760391362673,Supporting
no_BRCA1,all_1_50,unrecorded,avi_splice_sites,5361,6,697.0,4664.0,0.9146369661632952,0.8558701073204761,0.950819379552937,0.7427987474194607,ok,0.7044476327116213,0.9384648370497427,11.447887661905929,0.21681699350348177,0.21681699350348177,Moderate
no_BRCA1,all_1_50,unrecorded,avi_splice_site_usage,5361,6,697.0,4664.0,0.9345035137807052,0.8831478505733011,0.964203581512534,0.8565560995243595,ok,0.7259684361549498,0.9509005145797599,14.785662821950591,0.235065637610502,0.235065637610502,Moderate
no_BRCA1,all_1_50,unrecorded,avi_splice_junctions,5361,6,697.0,4664.0,0.9296820680272508,0.8695147086268358,0.9632776774769846,0.8397738128657497,ok,0.9555236728837877,0.39472555746140653,1.5786618527559282,0.09525316940420817,0.09525316940420817,below supporting
