tool,stratum,tier,path_cut_lr,n_genes,k,n_subsets,n_subsets_fitted,n_subsets_reached,frac_subsets_reached,threshold_median,threshold_q25,threshold_q75,threshold_min,threshold_max,threshold_all_genes,n_pairs,n_pairs_evaluable,n_pairs_cleared,frac_pairs_cleared,heldout_lr_median,heldout_lr_q25,heldout_lr_q75
spliceai_walker,s11_50,strong,18.7,6,4,15,15,2,0.13333333333333333,0.6346065402030945,0.6346065402030945,0.6346065402030945,0.6346065402030945,0.6346065402030945,,30,2,0,0.0,9.605839416058394,9.605839416058394,9.605839416058394
spliceai_walker,s11_50,strong,18.7,6,5,6,6,1,0.16666666666666666,0.6346065402030945,0.6346065402030945,0.6346065402030945,0.6346065402030945,0.6346065402030945,,6,1,0,0.0,9.605839416058394,9.605839416058394,9.605839416058394
spliceai_walker,s3_50,moderate,4.33,7,2,21,21,21,1.0,0.4540089964866638,0.43138551712036133,0.48025527596473694,0.3364971876144409,0.5455646514892578,0.42631080746650696,105,105,105,1.0,24.7536231884058,17.916666666666668,39.85616651133893
spliceai_walker,s3_50,moderate,4.33,7,3,35,35,35,1.0,0.4270767867565155,0.40843915939331055,0.4527503550052643,0.3694680333137512,0.48405948281288147,0.42631080746650696,140,140,140,1.0,24.7536231884058,17.916666666666668,33.69374201787995
spliceai_walker,s3_50,moderate,4.33,7,4,35,35,35,1.0,0.4292154610157013,0.41514307260513306,0.4594217836856842,0.3940469026565552,0.4862852096557617,0.42631080746650696,105,105,105,1.0,24.7536231884058,17.916666666666668,33.4127936031984
spliceai_walker,s3_50,moderate,4.33,7,5,21,21,21,1.0,0.42278385162353516,0.4161760210990906,0.43727847933769226,0.41334623098373413,0.47746989130973816,0.42631080746650696,42,42,42,1.0,24.7536231884058,17.916666666666668,33.4127936031984
spliceai_walker,s3_50,moderate,4.33,7,6,7,7,7,1.0,0.4277547001838684,0.4252561032772064,0.43281763792037964,0.42135316133499146,0.4361940026283264,0.42631080746650696,7,7,7,1.0,25.855824682814298,21.335144927536234,30.042435525069006
spliceai_walker,s3_50,strong,18.7,7,2,21,21,14,0.6666666666666666,0.712437242269516,0.6919075846672058,0.7388185858726501,0.6683114767074585,0.7712886929512024,0.8773123025894165,105,62,48,0.7741935483870968,36.111111111111114,25.26143790849673,73.4803738317757
spliceai_walker,s3_50,strong,18.7,7,3,35,35,26,0.7428571428571429,0.764908492565155,0.722487285733223,0.8155514001846313,0.6919075846672058,0.9223867058753967,0.8773123025894165,140,88,68,0.7727272727272727,36.66666666666667,24.444444444444443,81.64485981308411
spliceai_walker,s3_50,strong,18.7,7,4,35,35,32,0.9142857142857143,0.9081329107284546,0.8019915670156479,0.918547511100769,0.6988763809204102,0.9235642552375793,0.8773123025894165,105,81,66,0.8148148148148148,40.822429906542055,24.444444444444443,113.67647058823529
spliceai_walker,s3_50,strong,18.7,7,5,21,21,21,1.0,0.897874653339386,0.805456817150116,0.9069852232933044,0.6878548860549927,0.9160176515579224,0.8773123025894165,42,36,30,0.8333333333333334,57.83177570093457,26.666666666666668,189.19354838709677
spliceai_walker,s3_50,strong,18.7,7,6,7,7,7,1.0,0.893125057220459,0.8605101108551025,0.8958101868629456,0.802905261516571,0.896651029586792,0.8773123025894165,7,6,5,0.8333333333333334,45.58255451713396,29.174019607843135,174.86116973168527
