condition,calibration,object,n,n_pos,n_neg,threshold_at_spec95,sensitivity_at_that_point,specificity_achieved,lr_plus,lr_plus_lo,lr_plus_hi,n_boot_evaluable,lr_plus_interp,sensitivity_interp,lr_plus_interp_lo,lr_plus_interp_hi,n_boot_evaluable_interp,lr_minus_at_spec95,lr_minus_at_sens95,threshold_at_sens95,acmg_tier_observed,acmg_tier,tier_basis,benign_tier_at_sens95,cal_method
y_assay/BRCA1_included,raw,single:gpn_msa,1675,821,854,0.6728159340659341,0.6358099878197321,0.9508196721311475,12.92813641900122,12.350253395279776,15.21933683705694,2000,12.71619975639463,0.6358099878197321,12.141176470588224,14.92302467843601,2000,0.38302742660338523,0.08378780010959852,0.3333333333333333,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_included,calibrated_isotonic,single:gpn_msa,1675,821,854,0.8513513513513513,0.5895249695493301,0.9625292740046838,15.732947624847746,12.162614155251141,18.430513595166165,2000,12.2644225445687,0.6132211272284355,11.775127601099324,14.00784313725489,2000,0.4264545936798931,0.08884997969955344,0.14414414414414414,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_included,raw,single:nt,1675,821,854,0.8230906593406593,0.31790499390986604,0.9508196721311475,6.46406820950061,4.431546114920114,10.936691312384474,2000,6.358099878197315,0.31790499390986604,4.2943548387096735,10.487224938875297,2000,0.7173757822672099,0.22806411901489648,0.13736263736263735,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_included,calibrated_isotonic,single:nt,1675,821,854,0.8214285714285714,0.25334957369062117,0.9613583138173302,6.556379876720923,2.6084955220893584,11.431223987947627,2000,5.539585870889156,0.27697929354445805,2.5535331905781598,9.999233259513279,2000,0.7766619537980628,0.27514832423087515,0.24657534246575347,Moderate,Moderate,interpolated to the nominal specificity,Supporting,isotonic
y_assay/BRCA1_included,raw,single:cadd,1547,771,776,0.6730156075928132,0.6342412451361867,0.9510309278350515,12.951873848044235,12.084829203978163,17.040193096673836,2000,12.726329442282738,0.6363164721141374,11.880117263999225,15.853658536585353,2000,0.3845918614828172,0.08207389099491778,0.33439004142238354,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_included,calibrated_isotonic,single:cadd,1547,771,776,0.8790375233634964,0.5382619974059663,0.9664948453608248,16.06505038411653,11.539817807816632,24.69959804190873,2000,11.451448335495018,0.5725724167747513,11.046989374262091,15.600130609044161,2000,0.4777449200172936,0.08957010117946529,0.1141552511415525,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_included,raw,single:alphamissense,1,0,1,,,,,,,0,,,,,0,,,,not evaluable,not evaluable,interpolated to the nominal specificity,not evaluable,isotonic
y_assay/BRCA1_included,calibrated_isotonic,single:alphamissense,0,0,0,,,,,,,0,,,,,0,,,,not evaluable,not evaluable,interpolated to the nominal specificity,not evaluable,isotonic
y_assay/BRCA1_included,raw,single:gnomad_af,492,198,294,0.9623655913978495,0.050505050505050504,0.9625850340136054,1.349862258953168,0.6892143213741048,2.3239746877326497,1998,1.2904040404040409,0.0645202020202021,0.786504424778761,3.298206845238094,2000,0.9864011136095943,0.32594235033259383,0.09569892473118274,below supporting,below supporting,interpolated to the nominal specificity,Supporting,isotonic
y_assay/BRCA1_included,calibrated_isotonic,single:gnomad_af,492,198,294,0.5853658536585366,0.045454545454545456,0.9625850340136054,1.2148760330578512,0.8106654419269239,2.1624007060900263,1962,1.122655122655122,0.056132756132756145,0.7835193271874497,2.011837983997428,2000,0.9916479280436878,0.41761363636363596,0.23529411764705882,below supporting,below supporting,interpolated to the nominal specificity,Supporting,isotonic
y_assay/BRCA1_included,raw,single:phylop,1675,821,854,0.6610340340523798,0.6686967113276492,0.9508196721311475,13.596833130328868,13.031614889840244,15.75661832975169,2000,13.459196102314245,0.6729598051157129,12.789995543876726,14.77803030303029,2000,0.34843966567264484,0.10587225285368491,0.2602496197056613,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_included,calibrated_isotonic,single:phylop,1675,821,854,0.796875,0.6297198538367844,0.9508196721311475,12.804303694681284,12.581503549896874,17.46066192437325,2000,12.673974827446195,0.6336987413723103,12.181217576876797,14.305624774254442,2000,0.38943256751648536,0.12346526816468298,0.13333333333333333,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_included,raw,single:phastcons,1675,821,854,0.9885490297422471,0.1315468940316687,0.9800936768149883,6.608296911943827,4.221989528795812,56.75381679389313,1782,5.327836597020521,0.2663918298510263,4.363973974240419,9.031124648765925,2000,0.8860919384670908,0.10661997563946413,0.2820733980690576,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_included,calibrated_isotonic,single:phastcons,1675,821,854,1.0,0.10353227771010962,0.9800936768149883,5.200974421437271,3.889652477448191,43.50736730043076,1495,4.767544270589339,0.23837721352946717,3.243266537384185,7.2254585025490226,2000,0.914675549385384,0.12047454874515719,0.12837837837837837,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_excluded,raw,fusion_M1,1168,594,574,0.5660543017227148,0.8787878787878788,0.9512195121951219,18.015151515151516,16.65185601799775,20.110571493110456,2000,17.57575757575756,0.8787878787878788,16.02040816326529,18.58657489264964,2000,0.12742812742812742,0.05661327075468496,0.47178504216125916,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_excluded,calibrated_isotonic,fusion_M1,1168,594,574,0.7,0.8636363636363636,0.9512195121951219,17.704545454545453,16.173622814219456,29.633600917431192,2000,17.29629629629628,0.8648148148148148,15.189041048785718,18.42379728240909,2000,0.14335664335664336,0.05684293919588044,0.24553679816976887,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_excluded,raw,mean_M0b,1168,594,574,0.6141866726049555,0.8114478114478114,0.9512195121951219,16.634680134680135,15.530651340996167,18.86973180076628,2000,16.228956228956214,0.8114478114478114,15.216637781629103,17.828571428571415,2000,0.19822153155486494,0.06105352728446418,0.42792393170898674,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_excluded,calibrated_isotonic,mean_M0b,1168,594,574,0.7666666666666667,0.7878787878787878,0.9547038327526133,17.39393939393939,14.683018410852714,22.39781271360219,2000,15.825757575757562,0.7912878787878788,14.21021468144043,17.72739412136534,2000,0.2221853572218536,0.06105352728446418,0.24324324324324326,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_excluded,raw,single:spliceai,1168,594,574,0.5937386200544095,0.7828282828282829,0.9512195121951219,16.0479797979798,14.875730994152047,19.238838975769028,2000,15.656565656565643,0.7828282828282829,14.54046639231823,17.988964456952242,2000,0.22830872830872828,0.07112580970448999,0.3769680611785875,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_excluded,calibrated_isotonic,single:spliceai,1168,594,574,0.8852459016393442,0.7053872053872053,0.9512195121951219,14.46043771043771,13.8295768503708,33.42932610888197,2000,14.139169472502795,0.7069584736251404,12.536166365280277,17.872362869198295,2000,0.30972114305447646,0.08028854319655508,0.10810810810810811,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_excluded,raw,single:pangolin,1168,594,574,0.5820212925476084,0.8131313131313131,0.9512195121951219,16.66919191919192,15.593479218681157,19.644142773682766,2000,16.26262626262625,0.8131313131313131,15.24456521739129,18.42735042735041,2000,0.19645169645169644,0.058382435465768864,0.4506396887783749,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_assay/BRCA1_excluded,calibrated_isotonic,single:pangolin,1168,594,574,0.8102217830478703,0.7592592592592593,0.9564459930313589,17.43259259259259,15.151115439093484,25.25025484199796,2000,15.210101010100995,0.7605050505050505,14.630054212374322,17.734004739336477,2000,0.25170343385279625,0.059121453636221635,0.2,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
