bin_mid,mean_pred,frac_pos,n
0.05,0.027320893095386257,0.0,62
0.15000000000000002,0.1258121117276047,0.0,33
0.35000000000000003,0.32332239815758773,0.0,12
0.45,0.4782608695652174,0.0,2
0.55,0.54,0.0,5
0.75,0.7814935064935066,0.0,10
0.8500000000000001,0.890625,1.0,2
0.95,0.9817638877086506,0.9636363636363636,55
