condition,calibration,object,n,n_pos,n_neg,lr_plus_obs_v1,spec_achieved_v1,lr_plus_interp_v1,tier_obs_v1,tier_interp_v1,lr_plus_obs_v2,spec_achieved_v2,lr_plus_interp_v2,tier_obs_v2,tier_interp_v2,delta_obs,delta_interp_score_change,delta_placement,placement_within_v1,placement_within_v2,threshold_v1,threshold_v2,tie_chosen_all_v1,tie_chosen_neg_v1,tie_chosen_pos_v1,spec_chosen_v1,tie_below_all_v1,tie_below_neg_v1,tie_below_pos_v1,spec_below_v1,tie_chosen_all_v2,tie_chosen_neg_v2,tie_chosen_pos_v2,spec_chosen_v2,tie_below_all_v2,tie_below_neg_v2,tie_below_pos_v2,spec_below_v2
y_clinvar/BRCA1_included,raw,single:pangolin,946,555,391,21.643943943943945,0.9539641943734015,19.92792792792791,Strong,Strong,20.504788999525843,0.9514066496163683,19.92792792792791,Strong,Strong,-1.1391549444181024,0.0,-1.1391549444181024,1.7160160160160345,0.5768610715979321,0.44782848838348027,0.47623392422662497,1.0,0.0,1.0,0.9539641943734015,2.0,2.0,0.0,0.948849104859335,1.0,1.0,0.0,0.9514066496163683,1.0,1.0,0.0,0.948849104859335
y_clinvar/BRCA1_included,calibrated_isotonic,single:pangolin,946,555,391,21.25255255255255,0.9539641943734015,19.56756756756755,Strong,Strong,20.133997155049787,0.9514066496163683,19.600600600600583,Strong,Strong,-1.1185553975027638,0.033033033033031955,-1.1515884305357957,1.6849849849850003,0.5333965544492045,0.413056768025041,0.2899718162673979,2.0,2.0,0.0,0.9539641943734015,3.0,3.0,0.0,0.9462915601023018,1.0,1.0,0.0,0.9514066496163683,8.0,3.0,5.0,0.9437340153452686
y_clinvar/BRCA1_included,raw,single:alphagenome,946,555,391,19.76320531057373,0.9514066496163683,19.20720720720719,Strong,Strong,19.76320531057373,0.9514066496163683,19.20720720720719,Strong,Strong,0.0,0.0,0.0,0.5559981033665409,0.5559981033665409,0.5054055656573642,0.5054055656573642,1.0,0.0,1.0,0.9514066496163683,1.0,1.0,0.0,0.948849104859335,1.0,0.0,1.0,0.9514066496163683,1.0,1.0,0.0,0.948849104859335
y_clinvar/BRCA1_included,calibrated_isotonic,single:alphagenome,946,555,391,23.953153153153153,0.9616368286445013,18.37837837837836,Strong,Moderate,23.953153153153153,0.9616368286445013,18.37837837837836,Strong,Moderate,0.0,0.0,0.0,5.5747747747747916,5.5747747747747916,0.7012857757187968,0.7012857757187968,1.0,1.0,0.0,0.9616368286445013,6.0,6.0,0.0,0.9462915601023018,1.0,1.0,0.0,0.9616368286445013,6.0,6.0,0.0,0.9462915601023018
y_clinvar/BRCA1_included,raw,single:gpn_msa,946,555,391,18.576671408250355,0.9514066496163683,18.05405405405404,Moderate,Moderate,18.576671408250355,0.9514066496163683,18.05405405405404,Moderate,Moderate,0.0,0.0,0.0,0.522617354196317,0.522617354196317,0.542047672522125,0.542047672522125,1.0,1.0,0.0,0.9514066496163683,1.0,1.0,0.0,0.948849104859335,1.0,1.0,0.0,0.9514066496163683,1.0,1.0,0.0,0.948849104859335
y_clinvar/BRCA1_included,calibrated_isotonic,single:gpn_msa,946,555,391,18.502513039355147,0.9514066496163683,17.981981981981967,Moderate,Moderate,18.502513039355147,0.9514066496163683,17.981981981981967,Moderate,Moderate,0.0,0.0,0.0,0.5205310573731801,0.5205310573731801,0.6923076923076923,0.6923076923076923,5.0,0.0,5.0,0.9514066496163683,2.0,2.0,0.0,0.9462915601023018,5.0,0.0,5.0,0.9514066496163683,2.0,2.0,0.0,0.9462915601023018
y_clinvar/BRCA1_included,raw,single:nt,946,555,391,11.976576576576578,0.9514066496163683,11.63963963963963,Moderate,Moderate,11.828259838786156,0.9514066496163683,11.495495495495486,Moderate,Moderate,-0.14831673779042198,-0.14414414414414445,-0.004172593646277534,0.33693693693694726,0.33276434329066973,0.7007638525495667,0.7029257239111254,1.0,1.0,0.0,0.9514066496163683,1.0,1.0,0.0,0.948849104859335,1.0,1.0,0.0,0.9514066496163683,1.0,1.0,0.0,0.948849104859335
y_clinvar/BRCA1_included,calibrated_isotonic,single:nt,946,555,391,12.6028028028028,0.9539641943734015,11.696696696696687,Moderate,Moderate,12.407107107107107,0.9539641943734015,11.44204204204203,Moderate,Moderate,-0.19569569569569367,-0.254654654654658,0.0589589589589643,0.9061061061061135,0.9650650650650778,0.8306798320509323,0.8284801602353826,1.0,0.0,1.0,0.9539641943734015,8.0,3.0,5.0,0.9462915601023018,1.0,0.0,1.0,0.9539641943734015,4.0,3.0,1.0,0.9462915601023018
y_clinvar/BRCA1_included,raw,single:cadd,879,517,362,19.527616591446378,0.9502762430939227,19.419729206963233,Strong,Strong,19.527616591446378,0.9502762430939227,19.419729206963233,Strong,Strong,0.0,0.0,0.0,0.10788738448314561,0.10788738448314561,0.46988645296601456,0.46988645296601456,1.0,1.0,0.0,0.9502762430939227,1.0,1.0,0.0,0.9475138121546961,1.0,1.0,0.0,0.9502762430939227,1.0,1.0,0.0,0.9475138121546961
y_clinvar/BRCA1_included,calibrated_isotonic,single:cadd,879,517,362,21.618471953578336,0.9558011049723757,19.110251450676966,Strong,Strong,21.618471953578336,0.9558011049723757,19.110251450676966,Strong,Strong,0.0,0.0,0.0,2.50822050290137,2.50822050290137,0.6,0.6,3.0,0.0,3.0,0.9558011049723757,3.0,3.0,0.0,0.9475138121546961,3.0,0.0,3.0,0.9558011049723757,3.0,3.0,0.0,0.9475138121546961
y_clinvar/BRCA1_included,raw,single:alphamissense,0,0,0,,,,not evaluable,not evaluable,,,,not evaluable,not evaluable,,,,,,,,,,,,,,,,,,,,,,,
y_clinvar/BRCA1_included,calibrated_isotonic,single:alphamissense,0,0,0,,,,not evaluable,not evaluable,,,,not evaluable,not evaluable,,,,,,,,,,,,,,,,,,,,,,,
y_clinvar/BRCA1_included,raw,single:gnomad_af,288,127,161,3.3277559055118116,0.9503105590062112,3.307086614173226,Supporting,Supporting,3.3277559055118116,0.9503105590062112,3.307086614173226,Supporting,Supporting,0.0,0.0,0.0,0.020669291338585527,0.020669291338585527,0.924731182795699,0.924731182795699,1.0,0.0,1.0,0.9503105590062112,1.0,1.0,0.0,0.9440993788819876,1.0,0.0,1.0,0.9503105590062112,1.0,1.0,0.0,0.9440993788819876
y_clinvar/BRCA1_included,calibrated_isotonic,single:gnomad_af,288,127,161,2.354330708661417,0.9565217391304348,2.171259842519685,Supporting,Supporting,2.354330708661417,0.9565217391304348,2.171259842519685,Supporting,Supporting,0.0,0.0,0.0,0.18307086614173196,0.18307086614173196,0.6923076923076923,0.6923076923076923,3.0,0.0,3.0,0.9565217391304348,7.0,4.0,3.0,0.9316770186335404,3.0,0.0,3.0,0.9565217391304348,7.0,4.0,3.0,0.9316770186335404
y_clinvar/BRCA1_included,raw,single:phylop,946,555,391,19.021621621621623,0.9514066496163683,18.48648648648647,Strong,Moderate,19.021621621621623,0.9514066496163683,18.48648648648647,Strong,Moderate,0.0,0.0,0.0,0.5351351351351532,0.5351351351351532,0.5480775103874189,0.5480775103874189,1.0,0.0,1.0,0.9514066496163683,2.0,2.0,0.0,0.9462915601023018,1.0,0.0,1.0,0.9514066496163683,2.0,2.0,0.0,0.9462915601023018
y_clinvar/BRCA1_included,calibrated_isotonic,single:phylop,946,555,391,27.638253638253637,0.9667519181585678,18.37837837837836,Strong,Moderate,27.638253638253637,0.9667519181585678,18.37837837837836,Strong,Moderate,0.0,0.0,0.0,9.259875259875276,9.259875259875276,0.6177901817661366,0.6177901817661366,1.0,1.0,0.0,0.9667519181585678,8.0,8.0,0.0,0.9462915601023018,1.0,1.0,0.0,0.9667519181585678,8.0,8.0,0.0,0.9462915601023018
y_clinvar/BRCA1_included,raw,single:phastcons,946,555,391,16.277761972498816,0.9514066496163683,16.02198198198198,Moderate,Moderate,16.277761972498816,0.9514066496163683,16.02198198198198,Moderate,Moderate,0.0,0.0,0.0,0.2557799905168352,0.2557799905168352,0.9102203611474361,0.9102203611474361,48.0,7.0,41.0,0.9514066496163683,56.0,5.0,51.0,0.9386189258312021,48.0,7.0,41.0,0.9514066496163683,56.0,5.0,51.0,0.9386189258312021
y_clinvar/BRCA1_included,calibrated_isotonic,single:phastcons,946,555,391,16.277761972498816,0.9514066496163683,15.819819819819806,Moderate,Moderate,16.277761972498816,0.9514066496163683,15.819819819819806,Moderate,Moderate,0.0,0.0,0.0,0.45794215267900995,0.45794215267900995,0.9332376814362109,0.9332376814362109,48.0,7.0,41.0,0.9514066496163683,6.0,6.0,0.0,0.9360613810741688,48.0,7.0,41.0,0.9514066496163683,6.0,6.0,0.0,0.9360613810741688
y_clinvar/BRCA1_excluded,raw,fusion_M1,734,406,328,20.44950738916256,0.9512195121951219,19.95073891625614,Strong,Strong,20.44950738916256,0.9512195121951219,19.95073891625614,Strong,Strong,0.0,0.0,0.0,0.4987684729064199,0.4987684729064199,0.43810522968475457,0.4563729612255811,1.0,1.0,0.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317,1.0,1.0,0.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,calibrated_isotonic,fusion_M1,734,406,328,24.92004547176961,0.9603658536585366,19.75369458128077,Strong,Strong,26.99671592775041,0.9634146341463414,19.75369458128077,Strong,Strong,2.0766704559808034,0.0,2.0766704559808034,5.1663508904888396,7.243021346469643,0.0415962364586622,0.17666626270520297,1.0,1.0,0.0,0.9603658536585366,12.0,12.0,0.0,0.9237804878048781,1.0,1.0,0.0,0.9634146341463414,14.0,14.0,0.0,0.9207317073170732
y_clinvar/BRCA1_excluded,raw,mean_M0b,734,406,328,20.39901477832512,0.9512195121951219,19.9014778325123,Strong,Strong,20.39901477832512,0.9512195121951219,19.9014778325123,Strong,Strong,0.0,0.0,0.0,0.49753694581282204,0.49753694581282204,0.46576948785151895,0.46767152044658644,1.0,1.0,0.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317,1.0,1.0,0.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,calibrated_isotonic,mean_M0b,734,406,328,21.597372742200328,0.9542682926829268,19.75369458128077,Strong,Strong,29.377519032691445,0.9664634146341463,19.70443349753693,Strong,Strong,7.780146290491118,-0.04926108374383986,7.8294073742349575,1.8436781609195592,9.673085535154517,0.17545628408633765,0.26706214928208283,1.0,1.0,0.0,0.9542682926829268,4.0,4.0,0.0,0.9420731707317073,1.0,1.0,0.0,0.9664634146341463,6.0,6.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,raw,single:spliceai,734,406,328,21.166502463054186,0.9542682926829268,19.359605911330032,Strong,Strong,19.89408866995074,0.9512195121951219,19.408866995073875,Strong,Strong,-1.2724137931034463,0.049261083743843415,-1.3216748768472897,1.8068965517241544,0.48522167487686474,0.5167363905300679,0.5198204074103354,1.0,0.0,1.0,0.9542682926829268,2.0,2.0,0.0,0.948170731707317,1.0,0.0,1.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:spliceai,734,406,328,20.19704433497537,0.9542682926829268,18.714285714285698,Strong,Strong,19.1871921182266,0.9512195121951219,18.738916256157616,Strong,Strong,-1.0098522167487687,0.024630541871918155,-1.0344827586206868,1.4827586206896726,0.44827586206898573,0.6153846153846154,0.613693352273513,10.0,0.0,10.0,0.9542682926829268,9.0,2.0,7.0,0.948170731707317,1.0,0.0,1.0,0.9512195121951219,4.0,2.0,2.0,0.9451219512195121
y_clinvar/BRCA1_excluded,raw,single:pangolin,734,406,328,20.39901477832512,0.9512195121951219,19.9014778325123,Strong,Strong,20.39901477832512,0.9512195121951219,19.9014778325123,Strong,Strong,0.0,0.0,0.0,0.49753694581282204,0.49753694581282204,0.44782848838348027,0.48608567358567356,1.0,0.0,1.0,0.9512195121951219,2.0,2.0,0.0,0.9451219512195121,1.0,0.0,1.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:pangolin,734,406,328,21.058784893267653,0.9542682926829268,19.26108374384235,Strong,Strong,19.641625615763544,0.9512195121951219,19.162561576354662,Strong,Strong,-1.4171592775041084,-0.09852216748768683,-1.3186371100164216,1.7977011494253041,0.47906403940888254,0.6856154617329603,0.6153846153846154,1.0,0.0,1.0,0.9542682926829268,2.0,2.0,0.0,0.948170731707317,1.0,1.0,0.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,raw,single:alphagenome,734,406,328,19.54064039408867,0.9512195121951219,19.06403940886698,Strong,Strong,19.54064039408867,0.9512195121951219,19.06403940886698,Strong,Strong,0.0,0.0,0.0,0.47660098522169037,0.47660098522169037,0.5018018552191214,0.5018018552191214,1.0,1.0,0.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317,1.0,1.0,0.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:alphagenome,734,406,328,21.235749472202674,0.9573170731707317,18.128078817733975,Strong,Moderate,21.235749472202674,0.9573170731707317,18.128078817733975,Strong,Moderate,0.0,0.0,0.0,3.1076706544686985,3.1076706544686985,0.7442398610161693,0.7442398610161693,1.0,0.0,1.0,0.9573170731707317,4.0,4.0,0.0,0.9451219512195121,1.0,0.0,1.0,0.9573170731707317,4.0,4.0,0.0,0.9451219512195121
y_clinvar/BRCA1_excluded,raw,single:gpn_msa,734,406,328,18.581280788177338,0.9512195121951219,18.128078817733975,Moderate,Moderate,18.581280788177338,0.9512195121951219,18.128078817733975,Moderate,Moderate,0.0,0.0,0.0,0.45320197044336297,0.45320197044336297,0.5450463804780351,0.5450463804780351,1.0,0.0,1.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317,1.0,0.0,1.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:gpn_msa,734,406,328,20.71639690358902,0.9573170731707317,17.70837438423644,Strong,Moderate,20.71639690358902,0.9573170731707317,17.70837438423644,Strong,Moderate,0.0,0.0,0.0,3.008022519352579,3.008022519352579,0.6666666666666666,0.6666666666666666,10.0,1.0,9.0,0.9573170731707317,6.0,5.0,1.0,0.9420731707317073,10.0,1.0,9.0,0.9573170731707317,6.0,5.0,1.0,0.9420731707317073
y_clinvar/BRCA1_excluded,raw,single:nt,734,406,328,12.77463054187192,0.9512195121951219,12.463054187192107,Moderate,Moderate,13.027093596059112,0.9512195121951219,12.709359605911319,Moderate,Moderate,0.25246305418719217,0.24630541871921174,0.006157635467980427,0.31157635467981315,0.3177339901477936,0.6956130852116253,0.6888372870515728,1.0,0.0,1.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317,1.0,0.0,1.0,0.9512195121951219,1.0,1.0,0.0,0.948170731707317
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:nt,734,406,328,13.78784893267652,0.9542682926829268,12.679802955665014,Moderate,Moderate,13.572413793103449,0.9542682926829268,12.551724137931023,Moderate,Moderate,-0.2154351395730707,-0.1280788177339911,-0.0873563218390796,1.1080459770115052,1.0206896551724256,0.782608695652174,0.7857142857142857,8.0,3.0,5.0,0.9542682926829268,6.0,3.0,3.0,0.9451219512195121,3.0,0.0,3.0,0.9542682926829268,6.0,2.0,4.0,0.948170731707317
y_clinvar/BRCA1_excluded,raw,single:cadd,676,374,302,19.702673796791444,0.9503311258278145,19.572192513368968,Strong,Strong,19.702673796791444,0.9503311258278145,19.572192513368968,Strong,Strong,0.0,0.0,0.0,0.13048128342247622,0.13048128342247622,0.46988645296601456,0.46988645296601456,1.0,1.0,0.0,0.9503311258278145,1.0,1.0,0.0,0.9470198675496688,1.0,1.0,0.0,0.9503311258278145,1.0,1.0,0.0,0.9470198675496688
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:cadd,676,374,302,19.541176470588237,0.9503311258278145,19.411764705882337,Strong,Strong,19.541176470588237,0.9503311258278145,19.411764705882337,Strong,Strong,0.0,0.0,0.0,0.12941176470589966,0.12941176470589966,0.4355008417508425,0.4355008417508425,1.0,0.0,1.0,0.9503311258278145,1.0,1.0,0.0,0.9470198675496688,1.0,0.0,1.0,0.9503311258278145,1.0,1.0,0.0,0.9470198675496688
y_clinvar/BRCA1_excluded,raw,single:alphamissense,0,0,0,,,,not evaluable,not evaluable,,,,not evaluable,not evaluable,,,,,,,,,,,,,,,,,,,,,,,
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:alphamissense,0,0,0,,,,not evaluable,not evaluable,,,,not evaluable,not evaluable,,,,,,,,,,,,,,,,,,,,,,,
y_clinvar/BRCA1_excluded,raw,single:gnomad_af,234,100,134,2.0100000000000002,0.9552238805970149,2.92,below supporting,Supporting,2.0100000000000002,0.9552238805970149,2.92,below supporting,Supporting,0.0,0.0,0.0,-0.9099999999999997,-0.9099999999999997,0.9594330400782014,0.9594330400782014,1.0,0.0,1.0,0.9552238805970149,9.0,1.0,8.0,0.9477611940298507,1.0,0.0,1.0,0.9552238805970149,9.0,1.0,8.0,0.9477611940298507
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:gnomad_af,234,100,134,0.804,0.9626865671641791,1.1100000000000003,below supporting,below supporting,0.804,0.9626865671641791,1.1100000000000003,below supporting,below supporting,0.0,0.0,0.0,-0.30600000000000027,-0.30600000000000027,0.75,0.75,1.0,0.0,1.0,0.9626865671641791,5.0,2.0,3.0,0.9477611940298507,1.0,0.0,1.0,0.9626865671641791,5.0,2.0,3.0,0.9477611940298507
y_clinvar/BRCA1_excluded,raw,single:phylop,734,406,328,19.035714285714285,0.9512195121951219,18.591133004926093,Strong,Moderate,19.035714285714285,0.9512195121951219,18.591133004926093,Strong,Moderate,0.0,0.0,0.0,0.44458128078819215,0.44458128078819215,0.5553213716254605,0.5553213716254605,2.0,2.0,0.0,0.9512195121951219,2.0,1.0,1.0,0.948170731707317,2.0,2.0,0.0,0.9512195121951219,2.0,1.0,1.0,0.948170731707317
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:phylop,734,406,328,27.68831168831169,0.9664634146341463,18.571428571428555,Strong,Moderate,27.68831168831169,0.9664634146341463,18.571428571428555,Strong,Moderate,0.0,0.0,0.0,9.116883116883134,9.116883116883134,0.5473720186509771,0.5473720186509771,1.0,1.0,0.0,0.9664634146341463,7.0,7.0,0.0,0.9451219512195121,1.0,1.0,0.0,0.9664634146341463,7.0,7.0,0.0,0.9451219512195121
y_clinvar/BRCA1_excluded,raw,single:phastcons,734,406,328,19.637741568776054,0.9603658536585366,17.274876847290624,Strong,Moderate,19.637741568776054,0.9603658536585366,17.274876847290624,Strong,Moderate,0.0,0.0,0.0,2.3628647214854297,2.3628647214854297,0.9102203611474361,0.9102203611474361,48.0,7.0,41.0,0.9603658536585366,56.0,5.0,51.0,0.9451219512195121,48.0,7.0,41.0,0.9603658536585366,56.0,5.0,51.0,0.9451219512195121
y_clinvar/BRCA1_excluded,calibrated_isotonic,single:phastcons,734,406,328,19.637741568776054,0.9603658536585366,17.274876847290624,Strong,Moderate,19.637741568776054,0.9603658536585366,17.274876847290624,Strong,Moderate,0.0,0.0,0.0,2.3628647214854297,2.3628647214854297,0.9332376814362109,0.9332376814362109,48.0,7.0,41.0,0.9603658536585366,56.0,5.0,51.0,0.9451219512195121,48.0,7.0,41.0,0.9603658536585366,56.0,5.0,51.0,0.9451219512195121
