bin_mid,mean_pred,frac_pos,n
0.05,0.04031205773841223,0.0125,80
0.15000000000000002,0.12121212121212119,0.0,10
0.25,0.24262729288268264,0.0,10
0.35000000000000003,0.3452991452991453,0.0,9
0.45,0.44582262211220686,0.0,1
0.55,0.5333333333333334,0.0,3
0.6500000000000001,0.6363636363636364,0.2,5
0.75,0.7780380243308027,0.25,16
0.8500000000000001,0.86,1.0,1
0.95,0.9870206896642355,0.9649122807017544,57
