bin_mid,mean_pred,frac_pos,n
0.05,0.04088782478664991,0.0,78
0.15000000000000002,0.12121212121212119,0.0,10
0.25,0.24262729288268264,0.0,10
0.35000000000000003,0.3452991452991453,0.0,9
0.45,0.44582262211220686,0.0,1
0.55,0.5333333333333334,0.0,3
0.6500000000000001,0.6363636363636364,0.0,4
0.75,0.7766579598338095,0.25,12
0.8500000000000001,0.86,1.0,1
0.95,0.9866600200814944,0.9622641509433962,53
